good_bad_flag,pct_ontime,total_ontime,max_active_of_loans,max_approval_duration,bank_name_clients,max_age_at_loan,avg_age_at_loan,employment_status,bank_account_type,total_num_of_loans,termdays
Good,75,3,4,1.004166667,Access Bank,23,22.8,Permanent,Savings,10,30
Good,100,4,4,1.004166667,GT Bank,35,35,Permanent,Savings,10,30
Good,75,3,4,1.002222222,GT Bank,22,22.3,Permanent,Savings,10,30
Good,100,4,4,1.004166667,EcoBank,29,29,Permanent,Savings,10,30
Good,100,4,4,1.019722222,EcoBank,30,29.1,Permanent,Savings,10,15
Good,75,3,4,1.011944444,First Bank,29,28.9,Permanent,Savings,10,15
Good,75,3,4,1.004444444,GT Bank,36,36.1,Permanent,Savings,10,30
Good,100,4,4,1.018611111,Fidelity Bank,38,38.1,Unknown,Savings,10,30
Good,100,4,4,1.018888889,UBA,25,24.7,Permanent,Savings,10,15
Good,50,2,4,1.018611111,Zenith Bank,32,31.6,Permanent,Savings,10,30
Bad,25,1,4,1.007777778,GT Bank,24,23.5,Student,Savings,10,15
Good,100,4,4,1.003888889,GT Bank,31,31.2,Permanent,Savings,10,30
Good,75,3,4,1.002222222,Union Bank,25,24.9,Permanent,Savings,10,30
Good,75,3,4,1.019722222,First Bank,30,29.8,Unknown,Savings,10,15
Good,100,4,4,1.020277778,GT Bank,29,28.5,Permanent,Savings,10,15
Good,50,2,4,1.019166667,EcoBank,48,48.1,Permanent,Savings,10,30
Good,75,3,4,1.003611111,Diamond Bank,26,25.9,Student,Savings,10,30
Good,25,1,4,1.019444444,Diamond Bank,31,31.1,Unknown,Savings,10,30
Bad,25,1,4,1.018611111,First Bank,25,25.2,Unknown,Savings,10,30
Bad,25,1,4,1.019444444,First Bank,29,28.7,Permanent,Savings,10,15
Good,75,3,4,1.011388889,Skye Bank,31,30.9,Permanent,Savings,10,30
Good,100,4,4,1.003611111,EcoBank,28,27.8,Permanent,Savings,10,30
Good,75,3,4,1.004166667,GT Bank,34,34.3,Unknown,Savings,10,30
Bad,50,2,4,1.003333333,First Bank,27,26.5,Permanent,Savings,10,30
Good,75,3,4,1.002777778,UBA,36,36.2,Permanent,Savings,10,30
Bad,75,3,4,1.001944444,Access Bank,29,29,Permanent,Savings,10,30
Bad,25,1,4,1.006666667,First Bank,36,36,Permanent,Savings,10,15
Good,75,3,4,1.02,Stanbic IBTC,39,38.4,Permanent,Savings,10,30
Good,100,4,4,1.003888889,GT Bank,29,28.6,Permanent,Other,10,30
Good,50,2,4,1.018333333,Sterling Bank,56,55.6,Unknown,Savings,10,30
Good,25,1,4,1.475277778,GT Bank,34,34.2,Permanent,Savings,10,15
Bad,75,3,4,1.862777778,Access Bank,42,42.1,Permanent,Savings,10,30
Good,75,3,4,1.003055556,UBA,31,30.9,Permanent,Savings,10,30
Bad,50,2,4,1.018333333,Diamond Bank,33,33.2,Permanent,Savings,10,30
Good,50,2,4,1.018888889,UBA,31,30.6,Self-Employed,Savings,10,30
Good,75,3,4,1.004722222,EcoBank,37,36.8,Permanent,Savings,10,30
Good,100,4,4,1.021388889,Zenith Bank,33,32.5,Permanent,Savings,10,30
Good,50,2,4,1.019444444,Access Bank,30,29.8,Permanent,Savings,10,30
Good,100,4,4,1.002777778,UBA,29,29,Permanent,Savings,10,30
Bad,75,3,4,1.021666667,UBA,38,37.4,Permanent,Savings,10,30
Bad,25,1,4,1.003611111,GT Bank,26,26,Permanent,Savings,10,30
Good,100,4,4,1.198888889,First Bank,32,31.5,Permanent,Savings,10,15
Bad,50,2,4,1.003055556,Stanbic IBTC,30,30,Unknown,Savings,10,30
Good,75,3,4,1.018611111,GT Bank,39,39,Permanent,Savings,10,30
Good,50,2,4,1.002777778,Keystone Bank,41,40.5,Unknown,Savings,10,30
Good,75,3,4,1.004722222,Stanbic IBTC,50,49.9,Unknown,Savings,10,30
Bad,25,1,4,1.019722222,FCMB,27,27,Permanent,Savings,10,30
Good,100,4,4,1.02,Diamond Bank,29,28.6,Permanent,Savings,10,15
Good,75,3,4,1.003055556,GT Bank,29,28.7,Unknown,Savings,10,30
Good,50,2,4,1.006111111,Access Bank,33,32.9,Permanent,Savings,10,15
Good,100,4,4,1.742222222,First Bank,32,31.6,Permanent,Savings,10,30
Bad,50,2,4,1.003611111,UBA,42,41.5,Permanent,Savings,10,30
Bad,25,1,4,1.018888889,Fidelity Bank,27,26.3,Self-Employed,Other,10,15
Bad,0,0,4,9.495,EcoBank,25,24.7,Self-Employed,Other,10,30
Good,75,3,4,1.003888889,First Bank,31,31.2,Permanent,Savings,10,30
Good,75,3,4,1.019722222,First Bank,42,41.4,Unknown,Savings,10,30
Bad,25,1,4,1.0025,Sterling Bank,34,33.6,Unknown,Savings,10,15
Bad,50,2,4,1.005,GT Bank,33,33,Permanent,Savings,10,30
Good,100,4,4,1.021388889,FCMB,39,38.7,Permanent,Savings,10,30
Good,75,3,4,1.005,GT Bank,35,35,Permanent,Savings,10,30
Good,100,4,4,1.003888889,UBA,30,29.5,Permanent,Savings,10,30
Bad,25,1,4,1.002222222,GT Bank,29,28.9,Unknown,Savings,10,30
Good,75,3,4,1.003333333,EcoBank,35,34.4,Permanent,Savings,10,30
Good,75,3,4,1.003055556,GT Bank,32,32.3,Permanent,Other,10,30
Good,50,2,4,1.003333333,GT Bank,37,36.6,Permanent,Savings,10,30
Good,100,4,4,1.003055556,GT Bank,31,31.1,Permanent,Savings,10,30
Good,50,2,4,1.010277778,First Bank,40,39.9,Permanent,Savings,10,30
Good,100,4,4,1.019444444,FCMB,35,34.9,Permanent,Savings,10,30
Good,75,3,4,1.004166667,GT Bank,32,31.8,Permanent,Savings,10,30
Good,75,3,4,1.636388889,UBA,33,32.5,Unknown,Savings,10,30
Good,100,4,4,1.018888889,UBA,27,26.9,Permanent,Savings,10,30
Good,50,2,4,1.004444444,Diamond Bank,35,34.4,Unknown,Savings,10,30
Good,100,4,4,1.018055556,GT Bank,27,26.9,Permanent,Savings,10,30
Bad,75,3,4,1.003333333,Sterling Bank,38,38.3,Unknown,Savings,10,30
Bad,0,0,4,1.006111111,GT Bank,38,38.2,Permanent,Savings,10,15
Good,100,4,4,1.018888889,UBA,40,39.7,Permanent,Savings,10,30
Good,100,4,4,1.011111111,GT Bank,32,32.1,Permanent,Savings,10,30
Good,100,4,4,1.003611111,Stanbic IBTC,38,38.2,Unknown,Savings,10,15
Bad,50,2,4,1.003611111,GT Bank,28,28,Unknown,Savings,10,15
Good,100,4,4,1.002777778,GT Bank,32,31.8,Permanent,Savings,10,30
Good,75,3,4,1.018611111,GT Bank,35,34.4,Permanent,Savings,10,15
Bad,25,1,4,1.019722222,Zenith Bank,42,42.3,Permanent,Savings,10,30
Good,75,3,4,1.002222222,Zenith Bank,32,31.9,Unknown,Savings,10,30
Good,75,3,4,1.006666667,Stanbic IBTC,38,38.1,Permanent,Savings,10,30
Good,75,3,4,1.006666667,Access Bank,43,43.3,Permanent,Savings,10,30
Bad,0,0,4,1.031944444,GT Bank,35,34.9,Permanent,Savings,10,15
Bad,25,1,4,1.006666667,Stanbic IBTC,51,51.3,Permanent,Savings,10,30
Good,75,3,4,1.003611111,GT Bank,26,25.8,Permanent,Savings,10,15
Bad,25,1,4,1.019444444,GT Bank,41,41.1,Unknown,Savings,10,30
Good,100,4,4,1.003055556,First Bank,28,27.5,Permanent,Savings,10,30
Good,100,4,4,1.006388889,GT Bank,42,41.8,Unknown,Savings,10,30
Good,75,3,4,1.001944444,Access Bank,33,33.4,Permanent,Savings,10,30
Good,75,3,4,1.018611111,Zenith Bank,35,35,Permanent,Savings,10,15
Good,75,3,4,5.530277778,Zenith Bank,23,22.7,Permanent,Other,10,30
Good,75,3,4,1.003333333,Fidelity Bank,25,24.8,Permanent,Savings,10,15
Good,75,3,4,1.020277778,Standard Chartered,34,34.1,Permanent,Savings,10,30
Good,100,4,4,1.02,Zenith Bank,34,33.5,Permanent,Savings,10,30
Good,75,3,4,1.019166667,UBA,29,28.5,Permanent,Savings,10,15
Good,75,3,4,1.018888889,Skye Bank,31,30.6,Unknown,Savings,10,30
Good,50,2,4,1.018888889,Zenith Bank,38,38.1,Unknown,Savings,10,15
Good,75,3,4,1.007222222,GT Bank,31,31.2,Permanent,Savings,10,30
Good,100,4,4,1.018888889,Stanbic IBTC,50,50,Permanent,Savings,10,30
Good,100,4,4,1.002777778,Zenith Bank,35,35.3,Permanent,Savings,10,30
Good,75,3,4,1.018888889,GT Bank,29,29.2,Permanent,Savings,10,30
Good,100,4,4,1.003611111,GT Bank,27,27,Unknown,Savings,10,30
Bad,0,0,4,1.004722222,GT Bank,36,35.5,Permanent,Savings,10,30
Good,100,4,4,1.003611111,GT Bank,34,34.2,Permanent,Savings,10,30
Good,100,4,4,1.002777778,GT Bank,27,26.7,Unknown,Savings,10,30
Good,75,3,4,1.003333333,Zenith Bank,33,32.8,Unknown,Savings,10,30
Good,50,2,4,1.003055556,UBA,39,38.6,Permanent,Savings,10,15
Bad,75,3,4,1.018888889,Skye Bank,40,40.2,Permanent,Savings,10,30
Good,25,1,4,1.019444444,Access Bank,32,32,Permanent,Savings,10,15
Bad,50,2,4,1.003611111,UBA,22,22.2,Permanent,Savings,10,30
Good,100,4,4,1.004444444,GT Bank,24,24.3,Permanent,Savings,10,30
Good,50,2,4,1.003333333,GT Bank,30,30.3,Permanent,Savings,10,30
Good,50,2,4,1.018611111,Access Bank,23,22.4,Permanent,Savings,10,30
Bad,0,0,4,1.003611111,Access Bank,27,27.2,Permanent,Savings,10,15
Good,50,2,4,1.019444444,GT Bank,37,36.5,Unknown,Savings,10,30
Good,100,4,4,1.0075,GT Bank,28,27.4,Permanent,Savings,10,30
Good,100,4,4,1.005555556,GT Bank,32,32,Permanent,Savings,10,30
Good,50,2,4,1.003055556,GT Bank,32,31.6,Permanent,Savings,10,30
Bad,50,2,4,1.005555556,FCMB,34,33.5,Permanent,Savings,10,30
Good,100,4,4,1.003055556,Diamond Bank,21,21.4,Permanent,Savings,10,30
Good,100,4,4,1.018333333,GT Bank,38,38,Permanent,Savings,10,30
Bad,25,1,4,1.018611111,GT Bank,40,39.5,Permanent,Savings,10,30
Good,75,3,4,1.018611111,Access Bank,41,40.8,Unknown,Savings,10,30
Good,75,3,4,1.004166667,Sterling Bank,34,34.3,Permanent,Savings,10,30
Good,50,2,4,1.004166667,Stanbic IBTC,34,33.8,Permanent,Savings,10,30
Good,100,4,4,1.003055556,GT Bank,32,32.1,Permanent,Savings,10,30
Good,100,4,4,1.004444444,GT Bank,30,30.1,Unknown,Savings,10,30
Good,100,4,4,1.003333333,Zenith Bank,27,26.7,Unknown,Savings,10,30
Good,100,4,4,1.004722222,GT Bank,34,34.1,Permanent,Savings,10,30
Bad,50,2,4,1.019722222,First Bank,32,31.4,Permanent,Savings,10,30
Bad,50,2,4,1.009722222,UBA,37,36.4,Unknown,Savings,10,30
Good,25,1,4,1.003888889,Wema Bank,31,30.6,Permanent,Savings,10,30
Good,50,2,4,1.02,First Bank,43,42.8,Permanent,Other,10,15
Good,50,2,4,1.003333333,GT Bank,29,28.7,ContractRetiredUnemployed,Other,10,30
Good,100,4,4,1.018888889,GT Bank,32,31.4,Permanent,Savings,10,15
Bad,50,2,4,1.007222222,GT Bank,33,32.6,Permanent,Savings,10,30
Good,25,1,4,1.020833333,GT Bank,30,29.4,Permanent,Savings,10,30
Bad,25,1,4,1.002777778,First Bank,27,27.3,Permanent,Savings,10,30
Bad,50,2,4,1.004722222,UBA,34,33.5,Permanent,Savings,10,30
Good,100,4,4,1.004444444,Access Bank,39,39.4,Unknown,Savings,10,15
Good,100,4,4,1.021944444,Zenith Bank,28,27.6,Permanent,Savings,10,30
Good,100,4,4,1.004166667,GT Bank,31,30.9,Permanent,Savings,10,30
Good,75,3,4,1.005555556,First Bank,28,28,Permanent,Savings,10,30
Good,50,2,4,25.13333333,GT Bank,34,33.8,Permanent,Savings,10,30
Good,50,2,4,1.006666667,GT Bank,35,34.7,Unknown,Savings,10,30
Good,100,4,4,1.003055556,GT Bank,31,30.7,Permanent,Savings,10,30
Bad,25,1,4,1.019444444,GT Bank,33,32.5,Unknown,Savings,10,30
Bad,0,0,4,1.018888889,GT Bank,27,26.7,Self-Employed,Savings,10,30
Bad,50,2,4,1.019722222,Diamond Bank,39,38.7,Permanent,Savings,10,30
Good,50,2,4,1.004722222,UBA,31,30.7,Permanent,Other,10,30
Bad,50,2,4,1.003055556,Access Bank,46,45.5,Permanent,Savings,10,30
Good,100,4,4,1.005,GT Bank,32,31.5,Permanent,Savings,10,15
Good,50,2,4,1.003055556,Zenith Bank,29,28.9,Permanent,Savings,10,30
Good,100,4,4,1.538333333,Fidelity Bank,43,43,Permanent,Savings,10,30
Good,50,2,4,1.018888889,FCMB,42,41.7,Permanent,Savings,10,15
Bad,75,3,4,1.018333333,GT Bank,27,26.8,Permanent,Savings,10,30
Good,100,4,4,1.003055556,First Bank,26,25.4,Permanent,Savings,10,30
Bad,25,1,4,1.003888889,Diamond Bank,39,38.8,Unknown,Savings,10,15
Good,50,2,4,1.019722222,Skye Bank,27,27.2,Permanent,Savings,10,30
Good,100,4,4,1.632222222,GT Bank,36,35.7,Permanent,Other,10,30
Bad,50,2,4,1.018333333,Zenith Bank,33,33.2,Permanent,Savings,10,30
Good,100,4,4,1.003888889,GT Bank,30,29.4,Permanent,Savings,10,30
Good,75,3,4,1.019444444,GT Bank,33,32.6,Permanent,Savings,10,30
Good,100,4,4,1.018611111,UBA,25,25.2,Permanent,Savings,10,60
Bad,25,1,4,1.004166667,First Bank,33,32.6,Permanent,Savings,10,15
Bad,25,1,4,1.003888889,First Bank,36,36.1,Permanent,Savings,10,30
Good,100,4,4,1.003888889,Access Bank,26,26.1,Permanent,Savings,10,15
Good,100,4,4,1.003888889,GT Bank,46,46.1,Unknown,Savings,10,30
Good,100,4,4,1.018888889,Diamond Bank,28,28.3,Permanent,Savings,10,15
Bad,25,1,4,1.02,FCMB,44,43.9,Self-Employed,Other,10,30
Bad,50,2,4,1.003888889,GT Bank,39,38.4,Permanent,Savings,10,15
Good,75,3,4,1.003055556,GT Bank,27,27.3,Permanent,Savings,10,30
Good,75,3,4,1.004444444,GT Bank,25,24.7,Permanent,Savings,10,30
Good,75,3,4,1.005277778,UBA,29,28.5,Unknown,Savings,10,30
Good,75,3,4,1.003333333,Zenith Bank,30,29.9,Unknown,Savings,10,15
Good,100,4,4,1.946388889,UBA,42,41.7,Unknown,Savings,10,30
Bad,25,1,4,1.019166667,Access Bank,29,28.6,Permanent,Savings,10,30
Good,100,4,4,1.004444444,GT Bank,36,35.7,Unknown,Savings,10,30
Good,75,3,4,1.003888889,GT Bank,39,38.8,Unknown,Savings,10,15
Good,25,1,4,1.005277778,GT Bank,31,31,Permanent,Savings,10,15
Bad,75,3,4,1.001944444,Diamond Bank,34,34.1,Permanent,Savings,10,30
Good,75,3,4,1.003055556,GT Bank,35,34.4,Permanent,Savings,10,30
Good,50,2,4,1.003055556,Diamond Bank,32,31.6,Permanent,Savings,10,30
Bad,50,2,4,1.018888889,First Bank,28,27.9,ContractRetiredUnemployed,Savings,10,15
Good,75,3,4,1.062222222,Stanbic IBTC,27,26.8,Permanent,Savings,10,30
Good,75,3,4,1.575277778,UBA,37,37.3,Permanent,Savings,10,15
Good,75,3,4,1.019166667,First Bank,39,38.7,Permanent,Savings,10,30
Bad,25,1,4,1.003611111,GT Bank,27,26.9,Permanent,Savings,10,30
Bad,25,1,4,1.003611111,First Bank,35,34.9,Permanent,Savings,10,30
Good,75,3,4,1.001944444,First Bank,31,31.3,Permanent,Savings,10,30
Bad,0,0,4,1.02,Skye Bank,25,25.3,Permanent,Savings,10,15
Good,100,4,4,1.002777778,GT Bank,32,31.9,Permanent,Savings,10,15
Bad,50,2,4,1.004166667,Skye Bank,28,28.1,Permanent,Savings,10,30
Good,25,1,4,1.018055556,First Bank,38,37.9,Permanent,Savings,10,15
Good,75,3,4,1.018333333,GT Bank,30,29.9,Permanent,Other,10,30
Bad,50,2,4,1.002777778,Access Bank,45,44.1,Permanent,Savings,10,30
Good,100,4,4,1.002777778,GT Bank,32,32.1,Permanent,Savings,10,30
Bad,0,0,4,1.004444444,GT Bank,35,34.5,Permanent,Savings,10,15
Good,50,2,4,1.0025,First Bank,24,22.8,Permanent,Savings,10,15
Bad,50,2,4,1.006666667,First Bank,49,49.2,Permanent,Savings,10,30
Good,100,4,4,1.018888889,Stanbic IBTC,22,21.8,Permanent,Savings,10,30
Good,100,4,4,1.003055556,Zenith Bank,29,29.3,Permanent,Savings,10,30
Good,100,4,4,1.003333333,GT Bank,34,33.4,Permanent,Savings,10,15
Bad,0,0,4,1.005,Access Bank,25,24.9,Permanent,Savings,10,15
Good,50,2,4,1.584722222,GT Bank,33,32.8,Permanent,Savings,10,15
Good,100,4,4,1.003055556,First Bank,49,48.4,Permanent,Savings,10,30
Good,50,2,4,1.0025,EcoBank,29,28.4,Permanent,Savings,10,30
Good,75,3,4,1.019166667,FCMB,43,43.1,Unknown,Savings,10,30
Bad,50,2,4,1.0025,EcoBank,36,35.9,Unknown,Savings,10,30
Good,50,2,4,1.019444444,Access Bank,32,32.1,Unknown,Savings,10,30
Good,100,4,4,1.018888889,First Bank,37,35.9,Permanent,Savings,10,15
Good,100,4,4,1.019722222,Diamond Bank,31,30.4,Permanent,Savings,10,30
Good,100,4,4,1.004722222,GT Bank,28,27.7,Permanent,Savings,10,30
Good,25,1,4,1.0025,GT Bank,35,34.6,Self-Employed,Savings,10,30
Bad,0,0,4,1.004444444,Diamond Bank,25,24.3,Permanent,Savings,10,30
Bad,50,2,4,1.003888889,Zenith Bank,24,22.7,Student,Savings,10,15
Good,100,4,4,1.018333333,EcoBank,45,44.5,Permanent,Savings,10,30
Good,25,1,4,1.002222222,EcoBank,39,38.6,Permanent,Other,10,30
Good,75,3,4,1.004722222,Fidelity Bank,32,32.2,Permanent,Savings,9,30
Good,50,2,4,1.020277778,GT Bank,38,38.1,Self-Employed,Savings,10,30
Bad,25,1,4,1.003888889,First Bank,30,30.3,Permanent,Savings,10,15
Good,75,3,4,1.018888889,GT Bank,30,30,Permanent,Savings,10,15
Good,50,2,4,1.029722222,Fidelity Bank,31,30.5,Permanent,Other,10,30
Good,50,2,4,1.003333333,GT Bank,24,23.4,Student,Other,10,30
Bad,25,1,4,1.019722222,UBA,36,35.7,Permanent,Savings,10,30
Bad,25,1,4,1.003333333,GT Bank,24,23.4,Permanent,Savings,10,30
Good,60,3,5,1.02,Standard Chartered,38,37.3,Permanent,Other,15,60
Good,100,5,5,1.018333333,Access Bank,31,30.5,Permanent,Savings,15,30
Good,80,4,5,1.018888889,GT Bank,24,24.3,Permanent,Savings,15,30
Good,60,3,5,1.02,UBA,41,40.7,Permanent,Other,15,30
Good,20,1,5,1.018611111,Diamond Bank,30,30.2,Permanent,Savings,15,30
Good,100,5,5,1.02,Zenith Bank,33,32.5,Permanent,Savings,15,15
Good,60,3,5,1.008055556,GT Bank,34,33.7,Self-Employed,Other,15,30
Good,80,4,5,1.003611111,GT Bank,55,55,Permanent,Other,15,30
Bad,60,3,5,6.431944444,GT Bank,23,22.8,Permanent,Savings,15,30
Good,60,3,5,1.019444444,Fidelity Bank,42,42,Permanent,Savings,15,30
Bad,0,0,5,1.019722222,First Bank,36,35.6,Permanent,Savings,15,15
Good,80,4,5,1.003055556,First Bank,28,28.1,Permanent,Other,15,30
Good,80,4,5,1.019722222,GT Bank,31,30.7,Permanent,Other,15,30
Good,80,4,5,1.003055556,Fidelity Bank,32,31.6,Permanent,Savings,15,60
Good,80,4,5,1.003333333,Diamond Bank,29,29.3,Unknown,Savings,15,15
Good,100,5,5,1.003888889,First Bank,32,31.9,Permanent,Other,15,15
Bad,80,4,5,1.515,First Bank,42,41.9,Unknown,Savings,15,30
Bad,80,4,5,1.018888889,Fidelity Bank,27,27.1,Permanent,Savings,15,30
Bad,40,2,5,1.019444444,Access Bank,40,39.4,Permanent,Savings,15,30
Good,40,2,5,1.018333333,UBA,29,29,Permanent,Savings,15,15
Good,40,2,5,1.004166667,GT Bank,33,32.8,Permanent,Savings,15,15
Bad,80,4,5,1.019722222,GT Bank,36,36,Permanent,Savings,15,30
Bad,60,3,5,1.018055556,First Bank,37,36.3,Unknown,Savings,15,30
Good,100,5,5,1.002222222,GT Bank,31,30.7,Permanent,Savings,15,30
Good,100,5,5,1.018333333,GT Bank,28,27.9,Permanent,Savings,15,30
Good,80,4,5,1.019722222,Diamond Bank,34,34.3,Permanent,Savings,15,30
Good,60,3,5,1.02,FCMB,38,37.6,Unknown,Savings,15,30
Good,100,5,5,1.006944444,Stanbic IBTC,35,34.6,Permanent,Savings,15,15
Good,100,5,5,1.003611111,Heritage Bank,35,34.8,Permanent,Savings,15,30
Bad,60,3,5,1.019722222,First Bank,28,27.6,Permanent,Savings,15,30
Bad,40,2,5,1.02,GT Bank,29,28.5,Permanent,Savings,15,30
Good,100,5,5,1.006388889,Stanbic IBTC,31,31.3,Permanent,Other,15,30
Good,60,3,5,1.018888889,GT Bank,27,26.5,Permanent,Savings,15,30
Good,100,5,5,1.006944444,Stanbic IBTC,30,29.8,Permanent,Savings,15,30
Bad,20,1,5,1.009722222,FCMB,26,25.4,Permanent,Savings,15,15
Good,60,3,5,1.021666667,GT Bank,36,36.3,Permanent,Savings,15,30
Good,80,4,5,1.0025,GT Bank,35,35.3,Unknown,Savings,15,15
Good,100,5,5,1.002777778,GT Bank,30,29.7,Permanent,Savings,15,15
Good,60,3,5,1.003055556,GT Bank,29,28.9,Permanent,Savings,15,30
Bad,80,4,5,1.016944444,First Bank,39,39.3,Permanent,Savings,15,15
Good,100,5,5,1.018888889,GT Bank,28,27.9,ContractRetiredUnemployed,Savings,15,30
Good,60,3,5,1.019166667,First Bank,35,34.7,Permanent,Savings,15,30
Good,100,5,5,1.988888889,GT Bank,39,39,Unknown,Savings,15,30
Good,80,4,5,1.7975,GT Bank,39,38.4,Permanent,Savings,15,30
Bad,20,1,5,1.02,GT Bank,27,26.9,Permanent,Savings,15,15
Good,80,4,5,1.005833333,Stanbic IBTC,24,23.5,Permanent,Savings,15,30
Good,60,3,5,1.004166667,EcoBank,28,28,Permanent,Savings,15,15
Good,100,5,5,1.019722222,GT Bank,28,27.7,Permanent,Savings,15,15
Good,100,5,5,1.02,First Bank,29,28.5,Permanent,Savings,15,15
Good,80,4,5,1.011111111,Access Bank,33,32.8,Permanent,Savings,15,30
Good,80,4,5,1.018611111,GT Bank,23,22.8,Student,Savings,15,15
Good,40,2,5,1.019166667,GT Bank,33,32.7,Permanent,Other,15,30
Good,80,4,5,1.018611111,Diamond Bank,23,22.3,Student,Other,15,30
Bad,40,2,5,1.018611111,Sterling Bank,38,38.2,Permanent,Savings,15,30
Good,40,2,5,1.018611111,GT Bank,29,28.4,Permanent,Savings,15,30
Good,60,3,5,1.018888889,UBA,30,29.7,Self-Employed,Savings,15,30
Bad,20,1,5,1.018611111,Access Bank,35,34.4,Permanent,Savings,15,15
Good,80,4,5,7.279722222,GT Bank,41,40.5,Permanent,Other,15,30
Good,100,5,5,1.002777778,Wema Bank,24,23.4,Student,Savings,15,30
Good,100,5,5,1.019166667,Zenith Bank,40,39.5,Permanent,Savings,15,30
Good,60,3,5,1.018611111,Union Bank,29,29.1,Permanent,Savings,15,15
Good,80,4,5,1.018611111,Skye Bank,40,39.6,Permanent,Savings,15,30
Good,80,4,5,1.019722222,GT Bank,37,37.3,Unknown,Savings,15,30
Good,80,4,5,1.008333333,First Bank,39,39,Unknown,Savings,15,30
Good,40,2,5,1.018611111,EcoBank,24,23.9,Unknown,Savings,15,30
Good,80,4,5,1.004166667,GT Bank,48,48,Unknown,Savings,15,30
Good,80,4,5,1.018333333,Diamond Bank,39,39.1,Permanent,Savings,15,30
Good,60,3,5,1.005833333,FCMB,29,29.1,Self-Employed,Other,15,30
Good,100,5,5,1.005277778,First Bank,38,37.4,Permanent,Savings,15,30
Good,100,5,5,1.003611111,GT Bank,36,35.5,Permanent,Savings,15,30
Good,60,3,5,1.02,Stanbic IBTC,24,23.5,Permanent,Other,15,30
Good,80,4,5,1.019722222,GT Bank,32,31.6,Permanent,Savings,15,30
Good,100,5,5,1.003611111,Diamond Bank,37,37.1,Unknown,Savings,15,30
Bad,60,3,5,1.003333333,GT Bank,22,21.7,Permanent,Savings,15,30
Good,100,5,5,1.018611111,Diamond Bank,25,24.5,Permanent,Savings,15,15
Good,80,4,5,1.018611111,First Bank,31,31.3,Permanent,Savings,15,30
Good,60,3,5,1.003055556,Access Bank,34,33.7,Permanent,Savings,15,15
Good,60,3,5,1.018611111,GT Bank,38,38,Permanent,Savings,15,30
Good,40,2,5,1.018888889,First Bank,38,38.2,Permanent,Savings,15,30
Bad,40,2,5,1.002777778,Unity Bank,31,30.6,Permanent,Savings,15,30
Good,60,3,5,1.019166667,GT Bank,32,31.5,Unknown,Savings,15,15
Good,80,4,5,1.002777778,Fidelity Bank,30,29.5,Permanent,Savings,15,30
Good,80,4,5,1.018888889,GT Bank,36,35.1,Permanent,Other,15,30
Good,80,4,5,1.839166667,Access Bank,34,33.8,Permanent,Savings,15,30
Good,80,4,5,1.020277778,GT Bank,31,30.8,Permanent,Savings,15,15
Good,80,4,5,1.003611111,Fidelity Bank,27,27.3,Unknown,Savings,15,30
Good,60,3,5,1.018888889,Zenith Bank,36,36.1,Unknown,Savings,15,15
Good,60,3,5,1.004444444,First Bank,33,33.1,Permanent,Savings,15,30
Good,100,5,5,1.019722222,First Bank,25,25.2,Permanent,Savings,15,60
Good,80,4,5,1.005555556,GT Bank,40,39.7,Permanent,Savings,15,15
Good,20,1,5,1.018888889,Zenith Bank,36,36.2,Permanent,Savings,15,30
Good,20,1,5,1.005555556,First Bank,37,36.1,Permanent,Other,15,30
Bad,60,3,5,1.018055556,Diamond Bank,23,22.4,Permanent,Savings,15,30
Good,40,2,5,1.018611111,First Bank,41,40.6,Unknown,Savings,15,30
Good,60,3,5,1.003611111,FCMB,29,28.8,Unknown,Savings,15,15
Bad,40,2,5,1.019166667,Union Bank,33,32.5,Permanent,Savings,15,30
Good,80,4,5,1.003611111,First Bank,32,31.6,ContractRetiredUnemployed,Other,15,30
Bad,60,3,5,1.003888889,Zenith Bank,30,30.1,Permanent,Savings,15,30
Good,60,3,5,1.011111111,First Bank,54,53.8,Unknown,Savings,15,30
Good,60,3,5,1.019166667,First Bank,38,38.1,Permanent,Savings,15,15
Good,80,4,5,1.968888889,First Bank,32,31.9,Permanent,Savings,15,30
Good,100,5,5,1.278333333,GT Bank,39,38.8,Unknown,Savings,15,15
Good,100,5,5,1.003888889,GT Bank,36,35.7,Permanent,Savings,15,30
Good,100,5,5,1.02,UBA,29,29.1,Permanent,Savings,15,30
Good,80,4,5,1.005555556,EcoBank,34,33.7,Permanent,Savings,15,30
Good,100,5,5,1.002777778,GT Bank,28,28.2,Unknown,Savings,15,30
Good,40,2,5,1.018888889,GT Bank,24,23.8,Unknown,Savings,15,15
Good,100,5,5,1.0075,FCMB,41,40.5,Unknown,Savings,15,30
Good,100,5,5,1.018611111,First Bank,27,26.9,Student,Savings,15,30
Good,80,4,5,1.018611111,GT Bank,27,26.3,Permanent,Savings,15,15
Good,100,5,5,1.018333333,Stanbic IBTC,28,27.7,Permanent,Savings,15,30
Good,80,4,5,1.004444444,GT Bank,34,34.2,Permanent,Savings,15,30
Good,80,4,5,1.004444444,GT Bank,34,34.2,Permanent,Savings,15,30
Bad,60,3,5,1.003055556,GT Bank,33,32.7,Permanent,Savings,15,15
Good,60,3,5,1.018333333,Zenith Bank,54,53.7,Permanent,Savings,15,30
Good,100,5,5,1.018888889,First Bank,29,29.1,Unknown,Savings,15,30
