row_id,good_bad_flag,Pct_Ontime,Sum(churn_flag),Max(loannumber),Max(durationforapproval),bank_name_clients,Max(AgeAtTimeofLoan),Mean(AgeAtTimeofLoan),employment_status_clients_reference_only,employment_status_clients_recode,bank_account_type_reference_only,bank_account_recode,Sum(referral_recode),Mean(loannumber),Sum(loannumber),Sum(durationforapproval),Mean(durationforapproval),Max(Interestrate),Mean(Interestrate),Sum(Interestrate),Max(referral_recode),Mean(referral_recode),Max(churn_flag),Mean(churn_flag),Sum(AgeAtTimeofLoan),systemloanid,loannumber,approveddate,creationdate,loanamount,totaldue,termdays,birthdate,longitude_gps,latitude_gps,bank_branch_clients,level_of_education_clients,Validation,customerid,customerid of PerfDemoCombined_train,referredby
2034,Good,100,5,5,1.003333333,GT Bank,31,31.2,Permanent,Permanent,Savings,Savings,0,3,15,5.011666667,1.002333333,365,328.5,1642.5,0,0,1,1,156,301983384,5,50:12.0,50:06.0,20000,24500,30,00:00.0,3.357961,6.5125169,,,Training,8a858f955a61ad4e015a69ee1edd0d3d,8a858f955a61ad4e015a69ee1edd0d3d,
2035,Good,60,3,5,1.019166667,UBA,22,22.2,Permanent,Permanent,Savings,Savings,0,3,15,5.026111111,1.005222222,365,328.5,1642.5,0,0,1,0.6,111,301985658,5,19:31.0,19:25.0,20000,22250,15,00:00.0,5.74397,5.5321806,,,Test,8a858f965bb63a25015bc22b915e62f1,8a858f965bb63a25015bc22b915e62f1,
2036,Good,100,5,5,1.010833333,UBA,35,35.3,Permanent,Permanent,Savings,Savings,0,3,15,5.020555556,1.004111111,365,328.5,1642.5,0,0,1,1,176,301994756,5,20:08.0,19:29.0,20000,24500,30,00:00.0,3.5175926,6.6698404,,,Test,8a858f985b3db23f015b3defbc5f5040,8a858f985b3db23f015b3defbc5f5040,
2037,Bad,40,2,5,1.003333333,GT Bank,25,24.1,Permanent,Permanent,Other,Other,0,3,15,5.013333333,1.002666667,365,344.3166667,1721.583333,0,0,1,0.4,121,301996691,5,55:53.0,55:45.0,20000,24500,30,00:00.0,3.59047,6.6648133,,,Validation,8a858f1554e294490154e3aa3ffe6569,8a858f1554e294490154e3aa3ffe6569,
2038,Good,80,4,5,1.003888889,UBA,24,23.5,Student,Student,Other,Other,0,3,15,5.012777778,1.002555556,365,310.25,1551.25,0,0,1,0.8,118,301982122,5,27:00.0,26:52.0,20000,22250,15,00:00.0,5.6140915,6.3906691,,,Validation,8a858f2656e154de0156e3a87cdc45fb,8a858f2656e154de0156e3a87cdc45fb,
2039,Good,80,4,5,1.004166667,Diamond Bank,36,35.7,Self-Employed,Self-Employed,Other,Other,0,3,15,5.015277778,1.003055556,365,310.25,1551.25,0,0,1,0.8,179,301989418,5,32:20.0,32:05.0,20000,24500,30,00:00.0,3.379854,6.5328149,,Graduate,Validation,8a858f3355ae6a610155bb33f4d141b7,8a858f3355ae6a610155bb33f4d141b7,
2040,Good,100,5,5,1.018888889,Sterling Bank,33,32.8,Permanent,Permanent,Savings,Savings,0,3,15,5.0275,1.0055,365,346.75,1733.75,0,0,1,1,164,301970439,5,24:08.0,24:01.0,15000,18375,30,00:00.0,3.2582054,6.5716291,,,Test,8a858f5659bc0eea0159c9e3ddee1d5f,8a858f5659bc0eea0159c9e3ddee1d5f,
2041,Good,60,3,5,1.003333333,GT Bank,38,37.9,Permanent,Permanent,Savings,Savings,0,3,15,5.010833333,1.002166667,365,328.5,1642.5,0,0,1,0.6,190,301960604,5,07:06.0,07:00.0,20000,24500,30,00:00.0,3.3598024,6.4889942,,,Training,8a858f5659cb44e30159cc84750858ab,8a858f5659cb44e30159cc84750858ab,
2042,Good,20,1,5,1.003333333,Stanbic IBTC,30,30.1,Permanent,Permanent,Other,Other,0,3,15,5.014166667,1.002833333,365,365,1825,0,0,1,0.2,150,301992527,5,09:47.0,09:36.0,10000,13000,30,00:00.0,8.0859096,6.333186,,,Test,8a858f6057e2dba50157edb735e75aaf,8a858f6057e2dba50157edb735e75aaf,
2043,Good,60,3,5,1.003333333,GT Bank,31,30.9,Student,Student,Other,Other,0,3,15,5.013055556,1.002611111,365,365,1825,0,0,1,0.6,154,301988324,5,02:25.0,02:17.0,10000,13000,30,00:00.0,7.2421228,5.4917091,,Graduate,Validation,8a858f6057e2dba50157f3558ac902d4,8a858f6057e2dba50157f3558ac902d4,
2044,Bad,40,2,5,1.003333333,First Bank,22,21.8,Permanent,Permanent,Savings,Savings,0,3,15,5.011111111,1.002222222,365,346.75,1733.75,0,0,1,0.4,109,301987409,5,10:27.0,10:19.0,20000,24500,30,00:00.0,4.1566735,7.3597592,,Graduate,Validation,8a858f6155f96a03015609643bf3459e,8a858f6155f96a03015609643bf3459e,
2045,Good,80,4,5,1.011944444,UBA,34,34.2,Permanent,Permanent,Savings,Savings,0,3,15,5.024166667,1.004833333,365,365,1825,0,0,1,0.8,171,301960232,5,11:43.0,11:38.0,10000,13000,30,00:00.0,3.3669267,6.5107433,,,Validation,8a858f11594a3880015950e1221977d6,8a858f11594a3880015950e1221977d6,
2046,Bad,20,1,5,1.018611111,GT Bank,24,23.6,Permanent,Permanent,Savings,Savings,0,3,15,5.026388889,1.005277778,365,365,1825,0,0,1,0.2,118,301970276,5,34:41.0,34:35.0,10000,13000,30,00:00.0,3.4333732,6.4363347,,,Validation,8a858f27597d1c4c01597fa28c661557,8a858f27597d1c4c01597fa28c661557,
2047,Good,80,4,5,1.018333333,GT Bank,30,30.2,Self-Employed,Self-Employed,Other,Other,0,3,15,5.031388889,1.006277778,365,310.25,1551.25,0,0,1,0.8,151,301996291,5,47:47.0,47:42.0,20000,22250,15,00:00.0,6.7432104,6.1923099,,,Validation,8a858f61560bc0e501560fb03225566a,8a858f61560bc0e501560fb03225566a,
2048,Good,40,2,5,1.018888889,UBA,37,36.4,Permanent,Permanent,Savings,Savings,0,3,15,5.0275,1.0055,365,328.5,1642.5,0,0,1,0.4,182,301981855,5,10:52.0,10:44.0,20000,24500,30,00:00.0,3.155352,6.4913404,,,Validation,8a858f97594ab63d0159654a74ff2b9c,8a858f97594ab63d0159654a74ff2b9c,
2049,Good,100,5,5,1.003611111,GT Bank,30,30.1,Self-Employed,Self-Employed,Other,Other,0,3,15,5.011388889,1.002277778,365,310.25,1551.25,0,0,1,1,151,301961254,5,39:40.0,39:34.0,20000,24500,30,00:00.0,3.3639364,6.6416459,,,Test,8a858f275591bf5d01559733c8767113,8a858f275591bf5d01559733c8767113,
2050,Good,80,4,5,1.018888889,Diamond Bank,27,26.5,Permanent,Permanent,Other,Other,0,3,15,5.027777778,1.005555556,365,310.25,1551.25,0,0,1,0.8,133,301971433,5,15:50.0,15:43.0,20000,24500,30,00:00.0,5.2001921,13.0011576,,,Validation,8a858f415686c0ab0156929b0c541685,8a858f415686c0ab0156929b0c541685,
2051,Good,60,3,5,3.219722222,GT Bank,37,36.6,Self-Employed,Self-Employed,Other,Other,0,3,15,7.245,1.449,365,365,1825,0,0,1,0.6,183,301996413,5,24:32.0,24:26.0,10000,11500,15,00:00.0,3.9147069,7.8222985,,,Training,8a858f30551130db01552671554c51bc,8a858f30551130db01552671554c51bc,
2052,Good,40,2,5,29.8775,GT Bank,45,44.8,Permanent,Permanent,Other,Other,0,3,15,33.92083333,6.784166667,365,365,1825,0,0,1,0.4,224,301974225,5,24:57.0,24:50.0,10000,13000,30,00:00.0,4.2286898,8.1223931,,,Test,8a858f30551130db0155267824a054c9,8a858f30551130db0155267824a054c9,
2053,Bad,40,2,5,1.004166667,UBA,30,29.6,,Unknown,Savings,Savings,0,3,15,5.013611111,1.002722222,365,328.5,1642.5,0,0,1,0.4,148,301963732,5,57:19.0,57:12.0,20000,24500,30,00:00.0,6.7135467,7.7967217,,,Training,8a858f535908095c0159114dfe5e71c4,8a858f535908095c0159114dfe5e71c4,
2054,Good,20,1,5,1.018611111,Zenith Bank,25,24.5,Permanent,Permanent,Other,Other,0,3,15,5.028611111,1.005722222,365,365,1825,0,0,1,0.2,123,301990425,5,57:44.0,57:32.0,10000,11500,15,00:00.0,7.469935,9.0644283,,,Training,8a858fa154e2912f0154eee022676b1c,8a858fa154e2912f0154eee022676b1c,
2055,Good,80,4,5,1.004444444,GT Bank,28,27.9,Permanent,Permanent,Savings,Savings,0,3,15,5.012222222,1.002444444,365,365,1825,0,0,1,0.8,139,301986934,5,01:05.0,00:58.0,10000,11500,15,00:00.0,3.3421974,6.5954012,,Graduate,Test,8a858fa154e2912f01551033886c784b,8a858fa154e2912f01551033886c784b,
2056,Good,60,3,5,1.019444444,UBA,40,39.7,Permanent,Permanent,Savings,Savings,0,3,15,5.0325,1.0065,365,328.5,1642.5,0,0,1,0.6,199,301996992,5,32:46.0,31:36.0,20000,24500,30,00:00.0,3.3220514,6.6072002,,,Training,8a858fab5a83f26a015a847501d65abb,8a858fab5a83f26a015a847501d65abb,
2057,Good,80,4,5,1.002222222,UBA,40,39.5,Permanent,Permanent,Savings,Savings,0,3,15,5.009166667,1.001833333,365,328.5,1642.5,0,0,1,0.8,198,301977730,5,12:54.0,12:46.0,20000,22250,15,00:00.0,100.6192494,13.7461285,,,Training,8a858fab5bfd307b015bfd4d5b96114d,8a858fab5bfd307b015bfd4d5b96114d,
2058,Good,80,4,5,8.610277778,Diamond Bank,29,28.2,Permanent,Permanent,Other,Other,0,2.75,11,11.63972222,2.909930556,365,342.1875,1368.75,0,0,1,1,113,301984714,5,01:17.0,00:06.0,15000,16687.5,15,00:00.0,7.5167711,9.0451793,,Graduate,Test,8a858fae57a00f390157ab0ad5915819,8a858fae57a00f390157ab0ad5915819,
2059,Good,80,4,5,1.018611111,GT Bank,38,37.5,Permanent,Permanent,Savings,Savings,0,3,15,5.026666667,1.005333333,365,328.5,1642.5,0,0,1,0.8,188,301959452,5,40:03.0,39:57.0,20000,24500,30,00:00.0,3.9260828,7.4017273,,,Training,8a858faf5a28ca05015a2952bc3f2e86,8a858faf5a28ca05015a2952bc3f2e86,
2060,Good,80,4,5,1.02,Access Bank,52,52.1,Permanent,Permanent,Other,Other,0,3,15,5.027777778,1.005555556,365,328.5,1642.5,0,0,1,0.8,260,302002858,5,10:02.0,08:50.0,20000,24500,30,00:00.0,3.8539193,7.3555954,,,Test,8a858faf5679a83801568eafc30a030b,8a858faf5679a83801568eafc30a030b,
2061,Bad,0,0,5,1.011388889,GT Bank,41,41,,Unknown,Savings,Savings,0,3,15,5.018888889,1.003777778,365,365,1825,0,0,0,0,205,301971657,5,24:34.0,24:29.0,10000,11500,15,00:00.0,3.4633795,6.4471178,,,Test,8a858fb35a6b3924015a6b8d201e3239,8a858fb35a6b3924015a6b8d201e3239,
2062,Good,80,4,5,1.004166667,GT Bank,29,28.6,Permanent,Permanent,Savings,Savings,0,3,15,5.011666667,1.002333333,365,328.5,1642.5,0,0,1,0.8,143,301964824,5,07:59.0,07:44.0,20000,24500,30,00:00.0,3.8761145,7.3610842,,,Test,8a858fb65a4bf70d015a4c41e5112d73,8a858fb65a4bf70d015a4c41e5112d73,
2063,Good,100,5,5,1.02,GT Bank,31,31.3,Permanent,Permanent,Savings,Savings,0,3,15,5.028888889,1.005777778,365,304.1666667,1520.833333,0,0,1,1,156,301982747,5,37:54.0,36:42.0,20000,24500,30,00:00.0,3.3369699,6.5347605,,,Validation,8a858fb65b2020b2015b205fe7a63993,8a858fb65b2020b2015b205fe7a63993,
2064,Good,80,4,5,1.018611111,UBA,29,28.9,Permanent,Permanent,Savings,Savings,0,3,15,5.026944444,1.005388889,365,328.5,1642.5,0,0,1,0.8,145,301994018,5,42:43.0,42:37.0,20000,24500,30,00:00.0,7.4565602,8.9713182,,,Validation,8a858fb65b2020b2015b206ee078403a,8a858fb65b2020b2015b206ee078403a,
2065,Good,20,1,5,1.019166667,GT Bank,29,28.6,Permanent,Permanent,Savings,Savings,0,3,15,5.027222222,1.005444444,365,328.5,1642.5,0,0,1,0.2,143,301975083,5,21:17.0,20:08.0,20000,22250,15,00:00.0,3.8647349,6.697984,,,Test,8a858fb65b2020b2015b2387b22b70d4,8a858fb65b2020b2015b2387b22b70d4,
2066,Good,80,4,5,1.019444444,Zenith Bank,38,37.8,Permanent,Permanent,Savings,Savings,0,3,15,5.028611111,1.005722222,365,328.5,1642.5,0,0,1,0.8,189,301998819,5,46:03.0,44:53.0,20000,24500,30,00:00.0,3.3953148,6.5933683,,,Validation,8a858fb65b2020b2015b239674777bad,8a858fb65b2020b2015b239674777bad,
2067,Good,80,4,5,1.02,GT Bank,38,37.4,Permanent,Permanent,Savings,Savings,0,3,15,5.03,1.006,365,365,1825,0,0,1,0.8,187,301995716,5,53:59.0,52:47.0,10000,13000,30,00:00.0,-95.6936983,29.862125,,,Test,8a858fb95b5d059d015b5d19f66e182b,8a858fb95b5d059d015b5d19f66e182b,
2068,Good,60,3,5,1.018333333,First Bank,25,24.6,Permanent,Permanent,Savings,Savings,0,3,15,5.026388889,1.005277778,365,365,1825,0,0,1,0.6,123,301981872,5,18:08.0,18:02.0,10000,11500,15,00:00.0,4.4944671,8.4708378,,,Validation,8a858fb959976ce00159a0c2d6453d0c,8a858fb959976ce00159a0c2d6453d0c,
2069,Good,40,2,5,1.004166667,Fidelity Bank,37,37.1,Permanent,Permanent,Savings,Savings,0,3,15,5.011944444,1.002388889,365,328.5,1642.5,0,0,1,0.4,185,301967529,5,40:15.0,40:10.0,20000,24500,30,00:00.0,3.3591922,6.5448938,,,Validation,8a858fbd59978ae4015998515de038de,8a858fbd59978ae4015998515de038de,
2070,Bad,60,3,5,1.02,GT Bank,36,35.6,Permanent,Permanent,Savings,Savings,0,3,15,5.03,1.006,365,328.5,1642.5,0,0,1,0.6,178,302002174,5,18:32.0,17:20.0,20000,24500,30,00:00.0,3.328901,6.6979267,,,Test,8a858fbf5b3a0b46015b3a75f2633e33,8a858fbf5b3a0b46015b3a75f2633e33,
2071,Good,40,2,5,1.003611111,First Bank,35,34.4,,Unknown,Savings,Savings,0,3,15,5.012222222,1.002444444,365,328.5,1642.5,0,0,1,0.4,172,301970263,5,21:08.0,20:56.0,20000,24500,30,00:00.0,3.3776402,6.5494327,,,Validation,8a858fbf5b3a0b46015b3d5e8fae2a65,8a858fbf5b3a0b46015b3d5e8fae2a65,
2072,Bad,80,4,5,1.003611111,Sterling Bank,43,43.3,,Unknown,Savings,Savings,5,3,15,5.010555556,1.002111111,365,328.5,1642.5,1,1,1,0.8,216,301970021,5,46:40.0,46:34.0,15000,16687.5,15,00:00.0,4.0234122,7.3797225,,,Validation,8a858fc15b68ba6a015b6bb340945999,8a858fc15b68ba6a015b6bb340945999,8a858e6d5b62e36f015b667380e92585
2073,Good,100,5,5,1.003333333,Skye Bank,35,35,Permanent,Permanent,Savings,Savings,0,3,15,5.010277778,1.002055556,365,328.5,1642.5,0,0,1,1,175,301974702,5,31:51.0,31:45.0,20000,22250,15,00:00.0,3.3941773,6.7267188,,,Training,8a858fc15b68ba6a015b71108e115250,8a858fc15b68ba6a015b71108e115250,
2074,Good,60,3,5,1.005,UBA,24,23.6,Permanent,Permanent,Other,Other,0,3,15,5.014444444,1.002888889,365,365,1825,0,0,1,0.6,118,301960278,5,00:42.0,00:34.0,10000,13000,30,00:00.0,3.137974,6.6791029,,,Test,8a858fcd56b9f22c0156d8afaef02fd8,8a858fcd56b9f22c0156d8afaef02fd8,
2075,Good,80,4,5,1.020277778,Zenith Bank,30,29.2,Self-Employed,Self-Employed,Other,Other,0,3,15,5.029166667,1.005833333,365,328.5,1642.5,0,0,1,0.8,146,301974962,5,34:29.0,33:16.0,10000,12250,30,00:00.0,3.3275428,6.685084,,,Validation,8a858fcd56b9f22c0156db6aff8428f7,8a858fcd56b9f22c0156db6aff8428f7,
2076,Good,100,5,5,1.018888889,GT Bank,31,30.7,,Unknown,Savings,Savings,5,3,15,5.027777778,1.005555556,365,239.2769667,1196.384833,1,1,1,1,154,301962737,5,23:51.0,23:42.0,30000,33999.9,30,00:00.0,3.8749983,7.4238883,,,Validation,8a858fd05bfd7d3c015c0be492e56e29,8a858fd05bfd7d3c015c0be492e56e29,8a858e6a5bfd4b54015bfecb639d6d1a
2077,Good,60,3,5,1.02,Zenith Bank,28,28.1,Permanent,Permanent,Savings,Savings,0,3,15,5.028888889,1.005777778,365,328.5,1642.5,0,0,1,0.6,141,302001243,5,56:10.0,54:58.0,20000,24500,30,00:00.0,3.9666551,6.7710281,,,Training,8a858fd35b5dfefb015b5e080dc50892,8a858fd35b5dfefb015b5e080dc50892,
2078,Good,80,4,5,1.019444444,GT Bank,30,29.6,Permanent,Permanent,Savings,Savings,0,3,15,5.03,1.006,365,328.5,1642.5,0,0,1,0.8,148,302003370,5,35:52.0,34:42.0,20000,24500,30,00:00.0,8.5616592,12.0047996,,,Validation,8a858fd55b1de2f3015b1e15a76017f5,8a858fd55b1de2f3015b1e15a76017f5,
2079,Bad,80,4,5,1.020555556,GT Bank,32,31.4,,Unknown,Savings,Savings,0,3,15,5.029722222,1.005944444,365,328.5,1642.5,0,0,1,0.8,157,301977272,5,24:08.0,22:54.0,20000,22250,15,00:00.0,3.6072982,6.8680254,,,Validation,8a858fd85b685607015b6ce657912f6d,8a858fd85b685607015b6ce657912f6d,
2080,Good,100,5,5,1.019722222,First Bank,41,40.5,Permanent,Permanent,Savings,Savings,5,3,15,5.0275,1.0055,365,328.5,1642.5,1,1,1,1,203,302000027,5,28:08.0,26:57.0,20000,24500,30,00:00.0,3.5952734,6.5007525,,,Validation,8a858fd85b685607015b70cf46b509b2,8a858fd85b685607015b70cf46b509b2,8a858e885b68546c015b690a3b432fb4
2081,Good,60,3,5,1.019444444,First Bank,30,29.4,,Unknown,Savings,Savings,0,3,15,5.028055556,1.005611111,365,346.75,1733.75,0,0,1,0.6,147,301997897,5,24:15.0,23:05.0,20000,24500,30,00:00.0,3.2949932,6.5583985,,,Training,8a858fd85b685607015b75c2390b7173,8a858fd85b685607015b75c2390b7173,
2082,Good,100,5,5,1.018888889,Zenith Bank,32,32,Permanent,Permanent,Savings,Savings,0,3,15,5.028888889,1.005777778,365,310.25,1551.25,0,0,1,1,160,302003275,5,57:54.0,56:46.0,20000,24500,30,00:00.0,3.5302774,6.6688282,,,Validation,8a858fd85b685607015b783fe1212f10,8a858fd85b685607015b783fe1212f10,
2083,Good,80,4,5,1.003055556,GT Bank,36,35.5,Permanent,Permanent,Other,Other,0,3,15,5.01,1.002,365,365,1825,0,0,1,0.8,177,301977479,5,12:04.0,11:56.0,10000,13000,30,00:00.0,8.8729804,9.8835268,,,Validation,8a858fd3552c75620155418b25e524a5,8a858fd3552c75620155418b25e524a5,
2084,Good,80,4,5,1.005277778,GT Bank,34,33.3,Permanent,Permanent,Other,Other,0,3,15,5.018888889,1.003777778,365,365,1825,0,0,1,0.8,166,301989587,5,03:40.0,03:25.0,10000,11500,15,00:00.0,7.4325582,10.529464,,,Training,8a858fd55577e87601557bccd0322548,8a858fd55577e87601557bccd0322548,
2085,Good,100,5,5,1.005277778,GT Bank,31,31,Self-Employed,Self-Employed,Savings,Savings,0,3,15,5.014166667,1.002833333,365,310.25,1551.25,0,0,1,1,155,301985222,5,30:33.0,30:25.0,20000,24500,30,00:00.0,3.4366724,6.8292244,,,Training,8a858fde56eb02280157096b41371091,8a858fde56eb02280157096b41371091,
2086,Good,100,5,5,1.019444444,Zenith Bank,23,22.9,Permanent,Permanent,Savings,Savings,0,3,15,5.027777778,1.005555556,365,328.5,1642.5,0,0,1,1,114,301972912,5,18:33.0,17:23.0,20000,24500,30,00:00.0,3.3610224,6.5377397,,,Validation,8a858fe25ab3f041015ab40e4e7e1007,8a858fe25ab3f041015ab40e4e7e1007,
2087,Good,100,5,5,2.656111111,GT Bank,38,38.2,Permanent,Permanent,Savings,Savings,5,3,15,6.664444444,1.332888889,365,328.5,1642.5,1,1,1,1,191,301972879,5,56:10.0,56:05.0,20000,24500,30,00:00.0,3.3840897,6.5431565,,,Validation,8a858fe55b869107015b86d3071740d2,8a858fe55b869107015b86d3071740d2,8a858ff35acdd593015ad12db5593535
2088,Good,100,5,5,1.018333333,GT Bank,32,31.4,,Unknown,Savings,Savings,0,3,15,5.025555556,1.005111111,365,328.5,1642.5,0,0,1,1,157,301988346,5,17:57.0,17:52.0,20000,24500,30,00:00.0,3.9246458,7.4104501,,,Test,8a858fe758dc437a0158eb12515362d4,8a858fe758dc437a0158eb12515362d4,
2089,Good,40,2,5,1.005,Access Bank,24,23.5,Student,Student,Other,Other,0,3,15,5.014444444,1.002888889,365,346.75,1733.75,0,0,1,0.4,118,301973691,5,19:55.0,19:49.0,20000,24500,30,00:00.0,3.6105414,6.5066463,,,Test,8a858fe8555f401f0155656d56824aff,8a858fe8555f401f0155656d56824aff,
2090,Good,100,5,5,1.003888889,GT Bank,32,32.2,Permanent,Permanent,Savings,Savings,0,3,15,5.01,1.002,365,328.5,1642.5,0,0,1,1,161,301960217,5,51:47.0,51:43.0,20000,24500,30,00:00.0,7.081465,4.847945,,,Training,8a858fea5b391cd7015b3936e1ca25c8,8a858fea5b391cd7015b3936e1ca25c8,
2091,Good,100,5,5,1.006388889,GT Bank,36,36.1,Permanent,Permanent,Other,Other,0,3,15,5.014444444,1.002888889,365,346.75,1733.75,0,0,1,1,180,302002193,5,28:23.0,28:15.0,20000,24500,30,00:00.0,3.8338577,7.3842693,,Graduate,Training,8a858fea5751aefe01575d9c176d4375,8a858fea5751aefe01575d9c176d4375,
2092,Good,40,2,5,1.004444444,GT Bank,28,27.3,Permanent,Permanent,Savings,Savings,0,3,15,5.013611111,1.002722222,365,365,1825,0,0,1,0.4,137,301960658,5,56:29.0,56:25.0,10000,13000,30,00:00.0,3.3760444,6.6477809,,,Validation,8a858feb58c565cf0158cbc90faf2903,8a858feb58c565cf0158cbc90faf2903,
2093,Good,60,3,5,1.003333333,Zenith Bank,24,24.1,Permanent,Permanent,Savings,Savings,0,3,15,5.010555556,1.002111111,365,346.75,1733.75,0,0,1,0.6,120,302003113,5,29:24.0,29:18.0,10000,11500,15,00:00.0,3.4201375,6.442057,,,Training,8a858fed5a28bf0e015a2f0aa63f38d9,8a858fed5a28bf0e015a2f0aa63f38d9,
2094,Good,100,5,5,1.018611111,UBA,28,28.1,Permanent,Permanent,Savings,Savings,0,3,15,5.043888889,1.008777778,365,328.5,1642.5,0,0,1,1,141,301980037,5,28:09.0,27:02.0,20000,22250,15,00:00.0,3.3675574,6.5310083,,,Training,8a858fed5a28bf0e015a3429dabf6bab,8a858fed5a28bf0e015a3429dabf6bab,
2095,Good,40,2,5,1.006388889,GT Bank,34,34.3,Permanent,Permanent,Savings,Savings,0,3,15,5.016944444,1.003388889,365,328.5,1642.5,0,0,1,0.4,171,301991574,5,22:52.0,22:29.0,20000,24500,30,00:00.0,7.4593825,10.4442426,,,Training,8a858fee58d73f5f0158e2d82f3412d0,8a858fee58d73f5f0158e2d82f3412d0,
2096,Good,80,4,5,1.019166667,Zenith Bank,34,33.7,Permanent,Permanent,Savings,Savings,5,3,15,5.028333333,1.005666667,365,365,1825,1,1,1,0.8,169,302001404,5,04:29.0,03:20.0,10000,13000,30,00:00.0,3.50944,6.6805874,,,Validation,8a858ff05b909c1a015b90b058cb0df4,8a858ff05b909c1a015b90b058cb0df4,8a858f565b683b56015b6e9302a77dd1
2097,Good,80,4,5,1.019444444,Access Bank,28,28.2,Permanent,Permanent,Savings,Savings,0,3,15,5.033055556,1.006611111,365,328.5,1642.5,0,0,1,0.8,141,301997937,5,50:37.0,49:27.0,20000,24500,30,00:00.0,6.4398552,7.9108866,,,Validation,8a858ff25b8b1ddb015b8b21ddb703ae,8a858ff25b8b1ddb015b8b21ddb703ae,
2098,Good,60,3,5,1.018888889,GT Bank,34,33.6,Permanent,Permanent,Savings,Savings,0,3,15,5.043055556,1.008611111,365,365,1825,0,0,1,0.6,168,301980080,5,25:33.0,25:25.0,10000,13000,30,00:00.0,7.43413,9.0718133,,,Test,8a858ff35acdd593015acf094819393e,8a858ff35acdd593015acf094819393e,
2099,Bad,60,3,5,1.003611111,GT Bank,28,27.9,Permanent,Permanent,Savings,Savings,0,3,15,5.011666667,1.002333333,365,328.5,1642.5,0,0,1,0.6,140,301993807,5,52:17.0,52:04.0,20000,24500,30,00:00.0,3.3053442,6.4847089,,,Training,8a858ff55b5d377b015b5d42285f0fed,8a858ff55b5d377b015b5d42285f0fed,
2100,Good,80,4,5,1.011111111,GT Bank,29,28.3,Permanent,Permanent,Savings,Savings,0,3,15,5.019166667,1.003833333,365,328.5,1642.5,0,0,1,0.8,142,301993243,5,07:26.0,06:46.0,20000,24500,30,00:00.0,3.3671743,6.6468445,,,Test,8a858ff85b339568015b33e96b393bff,8a858ff85b339568015b33e96b393bff,
2101,Bad,60,3,5,1.003333333,First Bank,33,33.1,,Unknown,Savings,Savings,0,3,15,5.012222222,1.002444444,365,365,1825,0,0,1,0.6,166,301967780,5,14:14.0,14:02.0,10000,11500,15,00:00.0,5.0900434,8.1254661,,,Validation,8a858ff259d1429e0159d2d0194c4b8e,8a858ff259d1429e0159d2d0194c4b8e,
2102,Good,20,1,5,1.002777778,Diamond Bank,31,30.4,Permanent,Permanent,Other,Other,0,3,15,5.011388889,1.002277778,365,365,1825,0,0,1,0.2,152,301979047,5,00:37.0,00:29.0,10000,11500,15,00:00.0,6.2659746,4.9365777,,Graduate,Test,8a858ff9580b881201581a57953908dc,8a858ff9580b881201581a57953908dc,
2103,Good,100,5,5,1.019722222,First Bank,25,25.2,,Unknown,Savings,Savings,0,3,15,5.027777778,1.005555556,365,292,1460,0,0,1,1,126,301977874,5,37:14.0,36:03.0,30000,39000,60,00:00.0,7.0832931,5.744543,,,Test,8a858ffb5b350b52015b355b3ea542d3,8a858ffb5b350b52015b355b3ea542d3,
2104,Good,80,4,5,1.018888889,Zenith Bank,32,31.6,Permanent,Permanent,Savings,Savings,0,3,15,5.0425,1.0085,365,328.5,1642.5,0,0,1,0.8,158,301960931,5,08:19.0,07:14.0,20000,24500,30,00:00.0,3.3657378,6.6391325,,,Test,8a858ffc5aa39049015aa41ffcef5d1c,8a858ffc5aa39049015aa41ffcef5d1c,
2105,Good,80,4,5,1.019722222,First Bank,27,26.6,Permanent,Permanent,Savings,Savings,0,3,15,5.028333333,1.005666667,365,298.0833333,1490.416667,0,0,1,0.8,133,301971413,5,05:02.0,03:51.0,10000,12250,30,00:00.0,3.3531857,6.4815092,,,Validation,8a858ffc5b1f07ee015b1f4c95a13b04,8a858ffc5b1f07ee015b1f4c95a13b04,
2106,Good,60,3,5,1.018333333,UBA,30,29.5,Permanent,Permanent,Savings,Savings,0,3,15,5.026666667,1.005333333,365,328.5,1642.5,0,0,1,0.6,147,301966641,5,26:22.0,26:13.0,20000,24500,30,00:00.0,7.4986897,9.0550469,,,Training,8a858fff5a28d297015a338c644f5053,8a858fff5a28d297015a338c644f5053,
2107,Good,40,2,5,1.019166667,Diamond Bank,29,28.3,Permanent,Permanent,Other,Other,0,3,15,5.045833333,1.009166667,365,307.8166667,1539.083333,0,0,1,0.4,142,301995953,5,01:41.0,01:34.0,20000,24500,30,00:00.0,3.877977,7.3467977,,,Test,8a8588bf54c8eab60154c9226d7917e7,8a8588bf54c8eab60154c9226d7917e7,
2108,Good,40,2,5,1.001944444,GT Bank,27,26.1,Permanent,Permanent,Savings,Savings,0,3,15,5.009166667,1.001833333,365,310.25,1551.25,0,0,1,0.4,130,301960732,5,48:45.0,48:39.0,10000,11500,30,00:00.0,3.7999056,7.3968743,,Graduate,Test,8a8588fd53c244bc0153cda4fd4a486b,8a8588fd53c244bc0153cda4fd4a486b,
