ROW_ID,good_bad_flag,bank_name_clients,DurApproval Groups,AgeAtTimeofLoan Groups 2_25thPctile,DemoCreditRating,termdays,employment_status_clients_Risk,employment_status_clients_reference_only,level_of_education_clients_Risk,level_of_education_clients_reference_only,referral,bank_account_type_recode,loanamount Groups,approveddate,creationdate,DurApproval,loanamount,totaldue,Interestrate,birthdate,AgeAtTimeofLoan,longitude_gps,latitude_gps,customerid,systemloanid,bank_account_type,employment_status_clients_Risk 2,level_of_education_clients 2,Validation,termdays 2,loannumber
1943,Good,First Bank,61.13 - High,Low - 28,9,30,High,Student,High,,No,Savings,Norm,14:45.0,13:35.0,61.16666667,10000,13000,365,00:00.0,28,3.251678333,6.52619,8a858f00590ac4e70159170bde1b1880,301776519,Savings,3,3,Test,Norm,1
1944,Good,GT Bank,60.23 - 61.13,28 - 32,3,30,Low,Permanent,High,,No,Savings,Norm,38:32.0,38:16.0,60.26666667,10000,13000,365,00:00.0,30,3.3960798,6.454808,8a858f00590ac4e70159320caa4a190c,301781128,Savings,1,3,Test,Norm,1
1945,Bad,GT Bank,60.23 - 61.13,32 - 36,3,30,Low,Permanent,High,,No,Savings,Norm,30:58.0,30:43.0,60.25,10000,13000,365,00:00.0,33,3.3295533,6.65607,8a858f01587f1f73015881dd10be0f09,301765614,Savings,1,3,Validation,Norm,1
1946,Bad,GT Bank,60.17 - 60.23,Low - 28,3,15,Low,Permanent,High,,No,Savings,Norm,14:37.0,14:26.0,60.18333333,10000,11500,365,00:00.0,25,5.5878218,6.2939622,8a858f01588603fa01588cac8678799a,301763201,Savings,1,3,Validation,Short,1
1947,Good,First Bank,60.23 - 61.13,36 - High,9,30,High,Unknown,High,,No,Savings,Norm,12:39.0,11:59.0,60.66666667,10000,13000,365,00:00.0,53,3.3009699,6.5666867,8a858f01588603fa0158872e60af68d0,301762513,Savings,3,3,Validation,Norm,1
1948,Bad,GT Bank,60.23 - 61.13,Low - 28,9,30,High,Unknown,High,,No,Savings,Norm,20:53.0,20:13.0,60.66666667,10000,13000,365,00:00.0,24,5.1055918,7.3384443,8a858f01588603fa01589057d59a49a4,301763468,Savings,3,3,Training,Norm,1
1949,Good,First Bank,61.13 - High,36 - High,3,30,Low,Permanent,High,,No,Savings,Norm,09:15.0,08:06.0,61.15,10000,13000,365,00:00.0,38,3.3446747,6.4768189,8a858f01589b6f8e01589bf33ffc492f,301764661,Savings,1,3,Test,Norm,1
1950,Good,GT Bank,60.23 - 61.13,Low - 28,3,15,Low,Permanent,High,,Yes,Savings,Norm,13:23.0,12:15.0,61.13333333,10000,11500,365,00:00.0,28,6.1437533,6.74349,8a858f025bd49f21015bd8590bd83fe8,301936760,Savings,1,3,Training,Short,1
1951,Good,EcoBank,60.23 - 61.13,32 - 36,3,30,Low,Permanent,High,,No,Savings,Norm,50:30.0,49:22.0,61.13333333,10000,13000,365,00:00.0,34,7.0271623,4.8133755,8a858f025c10dbcc015c113d455932a1,301909557,Savings,1,3,Validation,Norm,1
1952,Good,GT Bank,60.23 - 61.13,Low - 28,3,15,Low,Permanent,High,,No,Savings,Norm,35:07.0,33:59.0,61.13333333,10000,11500,365,00:00.0,26,3.4205973,6.4428334,8a858f035ab947e3015abdb1094c6d45,301836100,Savings,1,3,Validation,Short,1
1953,Bad,Zenith Bank,60.23 - 61.13,36 - High,3,30,Low,Permanent,High,,No,Savings,Norm,45:46.0,44:38.0,61.13333333,10000,13000,365,00:00.0,45,3.5702372,6.792889,8a858f035ab947e3015abe0b9724749a,301836146,Savings,1,3,Test,Norm,1
1954,Good,First Bank,61.13 - High,28 - 32,3,30,Low,Permanent,High,,No,Savings,Norm,03:00.0,04:52.0,118.1333333,10000,13000,365,00:00.0,32,3.3809387,6.645147,8a858f035ac15096015ac6ca9b3e0879,301836920,Savings,1,3,Test,Norm,1
1955,Good,UBA,60.23 - 61.13,28 - 32,3,30,Low,Permanent,High,,No,Savings,Norm,25:39.0,24:32.0,61.11666667,10000,13000,365,00:00.0,29,4.7174549,8.1655175,8a858f035ac15096015ac26a787c0fc6,301836480,Savings,1,3,Test,Norm,1
1956,Good,UBA,60.17 - 60.23,32 - 36,1,30,Low,Permanent,Low,Graduate,No,Savings,Norm,48:40.0,48:26.0,60.23333333,10000,13000,365,00:00.0,34,3.3528548,6.5422168,8a858f03582a54c301582f698a281700,301759176,Savings,1,1,Validation,Norm,1
1957,Good,First Bank,60.17 - 60.23,32 - 36,1,15,Low,Permanent,Low,Graduate,No,Other,Norm,54:33.0,54:21.0,60.2,10000,11500,365,00:00.0,34,6.3164598,4.9335181,8a858f03582a54c301582f3054b402ce,301754468,Other,1,1,Test,Short,1
1958,Good,First Bank,Low - 60.17,36 - High,2,15,Low,Permanent,Med,Secondary,No,Other,Norm,16:10.0,16:03.0,60.11666667,10000,11500,365,00:00.0,40,3.357822,6.4949086,8a858f03582a54c3015830069801577c,301847423,Other,1,2,Training,Short,1
1959,Good,First Bank,60.17 - 60.23,28 - 32,1,30,Low,Permanent,Low,Graduate,No,Other,Norm,22:35.0,22:24.0,60.18333333,10000,13000,365,00:00.0,32,3.4085368,6.4281638,8a858f03582604ff0158260fcc730548,301753606,Other,1,1,Training,Norm,1
1960,Good,EcoBank,Low - 60.17,28 - 32,3,15,Low,Permanent,High,,No,Savings,Norm,33:08.0,33:00.0,60.13333333,10000,11500,365,00:00.0,29,5.6257814,6.3531135,8a858f045bab240c015baf9e44646d76,301956258,Savings,1,3,Training,Short,1
1961,Good,FCMB,60.23 - 61.13,36 - High,3,30,Low,Permanent,High,,Yes,Savings,Norm,49:08.0,48:40.0,60.46666667,10000,13000,365,00:00.0,39,3.3380757,7.1217535,8a858f045bab240c015baf9f84ab6e67,301882399,Savings,1,3,Validation,Norm,1
1962,Good,GT Bank,61.13 - High,36 - High,9,15,High,Unknown,High,,No,Savings,Norm,00:49.0,44:07.0,76.7,10000,11500,365,00:00.0,39,3.8351565,7.4333021,8a858f045bab240c015bafd0d39709a7,301882465,Savings,3,3,Test,Short,1
1963,Good,GT Bank,60.23 - 61.13,32 - 36,3,30,Low,Permanent,High,,No,Savings,Norm,38:13.0,37:55.0,60.3,10000,13000,365,00:00.0,35,3.3379051,6.6288365,8a858f045bb63525015bbe9dae432d73,301885145,Savings,1,3,Validation,Norm,1
1964,Good,GT Bank,60.17 - 60.23,28 - 32,3,15,Low,Permanent,High,,Yes,Savings,Norm,19:21.0,19:09.0,60.2,10000,11500,365,00:00.0,31,3.2619772,6.5626102,8a858f045bb63525015bbfc1e9654aba,301886086,Savings,1,3,Test,Short,1
1965,Good,UBA,60.17 - 60.23,28 - 32,3,30,Low,Permanent,High,,Yes,Savings,Norm,20:44.0,20:30.0,60.23333333,10000,13000,365,00:00.0,29,4.5918439,8.487656,8a858f045bc9690c015bc9a82a3c19aa,301887337,Savings,1,3,Test,Norm,1
1966,Good,Zenith Bank,Low - 60.17,28 - 32,3,30,Low,Permanent,High,,Yes,Savings,Norm,58:44.0,58:36.0,60.13333333,10000,13000,365,00:00.0,31,7.288695,9.1041583,8a858f045bc9690c015bc98a86fd0efb,301947212,Savings,1,3,Training,Norm,1
1967,Bad,GT Bank,Low - 60.17,28 - 32,9,15,High,Unknown,High,,Yes,Savings,Norm,02:40.0,02:32.0,60.13333333,10000,11500,365,00:00.0,29,7.4390367,9.0298283,8a858f045bc9690c015bcabf87506275,301890793,Savings,3,3,Validation,Short,1
1968,Good,Diamond Bank,Low - 60.17,Low - 28,3,30,High,Student,Low,Graduate,No,Savings,Norm,40:58.0,40:49.0,60.15,5000,6500,365,00:00.0,21,3.6557658,6.8466936,8a858f0455d9feaf0155de5fb2393a0c,301651028,Savings,3,1,Training,Norm,1
1969,Good,EcoBank,60.17 - 60.23,32 - 36,3,15,Low,Permanent,High,,No,Savings,Norm,42:55.0,42:43.0,60.2,10000,11500,365,00:00.0,34,3.3182749,6.686271,8a858f0455d9feaf0155e0332396619d,301650454,Savings,1,3,Test,Short,1
1970,Good,First Bank,Low - 60.17,28 - 32,3,30,Low,Permanent,High,,No,Other,Norm,07:13.0,07:03.0,60.16666667,10000,13000,365,00:00.0,30,3.5284895,6.4562162,8a858f0455d9feaf0155e4f43181412f,301651574,Other,1,3,Validation,Norm,1
1971,Bad,Skye Bank,60.17 - 60.23,36 - High,1,30,Low,Permanent,Low,Graduate,No,Savings,Norm,20:52.0,20:38.0,60.23333333,10000,13000,365,00:00.0,37,8.5619725,12.0155955,8a858f0455d9feaf0155e8d773b53966,301757917,Savings,1,1,Test,Norm,1
1972,Good,GT Bank,Low - 60.17,Low - 28,2,30,Low,Permanent,Med,Secondary,No,Savings,Norm,35:54.0,35:45.0,60.15,10000,13000,365,00:00.0,23,4.4930517,9.887505,8a858f0455d9feaf0155e4344e847fc6,301660878,Savings,1,2,Test,Norm,1
1973,Good,GT Bank,60.17 - 60.23,32 - 36,3,30,Low,Permanent,High,,Yes,Other,Norm,23:36.0,23:25.0,60.18333333,10000,13000,365,00:00.0,32,3.4582779,6.4389202,8a858f0455d9feaf0155e51729974b16,301890065,Other,1,3,Test,Norm,1
1974,Good,GT Bank,60.17 - 60.23,36 - High,3,15,Low,Permanent,High,,No,Savings,Norm,40:16.0,40:04.0,60.2,10000,11500,365,00:00.0,36,3.3220514,6.5242577,8a858f0455d9feaf0155f5a8886a283c,301901411,Savings,1,3,Test,Short,1
1975,Good,UBA,Low - 60.17,28 - 32,6,30,Med,Self-Employed,High,,No,Other,Norm,48:48.0,48:38.0,60.16666667,10000,13000,365,00:00.0,32,3.4201422,6.6104318,8a858f0455d9feaf0155f787fdf02e2c,301707169,Other,2,3,Test,Norm,1
1976,Good,GT Bank,60.17 - 60.23,32 - 36,3,15,Low,Permanent,High,,No,Other,Norm,59:49.0,59:38.0,60.18333333,10000,11500,365,00:00.0,33,3.5817836,6.4747637,8a858f045556eaa401556dd7346663fc,301636084,Other,1,3,Training,Short,1
1977,Good,Zenith Bank,Low - 60.17,28 - 32,1,15,Low,Permanent,Low,Post-Graduate,No,Other,Norm,58:31.0,58:24.0,60.11666667,10000,11500,365,00:00.0,31,3.4312066,6.4306229,8a858f045556eaa4015558e0c68b60cc,301633419,Other,1,1,Test,Short,1
1978,Good,GT Bank,60.17 - 60.23,28 - 32,1,15,Low,Permanent,Low,Graduate,No,Other,Norm,02:29.0,02:18.0,60.18333333,10000,11500,365,00:00.0,32,4.5256511,8.4689955,8a858f045556eaa40155698324e4555e,301635761,Other,1,1,Test,Short,1
1979,Bad,GT Bank,Low - 60.17,Low - 28,3,30,Low,Permanent,High,,No,Savings,Norm,00:13.0,00:04.0,60.15,10000,13000,365,00:00.0,26,3.3639265,6.504678,8a858f0456511c9401565a9725555220,301673100,Savings,1,3,Test,Norm,1
1980,Good,Zenith Bank,60.23 - 61.13,36 - High,6,15,Med,Self-Employed,High,,No,Other,Norm,08:37.0,08:22.0,60.25,10000,11500,365,00:00.0,42,3.3775811,6.4669027,8a858f0456511c9401565c13d32936fb,301671439,Other,2,3,Validation,Short,1
1981,Good,Diamond Bank,60.17 - 60.23,32 - 36,3,30,Low,Permanent,High,,No,Other,Norm,41:09.0,40:58.0,60.18333333,10000,13000,365,00:00.0,33,8.3329716,4.9390003,8a858f0456511c9401565eca240c4b6c,301671752,Other,1,3,Training,Norm,1
1982,Bad,GT Bank,60.17 - 60.23,28 - 32,6,15,Med,Self-Employed,High,,No,Other,Norm,11:30.0,11:19.0,60.18333333,10000,11500,365,00:00.0,30,3.3434568,6.4968269,8a858f0456511c94015651c1558f35f1,301674796,Other,2,3,Training,Short,1
1983,Good,Stanbic IBTC,60.17 - 60.23,36 - High,3,15,Low,Permanent,High,,No,Other,Norm,18:37.0,18:23.0,60.23333333,10000,11500,365,00:00.0,38,3.3444014,6.63739,8a858f0456511c94015651febebc3c0d,301669142,Other,1,3,Test,Short,1
1984,Good,Access Bank,60.17 - 60.23,28 - 32,1,30,Low,Permanent,Low,Graduate,No,Other,Norm,25:37.0,25:23.0,60.23333333,10000,13000,365,00:00.0,28,8.5025984,7.723971,8a858f0456511c94015660ec88dd7062,301760825,Other,1,1,Training,Norm,1
1985,Good,Diamond Bank,60.17 - 60.23,36 - High,3,15,Low,Permanent,High,,No,Savings,Norm,09:44.0,09:33.0,60.18333333,10000,11500,365,00:00.0,38,8.391869,8.9123113,8a858f055b15b8d3015b16aac9694e88,301848820,Savings,1,3,Validation,Short,1
1986,Good,Access Bank,60.17 - 60.23,36 - High,9,15,High,Unknown,High,,No,Savings,Norm,08:12.0,08:00.0,60.2,10000,11500,365,00:00.0,40,3.8179633,7.4293217,8a858f055b15b8d3015b164758eb3a24,301849616,Savings,3,3,Test,Short,1
1987,Good,Diamond Bank,61.13 - High,32 - 36,9,15,High,Unknown,High,,No,Savings,Norm,25:02.0,23:53.0,61.15,10000,11500,365,00:00.0,34,7.3915108,9.0649421,8a858f055c831d5b015c864e7426076e,301931190,Savings,3,3,Validation,Short,1
1988,Good,GT Bank,61.13 - High,28 - 32,3,30,Low,Permanent,High,,No,Savings,Norm,10:09.0,09:00.0,61.15,10000,13000,365,00:00.0,28,7.3815397,9.2788208,8a858f055c831d5b015c8494b1046178,301931334,Savings,1,3,Test,Norm,1
1989,Good,GT Bank,61.13 - High,Low - 28,3,15,Low,Permanent,High,,No,Savings,Norm,56:14.0,55:05.0,61.15,10000,11500,365,00:00.0,26,3.3327529,6.6174627,8a858f055c831d5b015c87192bf35ab2,301953778,Savings,1,3,Validation,Short,1
1990,Good,GT Bank,61.13 - High,Low - 28,3,15,Low,Permanent,High,,No,Savings,Norm,12:37.0,11:28.0,61.15,10000,11500,365,00:00.0,26,3.27407,6.633555,8a858f055c831d5b015c838085fc29f5,301971834,Savings,1,3,Validation,Short,1
1991,Bad,GT Bank,60.23 - 61.13,28 - 32,9,30,High,Student,High,,No,Savings,Norm,04:16.0,03:59.0,60.28333333,10000,13000,365,00:00.0,32,7.0315505,4.8475044,8a858f055d0e3d8c015d0e7e0b242cf2,301986211,Savings,3,3,Training,Norm,1
1992,Good,GT Bank,60.23 - 61.13,36 - High,9,15,High,Unknown,High,,No,Savings,Norm,07:42.0,07:27.0,60.25,10000,11500,365,00:00.0,45,3.3418617,6.6731183,8a858f055d0e3d8c015d0f9033d26ff1,301964046,Savings,3,3,Training,Short,1
1993,Good,UBA,60.23 - 61.13,Low - 28,3,15,Low,Permanent,High,,No,Savings,Norm,17:30.0,16:23.0,61.11666667,10000,11500,365,00:00.0,27,3.3477961,6.598207,8a858f055d0e3d8c015d11d2a91e4d09,301973014,Savings,1,3,Training,Short,1
1994,Good,GT Bank,60.17 - 60.23,28 - 32,3,15,Low,Permanent,High,,No,Savings,Norm,17:46.0,17:35.0,60.18333333,10000,11500,365,00:00.0,31,3.3933228,6.6256812,8a858f065b1fe50a015b1fed920f0c90,301874815,Savings,1,3,Test,Short,1
1995,Good,GT Bank,Low - 60.17,32 - 36,3,30,Low,Permanent,High,,No,Savings,Norm,22:40.0,22:30.0,60.16666667,10000,13000,365,00:00.0,36,3.4672483,6.4374075,8a858f065b1fe50a015b20c201f574d1,301852880,Savings,1,3,Training,Norm,1
1996,Bad,GT Bank,Low - 60.17,Low - 28,9,15,High,Unknown,High,,No,Savings,Norm,51:32.0,51:22.0,60.16666667,10000,11500,365,00:00.0,25,3.3179602,6.5372684,8a858f065b1fe50a015b20ca1b6776de,301853742,Savings,3,3,Validation,Short,1
1997,Good,GT Bank,Low - 60.17,32 - 36,9,15,High,Unknown,High,,No,Savings,Norm,27:38.0,27:31.0,60.11666667,10000,11500,365,00:00.0,32,5.5802714,6.372155,8a858f065b1fe50a015b20ecfb9c00b0,301924277,Savings,3,3,Validation,Short,1
1998,Good,First Bank,Low - 60.17,32 - 36,3,30,Low,Permanent,High,,No,Savings,Norm,17:32.0,17:26.0,60.1,10000,13000,365,00:00.0,34,7.2881934,9.1053577,8a858f065b1fe50a015b200b42462585,301852297,Savings,1,3,Validation,Norm,1
1999,Good,Sterling Bank,Low - 60.17,28 - 32,3,30,Low,Permanent,High,,No,Savings,Norm,36:15.0,36:08.0,60.11666667,10000,13000,365,00:00.0,29,3.446941,6.4532948,8a858f065b1fe50a015b201d16f43102,301852433,Savings,1,3,Validation,Norm,1
2000,Good,FCMB,60.17 - 60.23,32 - 36,3,30,Low,Permanent,High,,No,Savings,Norm,36:06.0,35:55.0,60.18333333,10000,13000,365,00:00.0,36,8.5753638,7.7023491,8a858f065b1fe50a015b236489d57fb6,301851023,Savings,1,3,Training,Norm,1
2001,Good,Skye Bank,60.23 - 61.13,36 - High,3,15,Low,Permanent,High,,Yes,Savings,Norm,19:55.0,19:40.0,60.25,10000,11500,365,00:00.0,38,7.4970754,9.0516341,8a858f065bd31ee6015bd35984932c89,301889488,Savings,1,3,Training,Short,1
2002,Good,Diamond Bank,61.13 - High,32 - 36,3,15,Low,Permanent,High,,No,Other,Norm,32:20.0,31:10.0,61.16666667,10000,11500,365,00:00.0,33,3.3458512,6.6163227,8a858f0656b7820c0156b7ba6d5f13c0,301952999,Other,1,3,Training,Short,1
2003,Good,GT Bank,Low - 60.17,28 - 32,3,15,Low,Permanent,High,,No,Other,Norm,57:04.0,56:55.0,60.15,10000,11500,365,00:00.0,32,7.4822618,9.0544606,8a858f0656b7820c0156b7907a9204fc,301693574,Other,1,3,Validation,Short,1
2004,Good,GT Bank,Low - 60.17,28 - 32,2,30,Med,Self-Employed,Low,Graduate,No,Savings,Norm,02:28.0,02:19.0,60.15,10000,13000,365,00:00.0,31,7.4972502,6.4167022,8a858f0656b7820c0156bb8b83c8142a,301692820,Savings,2,1,Validation,Norm,1
2005,Good,GT Bank,Low - 60.17,Low - 28,3,15,Low,Permanent,High,,No,Other,Norm,09:43.0,09:33.0,60.16666667,10000,11500,365,00:00.0,27,3.4580687,6.4303154,8a858f0656b7820c0156bb6119ef0adc,301692743,Other,1,3,Training,Short,1
2006,Bad,GT Bank,Low - 60.17,28 - 32,6,15,Med,Self-Employed,High,,No,Savings,Norm,00:37.0,00:27.0,60.16666667,10000,11500,365,00:00.0,31,7.4667515,10.4433891,8a858f0656b7820c0156bbfed27f3ba2,301693201,Savings,2,3,Validation,Short,1
2007,Good,GT Bank,Low - 60.17,32 - 36,2,30,Med,Self-Employed,Low,Graduate,No,Other,Norm,35:51.0,35:41.0,60.16666667,10000,13000,365,00:00.0,35,3.2794033,6.5434967,8a858f0656b7820c0156bc540dc05869,301693164,Other,2,1,Validation,Norm,1
2008,Good,First Bank,Low - 60.17,36 - High,2,15,Med,Self-Employed,Low,Graduate,No,Other,Norm,51:21.0,51:11.0,60.16666667,10000,11500,365,00:00.0,45,3.8749163,7.3442968,8a858f0656b7820c0156bd08609f17a2,301693451,Other,2,1,Test,Short,1
2009,Good,Access Bank,60.23 - 61.13,Low - 28,3,15,Low,Permanent,High,,No,Savings,Norm,11:06.0,09:58.0,61.13333333,10000,11500,365,00:00.0,24,3.4244407,6.4311116,8a858f0656b7820c0156c3a11ccf195f,301975141,Savings,1,3,Validation,Short,1
2010,Good,Access Bank,60.17 - 60.23,32 - 36,1,15,Low,Permanent,Low,Graduate,No,Other,Norm,08:19.0,08:07.0,60.2,10000,11500,365,00:00.0,35,3.4569749,6.4445183,8a858f0656b7820c0156c3e3a61c1d33,301696161,Other,1,1,Validation,Short,1
2011,Good,Diamond Bank,Low - 60.17,36 - High,6,30,Med,Self-Employed,High,,No,Other,Norm,32:00.0,31:51.0,60.15,10000,13000,365,00:00.0,46,3.5172463,6.6498717,8a858f0656b7820c0156c59a540644cd,301697158,Other,2,3,Test,Norm,1
2012,Good,Zenith Bank,Low - 60.17,Low - 28,6,15,Med,Self-Employed,High,,No,Other,Norm,06:55.0,06:46.0,60.15,10000,11500,365,00:00.0,26,5.1774541,7.2058142,8a858f0656b7820c0156c64dbb2f05f3,301696159,Other,2,3,Validation,Short,1
2013,Good,First Bank,60.23 - 61.13,Low - 28,6,15,Med,Self-Employed,High,,No,Other,Norm,35:51.0,34:44.0,61.11666667,10000,11500,365,00:00.0,27,5.1567282,7.2561781,8a858f0656b7820c0156c88a1adb38b0,301696966,Other,2,3,Training,Short,1
2014,Bad,Diamond Bank,60.17 - 60.23,36 - High,6,30,Med,Self-Employed,High,,No,Other,Norm,03:45.0,03:34.0,60.18333333,10000,13000,365,00:00.0,39,5.9785495,5.5033524,8a858f0656b7820c0156c92ca3ba436f,301697691,Other,2,3,Training,Norm,1
2015,Bad,Fidelity Bank,60.23 - 61.13,32 - 36,9,30,High,Unknown,High,,No,Savings,Norm,38:04.0,37:48.0,60.26666667,10000,13000,365,00:00.0,33,3.9880021,7.3588086,8a858f0659ac58ce0159aca380b1374f,301920180,Savings,3,3,Test,Norm,1
2016,Good,GT Bank,60.17 - 60.23,Low - 28,3,30,Low,Permanent,High,,No,Savings,Norm,13:27.0,13:13.0,60.23333333,10000,13000,365,00:00.0,27,3.8657788,7.3641184,8a858f075b58beb8015b58cc08160e4e,301887644,Savings,1,3,Training,Norm,1
2017,Good,UBA,60.23 - 61.13,28 - 32,3,30,Low,Permanent,High,,No,Savings,Norm,45:50.0,45:26.0,60.4,10000,13000,365,00:00.0,29,7.4845662,9.0546924,8a858f075b58beb8015b598406815852,301864124,Savings,1,3,Test,Norm,1
2018,Good,GT Bank,60.23 - 61.13,28 - 32,9,15,High,Unknown,High,,Yes,Savings,Norm,11:03.0,10:45.0,60.3,10000,11500,365,00:00.0,32,6.233727,7.5537796,8a858f075c1a4ca5015c1ac1624628b6,301926380,Savings,3,3,Training,Short,1
2019,Good,EcoBank,Low - 60.17,32 - 36,3,15,Low,Permanent,High,,No,Savings,Norm,25:37.0,25:30.0,60.11666667,10000,11500,365,00:00.0,34,12.4737079,9.1820309,8a858f085a477386015a4a4e163019b5,301847998,Savings,1,3,Test,Short,1
2020,Good,First Bank,60.23 - 61.13,32 - 36,3,15,Low,Permanent,High,,No,Savings,Norm,19:55.0,19:34.0,60.35,10000,11500,365,00:00.0,34,4.7374811,7.6303687,8a858f085a477386015a4b8a0ba90c44,301819917,Savings,1,3,Validation,Short,1
2021,Good,Diamond Bank,Low - 60.17,32 - 36,9,30,High,Unknown,High,,No,Savings,Norm,48:26.0,48:16.0,60.16666667,10000,13000,365,00:00.0,34,7.4313268,10.5212622,8a858f085a477386015a47dc3a683d93,301819322,Savings,3,3,Validation,Norm,1
2022,Bad,UBA,Low - 60.17,36 - High,3,30,Low,Permanent,High,,No,Savings,Norm,46:35.0,46:28.0,60.11666667,10000,13000,365,00:00.0,39,3.2945126,6.596602,8a858f085a477386015a47fb049e49ca,301822131,Savings,1,3,Training,Norm,1
2023,Good,Access Bank,60.17 - 60.23,32 - 36,3,30,Low,Permanent,High,,No,Savings,Norm,28:21.0,28:10.0,60.18333333,10000,13000,365,00:00.0,33,4.5909808,7.7474289,8a858f085a477386015a488df8db7111,301819303,Savings,1,3,Training,Norm,1
2024,Good,First Bank,60.23 - 61.13,36 - High,3,30,Low,Permanent,High,,No,Savings,Norm,14:04.0,13:48.0,60.26666667,10000,13000,365,00:00.0,40,7.5902453,9.0505258,8a858f085b8a9695015b8aa42fb011ca,301874370,Savings,1,3,Test,Norm,1
2025,Bad,Access Bank,60.23 - 61.13,28 - 32,3,30,Low,Permanent,High,,No,Savings,Norm,36:35.0,35:27.0,61.13333333,10000,13000,365,00:00.0,32,7.46569,10.5367156,8a858f085b494826015b4c9e290c7d30,301942352,Savings,1,3,Test,Norm,1
2026,Good,UBA,Low - 60.17,Low - 28,3,30,Low,Permanent,High,,No,Savings,Norm,36:14.0,36:07.0,60.11666667,10000,13000,365,00:00.0,27,6.6570259,5.3933022,8a858f085b494826015b4cfa0afe0f9e,301925105,Savings,1,3,Validation,Norm,1
2027,Good,GT Bank,Low - 60.17,36 - High,3,30,Low,Permanent,High,,No,Savings,Norm,22:39.0,22:29.0,60.16666667,10000,13000,365,00:00.0,37,3.3538795,6.6203016,8a858f085b494826015b49a5957a252e,301859776,Savings,1,3,Validation,Norm,1
2028,Good,GT Bank,Low - 60.17,28 - 32,9,15,High,Unknown,High,,Yes,Savings,Norm,48:17.0,48:07.0,60.16666667,10000,11500,365,00:00.0,28,7.9016168,5.0482687,8a858f085b494826015b54791d4f0126,301863641,Savings,3,3,Training,Short,1
2029,Good,GT Bank,Low - 60.17,Low - 28,9,15,High,Unknown,High,,Yes,Savings,Norm,08:27.0,08:20.0,60.11666667,10000,11500,365,00:00.0,24,3.329568,6.5490517,8a858f085b494826015b577599db521e,301868919,Savings,3,3,Test,Short,1
2030,Good,FCMB,60.17 - 60.23,32 - 36,3,30,Low,Permanent,High,,No,Savings,Norm,58:33.0,58:19.0,60.23333333,10000,13000,365,00:00.0,35,3.2934205,6.6400639,8a858f085b905684015b906e73a01478,301878982,Savings,1,3,Test,Norm,1
2031,Good,GT Bank,60.23 - 61.13,28 - 32,3,30,Low,Permanent,High,,No,Savings,Norm,39:55.0,39:40.0,60.25,10000,13000,365,00:00.0,32,7.4315443,9.1138402,8a858f085b905684015b9076e3041e25,301875798,Savings,1,3,Validation,Norm,1
2032,Good,FCMB,60.23 - 61.13,36 - High,9,15,High,Unknown,High,,Yes,Savings,Norm,21:31.0,21:04.0,60.45,10000,11500,365,00:00.0,40,3.2340097,6.545471,8a858f085bcf44be015bd2e931310a74,301889313,Savings,3,3,Test,Short,1
2033,Good,UBA,61.13 - High,32 - 36,9,15,High,Unknown,High,,No,Savings,Norm,00:53.0,22:42.0,98.18333333,10000,11500,365,00:00.0,32,3.382199,6.6297993,8a858f085bcf44be015bd30eaa241e6e,301889396,Savings,3,3,Test,Short,1
2034,Good,Zenith Bank,60.17 - 60.23,36 - High,2,15,Med,Self-Employed,Low,Graduate,No,Other,Norm,15:27.0,15:15.0,60.2,10000,11500,365,00:00.0,40,3.3310592,6.4411777,8a858f08582a51bc01582e67a7e115a2,301754352,Other,2,1,Validation,Short,1
2035,Bad,GT Bank,60.23 - 61.13,32 - 36,3,15,Low,Permanent,High,,No,Savings,Norm,15:36.0,14:28.0,61.13333333,10000,11500,365,00:00.0,34,3.6961814,6.46178,8a858f095b86f177015b870bcd871302,301951319,Savings,1,3,Validation,Short,1
2036,Bad,First Bank,60.23 - 61.13,Low - 28,9,30,High,Unknown,High,,No,Savings,Norm,06:55.0,05:47.0,61.13333333,10000,13000,365,00:00.0,25,3.9787919,7.3898717,8a858f095c3b2c30015c3b5964a111df,301917983,Savings,3,3,Training,Norm,1
2037,Good,UBA,60.23 - 61.13,Low - 28,3,15,Low,Permanent,High,,No,Savings,Norm,25:11.0,24:03.0,61.13333333,10000,11500,365,00:00.0,27,3.3331999,6.5773593,8a858f095c3b2c30015c3ed334092d6d,301918116,Savings,1,3,Validation,Short,1
2038,Bad,EcoBank,60.23 - 61.13,Low - 28,1,15,Low,Permanent,Low,Graduate,No,Other,Norm,03:50.0,03:19.0,60.51666667,10000,11500,365,00:00.0,26,3.3536221,6.5291378,8a858f09582a50b201583155980077a9,301754689,Other,1,1,Validation,Short,1
2039,Bad,First Bank,60.17 - 60.23,Low - 28,2,15,Low,Permanent,Med,Secondary,No,Other,Norm,00:31.0,00:19.0,60.2,10000,11500,365,00:00.0,27,3.8907319,7.3273117,8a858f09583f9d20015840275cdc22b4,301759188,Other,1,2,Validation,Short,1
2040,Good,First Bank,60.23 - 61.13,32 - 36,3,30,Low,Permanent,High,,No,Savings,Norm,25:32.0,24:53.0,60.65,10000,13000,365,00:00.0,34,3.8813881,7.3901718,8a858f1a5a41886c015a41971ef30aba,301817932,Savings,1,3,Validation,Norm,1
