Good_or_Bad,Max(loannumber),Max(durationforapproval),Mean(Interestrate),Sum(referral_recode),Sum(churn_flag),Pct_Ontime,Mean(AgeAtTimeofLoan),bank_account_recode,bank_name_clients,employment_status_clients_recode
Good,12,1.004722222,220.0138889,0,11,91.66666667,27.5,Other,GT Bank,Self-Employed
Good,12,1.008333333,303.6597222,0,10,83.33333333,31.9,Savings,GT Bank,Permanent
Good,12,1.018888889,173.5439815,0,10,83.33333333,34.1,Other,Zenith Bank,Self-Employed
Good,12,1.02,224.0694444,0,11,91.66666667,32.6,Other,GT Bank,Self-Employed
Bad,12,1.02,255.5,0,6,50,34.3,Other,UBA,Self-Employed
Good,12,1.004722222,208.0644841,0,11,91.66666667,25.9,Other,Access Bank,Permanent
Good,12,1.003333333,251.9513889,0,12,100,28.8,Savings,Stanbic IBTC,Unknown
Good,12,1.018888889,204.974537,0,3,25,33.6,Other,Diamond Bank,Permanent
Good,12,1.018333333,224.0694444,0,11,91.66666667,32.3,Other,GT Bank,Permanent
Good,12,1.005833333,205.8194444,0,8,66.66666667,26.9,Savings,GT Bank,Permanent
Bad,12,1.018888889,213.4236111,0,9,75,32.7,Other,Diamond Bank,Permanent
Good,12,1.004722222,254.4861111,0,5,41.66666667,28.9,Other,GT Bank,Self-Employed
Bad,12,1.018888889,255.6689815,0,9,75,33.2,Savings,UBA,Permanent
Bad,12,1.005,254.1481482,0,6,50,38.6,Savings,GT Bank,Self-Employed
Good,12,1.018333333,212.4097222,0,9,75,36.8,Other,GT Bank,Permanent
Bad,12,1.010833333,205.4814815,0,10,83.33333333,24.9,Other,GT Bank,Student
Good,12,1.019722222,242.6574074,0,5,41.66666667,42.6,Other,UBA,Self-Employed
Good,12,1.010833333,215.2824074,0,11,91.66666667,26.7,Other,FCMB,Self-Employed
Bad,12,1.0075,284.5648148,0,8,66.66666667,25.3,Savings,UBA,Permanent
Good,12,1.019166667,234.5462963,0,9,75,36.9,Other,First Bank,Permanent
Good,12,1.003611111,229.1388889,0,10,83.33333333,41.9,Savings,Access Bank,Permanent
Good,12,12.73,212.2407407,0,11,91.66666667,33.6,Other,GT Bank,Permanent
Good,12,1.003888889,204.2986111,0,12,100,29.7,Other,Stanbic IBTC,Permanent
Good,12,1.018611111,231.8425926,0,6,50,26.9,Other,GT Bank,Student
Bad,12,1.019722222,289.9722222,0,7,58.33333333,30.9,Other,GT Bank,Self-Employed
Good,12,2.699722222,207.0023148,0,10,83.33333333,33.6,Other,First Bank,Permanent
Good,12,1.020555556,267.1597222,0,6,50,41.1,Other,First Bank,Self-Employed
Good,12,1.008888889,255.5,0,9,75,33,Other,Keystone Bank,Permanent
Bad,12,1.008333333,206.4953704,0,6,50,23.9,Other,GT Bank,Student
Good,12,1.005,221.3657407,0,9,75,28.5,Other,GT Bank,Self-Employed
Good,12,1.006111111,214.4375,0,10,83.33333333,32.9,Savings,FCMB,Self-Employed
Bad,12,1.018888889,251.4444444,0,7,58.33333333,33.8,Savings,Fidelity Bank,Permanent
Good,12,1.004722222,230.1527778,0,8,66.66666667,40.1,Other,GT Bank,Permanent
Good,12,1.020277778,208.8611111,0,8,66.66666667,24.2,Other,GT Bank,Permanent
Good,12,1.020555556,277.974537,0,7,58.33333333,25.4,Savings,Diamond Bank,Self-Employed
Good,12,2.713888889,227.2800926,0,6,50,34.2,Other,Diamond Bank,Permanent
Good,12,1.007222222,246.8819444,0,8,66.66666667,46.8,Savings,First Bank,Permanent
Good,12,1.020555556,282.229798,0,5,41.66666667,28.6,Other,GT Bank,Permanent
Good,12,1.018611111,219.337963,0,10,83.33333333,37.5,Savings,Stanbic IBTC,Permanent
Good,12,1.018888889,244.3472222,0,6,50,32.6,Other,GT Bank,Permanent
Good,12,1.019722222,241.1365741,0,12,100,32.5,Other,Zenith Bank,Permanent
Good,12,1.018611111,221.0277778,0,12,100,28.7,Savings,Fidelity Bank,Permanent
Good,12,1.764166667,229.1388889,0,3,25,35.4,Other,First Bank,Permanent
Good,13,1.018888889,191.4133089,0,12,92.30769231,34,Other,Diamond Bank,Permanent
Good,13,1.004444444,198.4102564,0,13,100,27.2,Savings,Fidelity Bank,Permanent
Good,13,1.018611111,223.991453,0,13,100,42,Savings,Access Bank,Unknown
Bad,13,1.006388889,272.9700855,0,9,69.23076923,32.2,Savings,First Bank,Permanent
Bad,13,1.018611111,217.4401709,0,8,61.53846154,41.6,Other,GT Bank,Permanent
Good,13,2.026388889,239.5897436,0,10,76.92307692,37.7,Other,First Bank,Self-Employed
Good,13,1.004444444,237.25,0,8,61.53846154,33.3,Savings,Diamond Bank,Self-Employed
Good,13,1.018333333,229.6068376,0,9,69.23076923,30.2,Other,GT Bank,Permanent
Good,13,1.019722222,213.5405983,0,10,76.92307692,31.7,Savings,Diamond Bank,Self-Employed
Good,13,1.018888889,177.3525641,0,11,84.61538462,32.5,Other,GT Bank,Self-Employed
Good,13,1.019444444,229.6068376,0,11,84.61538462,28.5,Other,GT Bank,Permanent
Good,13,2.015555556,219.6239316,0,13,100,21.6,Savings,First Bank,Student
Good,13,1.004166667,214.9444444,0,13,100,36,Other,Fidelity Bank,Permanent
Good,13,1.018888889,242.7094017,0,8,61.53846154,40,Other,Zenith Bank,Self-Employed
Good,13,1.004444444,242.3971239,0,10,76.92307692,28,Savings,UBA,Permanent
Good,13,1.018888889,309.3141026,0,7,53.84615385,23.1,Savings,Fidelity Bank,Permanent
Good,13,1.018888889,337.3910256,0,9,69.23076923,21.8,Savings,First Bank,Self-Employed
Bad,13,1.004444444,221.1837607,0,10,76.92307692,31,Other,GT Bank,Permanent
Good,13,1.02,182.500312,0,12,92.30769231,31.9,Other,Diamond Bank,Self-Employed
Bad,13,1.02,294.8076923,0,10,76.92307692,26.9,Savings,GT Bank,Permanent
Good,13,1.018333333,214.3205128,0,9,69.23076923,29.4,Savings,GT Bank,Self-Employed
Good,13,1.018888889,188.4273504,0,9,69.23076923,28.6,Other,GT Bank,Permanent
Bad,13,1.020277778,207.5018315,0,11,84.61538462,31.6,Savings,First Bank,Self-Employed
Good,13,1.005277778,210.5769231,0,10,76.92307692,29.7,Savings,UBA,Permanent
Good,13,1.018611111,235.534188,0,10,76.92307692,39.1,Other,GT Bank,Permanent
Good,13,1.019444444,185.9316239,0,13,100,23.7,Savings,Diamond Bank,Permanent
Good,13,1.0075,191.747558,0,9,69.23076923,22.4,Savings,FCMB,Permanent
Good,13,1.02,210.2649573,0,13,100,42.4,Other,GT Bank,Permanent
Good,13,1.018333333,204.3376068,0,9,69.23076923,28.9,Savings,GT Bank,Permanent
Good,13,1.020277778,333.6474359,0,4,30.76923077,28.7,Other,GT Bank,Self-Employed
Bad,13,1.005555556,295.275641,0,5,38.46153846,32.8,Savings,Access Bank,Self-Employed
Good,13,2.475555556,234.0523504,0,10,76.92307692,40.9,Other,GT Bank,Permanent
Good,13,1.020277778,243.957265,0,8,61.53846154,23.8,Other,GT Bank,Permanent
Good,13,1.007777778,216.1923077,0,11,84.61538462,45.2,Savings,GT Bank,Permanent
Good,13,1.007222222,237.8739316,0,13,100,30.9,Other,GT Bank,Permanent
Bad,13,1.018611111,309.3141026,0,2,15.38461539,42.5,Other,Access Bank,Self-Employed
Good,13,1.018333333,208.2371795,0,10,76.92307692,22,Savings,GT Bank,Student
Good,13,1.019166667,212.9166667,0,11,84.61538462,22.6,Other,Skye Bank,ContractRetiredUnemployed
Good,13,1.018611111,221.4957265,0,5,38.46153846,43.2,Savings,Access Bank,Self-Employed
Good,13,25.84416667,234.4423077,0,9,69.23076923,25.3,Other,GT Bank,ContractRetiredUnemployed
Good,13,1.018611111,228.8269231,0,12,92.30769231,38.2,Other,GT Bank,Permanent
Good,13,1.010833333,232.5705128,0,12,92.30769231,31.8,Other,Stanbic IBTC,ContractRetiredUnemployed
Bad,14,1.005555556,243.4781746,0,9,64.28571429,22.2,Other,First Bank,ContractRetiredUnemployed
Good,14,1.020277778,197.7083333,0,11,78.57142857,33.3,Other,Diamond Bank,Self-Employed
Good,14,1.018611111,204.2261905,0,12,85.71428571,26.6,Other,EcoBank,Permanent
Good,14,1.018611111,204.515873,0,9,64.28571429,33.8,Other,GT Bank,Permanent
Good,14,1.003888889,243.7678571,0,14,100,31,Other,Access Bank,Permanent
Good,14,1.018888889,209.0059524,0,5,35.71428571,28.6,Other,UBA,Self-Employed
Good,14,1.004444444,215.3789683,0,13,92.85714286,30.6,Other,Union Bank,Permanent
Bad,14,1.02,213.2063492,0,10,71.42857143,34.7,Savings,GT Bank,Self-Employed
Good,14,1.008333333,196.5496032,0,13,92.85714286,35.1,Other,FCMB,Permanent
Good,14,1.006111111,206.000496,0,12,85.71428571,29.4,Savings,Zenith Bank,Permanent
Good,14,1.02,215.234127,0,13,92.85714286,26.6,Savings,Zenith Bank,Permanent
Good,14,1.004722222,180.327381,0,14,100,39.2,Other,GT Bank,Self-Employed
Good,14,8.121388889,263.4662698,0,11,78.57142857,25.6,Other,GT Bank,Permanent
Good,14,1.006388889,239.2777778,0,9,64.28571429,25.4,Savings,Zenith Bank,Permanent
Good,14,1.018333333,199.8809524,0,14,100,54.9,Other,GT Bank,Self-Employed
Good,14,1.004444444,199.0119048,0,14,100,35.8,Other,Diamond Bank,Permanent
Good,14,1.018611111,212.9166667,0,7,50,36.2,Other,UBA,Self-Employed
Good,14,1.005,188.2936508,0,12,85.71428571,26.5,Other,First Bank,Student
Bad,14,1.018611111,214.2202381,0,11,78.57142857,21.8,Other,Diamond Bank,Self-Employed
Good,14,1.004722222,223.6349206,0,14,100,26.4,Savings,Wema Bank,Permanent
Good,14,1.02,252.8928571,0,13,92.85714286,35.6,Other,UBA,Permanent
Good,14,26.43805556,204.2261905,0,14,100,40.6,Other,First Bank,Permanent
Good,14,1.020277778,198.1428571,0,13,92.85714286,34.6,Other,Diamond Bank,Self-Employed
Good,14,16.61972222,229.718254,0,10,71.42857143,36.4,Other,GT Bank,Permanent
Good,14,1.016666667,274.6190476,0,9,64.28571429,36.2,Other,Access Bank,Permanent
Good,14,1.006944444,236.0912698,0,10,71.42857143,30.3,Other,FCMB,Permanent
Good,15,1.010277778,184.662963,0,13,86.66666667,35.3,Other,GT Bank,Permanent
Bad,15,1.011111111,202.7777778,0,11,73.33333333,36.1,Other,UBA,Self-Employed
Good,15,2.948611111,206.4277778,0,12,80,36.4,Other,Access Bank,Self-Employed
Good,15,1.003888889,163.5740741,0,15,100,44.1,Other,Diamond Bank,Self-Employed
Good,15,1.019722222,215.2148148,0,12,80,40.7,Savings,Diamond Bank,Permanent
Good,15,1.018611111,147.7574074,0,15,100,29.4,Other,First Bank,Permanent
Good,15,1.019722222,212.5111111,0,15,100,41,Savings,First Bank,Unknown
Good,15,1.018611111,210.0777778,0,15,100,28.7,Other,Access Bank,Permanent
Good,15,2.28,192.2333333,0,15,100,35.8,Other,Access Bank,Permanent
Good,15,1.005,176.9574074,0,14,93.33333333,21.8,Other,GT Bank,Permanent
Good,15,1.492222222,197.1,0,11,73.33333333,28.3,Other,GT Bank,Permanent
Good,15,1.018888889,200.8851852,0,13,86.66666667,38.4,Other,UBA,Self-Employed
Good,15,1.005555556,213.7277778,0,11,73.33333333,33,Other,EcoBank,Permanent
Good,15,1.018888889,183.4462963,0,13,86.66666667,38.2,Other,First Bank,Permanent
Good,15,1.004444444,283.4833333,0,8,53.33333333,34.8,Savings,Diamond Bank,Self-Employed
Good,15,1.006388889,328.9055556,0,6,40,27.1,Other,GT Bank,Permanent
Good,15,1.005,251.7148148,0,7,46.66666667,37.3,Other,First Bank,Self-Employed
Good,15,25.71833333,228.462963,0,11,73.33333333,37.7,Other,FCMB,Permanent
Good,15,1.004166667,196.8296296,0,11,73.33333333,30.8,Savings,Zenith Bank,Permanent
Good,15,1.018333333,256.4462963,0,12,80,39.8,Savings,First Bank,Self-Employed
Good,15,1.019166667,243.6037037,0,7,46.66666667,35.3,Savings,Sterling Bank,Permanent
Good,15,1.020277778,189.8,0,12,80,28.2,Other,Stanbic IBTC,Permanent
Good,16,1.004722222,255.5,0,14,87.5,30.3,Savings,Stanbic IBTC,Self-Employed
Good,16,1.02,255.1197917,0,16,100,41.5,Savings,Diamond Bank,Permanent
Bad,16,1.005277778,187.6961806,0,12,75,39.8,Other,GT Bank,Self-Employed
Bad,16,1.007222222,207.0234375,0,13,81.25,30.5,Other,UBA,Permanent
Good,16,6.623333333,205.3306052,0,15,93.75,30.2,Other,GT Bank,Permanent
Good,16,1.005,236.2723214,0,13,81.25,26.1,Savings,First Bank,Student
Good,16,1.514722222,192.9557292,0,11,68.75,34.3,Other,GT Bank,Self-Employed
Good,16,4.013055556,185.0980903,0,15,93.75,24.9,Other,Union Bank,Student
Good,16,1.020277778,223.9427083,0,9,56.25,32.4,Savings,GT Bank,Permanent
Good,16,2.930833333,225.3368056,0,15,93.75,33.5,Savings,Keystone Bank,Permanent
Good,17,1.020277778,190.7303922,0,17,100,28,Other,UBA,Permanent
Good,17,1.251388889,199.4379085,0,14,82.35294118,29.5,Savings,UBA,Permanent
Good,17,4.904166667,207.5490196,0,6,35.29411765,28.5,Other,GT Bank,Self-Employed
Good,17,1.005555556,216.495098,0,12,70.58823529,33.9,Other,GT Bank,Self-Employed
Bad,17,3.436944444,176.7745098,0,15,88.23529412,31.6,Savings,GT Bank,Self-Employed
Bad,17,8.64,235.3415033,0,14,82.35294118,23.4,Savings,Zenith Bank,Permanent
Bad,17,25.45222222,212.9166667,0,12,70.58823529,29.6,Other,GT Bank,Permanent
Good,18,1.003611111,194.8919753,0,18,100,30.6,Other,GT Bank,Unknown
Good,18,1.005555556,188.3580247,0,15,83.33333333,40.6,Other,GT Bank,Self-Employed
Good,19,35.83,197.2280702,0,17,89.47368421,34.4,Savings,FCMB,Permanent
Good,19,1.003888889,163.7163743,0,16,84.21052632,35.4,Other,Zenith Bank,Self-Employed
Good,19,1.018611111,242.0793129,0,14,73.68421053,29.7,Other,Diamond Bank,Permanent
Good,20,1.005833333,195.8833333,0,19,95,28.2,Other,GT Bank,Permanent
Good,20,1.469166667,210.2805556,0,14,70,43.7,Other,GT Bank,Self-Employed
Bad,22,1.976111111,152.4520202,0,21,95.45454546,25.2,Other,FCMB,Permanent
Good,22,3.179166667,206.0037879,0,16,72.72727273,30.4,Other,First Bank,Self-Employed
Good,22,1.020555556,238.9551768,0,14,63.63636364,38.6,Other,GT Bank,Self-Employed
Bad,2,1.008067503,365,0,0,0,27.8,Savings,Zenith Bank,Permanent
Bad,2,1.019092049,365,2,0,0,31.5,Savings,UBA,Permanent
Bad,7.686634767,1.017981184,250.3095424,0,3.459524433,50,37.4,Other,GT Bank,Self-Employed
Bad,2,1.01759675,365,0,1,50,32.4,Savings,Access Bank,Permanent
Bad,2,1.012100852,365,0.099915048,1,50,38.9,Savings,First Bank,Permanent
Bad,2,1.018888889,365,1.561489037,1,50,32.2,Savings,UBA,Permanent
Bad,2,1.118601545,365,0,1,50,42,Savings,GT Bank,Permanent
Bad,4.915205897,1.119906802,358.2190384,0,1.277665622,51.9821708,28.5,Savings,UBA,Unknown
Bad,2,1.013813718,365,1.418388429,0,0,26,Savings,First Bank,Unknown
Bad,2,1.014693765,365,0,0,0,28.9,Savings,GT Bank,Permanent
Bad,2.777490299,1.018914247,365,0,0,0,31.2,Savings,GT Bank,Unknown
Bad,2.742277248,1.019016478,365,0,1,39.63666622,38,Savings,Access Bank,Unknown
Bad,2.246497181,1.019256528,365,1.084302177,1.55162132,50,37.1,Savings,Diamond Bank,Permanent
Bad,2,1.018808665,365,0.704620609,0,0,26,Savings,Sterling Bank,Permanent
Bad,2.617892396,1.005045881,365,1.95384894,0,0,28.1,Savings,Access Bank,Permanent
Bad,2,1.011088756,365,0.885815489,1,50,31.8,Savings,Access Bank,Permanent
Bad,2,1.017765684,365,0,0,0,29.3,Savings,Access Bank,Permanent
Bad,2,1.013094119,365,0,0,0,28,Savings,GT Bank,Permanent
Bad,2,1.004858809,365,2,1,50,34.6,Savings,GT Bank,Unknown
Bad,2,1.018756307,365,2,0,0,37.1,Savings,GT Bank,Permanent
Bad,2,1.018855383,365,0,0,0,28,Savings,GT Bank,Permanent
Bad,2.05500385,1.009065351,365,0,1,35.29430032,28.5,Other,Diamond Bank,Permanent
Bad,2.846903977,1.018812682,365,0,0.444832332,20.25145614,37.1,Savings,Zenith Bank,Unknown
Bad,2,1.019096468,365,0,1,50,32.2,Savings,GT Bank,Permanent
Bad,3.99677765,1.015385636,320.6876767,0,2.632213878,50.0777108,24.5,Savings,Zenith Bank,Permanent
Bad,2.643508923,1.015463247,365,0,0.813306389,24.03893325,39.1,Savings,Access Bank,Unknown
Bad,2,1.018888889,365,0,1,50,28.2,Savings,GT Bank,Unknown
Bad,2.596875673,1.019039073,365,0,0.918314018,16.64206759,45.7,Savings,First Bank,Permanent
Bad,2,1.019125069,365,0,0,0,38.4,Savings,Zenith Bank,Unknown
Bad,2,1.018972981,365,1.575889194,1,50,25.7,Savings,First Bank,Permanent
Bad,2,1.018725332,365,0,0,0,28.5,Savings,Access Bank,Unknown
Bad,2,1.003318505,365,2,0,0,32.3,Savings,Access Bank,Permanent
Bad,2,1.006827693,365,2,0,0,29.6,Savings,GT Bank,Permanent
Bad,2,1.019166667,365,0,1,50,33.3,Savings,GT Bank,Unknown
Bad,2.567573679,1.012251812,365,2.137594628,0,0,32.1,Savings,UBA,Permanent
Bad,2,1.018323259,365,0,1,50,32.7,Savings,GT Bank,Permanent
Bad,2,1.01881355,365,0,0,0,31.3,Savings,Sterling Bank,Permanent
Bad,2,1.002710028,365,0,0,0,28.2,Savings,First Bank,Unknown
Bad,2,1.018888889,365,0,0,0,27,Savings,GT Bank,Permanent
Bad,2,1.019005411,365,2,0,0,35.6,Savings,GT Bank,Permanent
Bad,2,1.018888889,365,2,0,0,38.3,Savings,GT Bank,Unknown
Bad,2,1.912720077,365,1.274490916,0.083434376,41.81438944,35,Savings,Stanbic IBTC,Permanent
Bad,2,1.002692221,365,0,0,0,32.2,Savings,Diamond Bank,Permanent
Bad,2,1.018888889,365,2,0,0,35.6,Savings,GT Bank,Permanent
Bad,2.379803611,1.016456763,365,0,0,0,26.8,Savings,GT Bank,Unknown
Bad,2,1.015352269,365,0,1,50,31,Savings,GT Bank,Unknown
Bad,2,1.01704822,365,0,1,50,31.1,Savings,UBA,Permanent
Bad,2,1.006669904,365,2,0,0,25.8,Savings,GT Bank,Permanent
Bad,2,1.018981858,365,0,0,0,34.1,Savings,FCMB,Unknown
Bad,2,1.009144868,365,0,1,50,35.6,Savings,Zenith Bank,Permanent
Bad,2.129047231,1.012210008,365,0,0,0,35.1,Savings,GT Bank,Unknown
Bad,2,1.008254123,365,1.594722367,1,50,41.9,Savings,Zenith Bank,Permanent
Bad,2,1.004397151,365,0,0,0,31.4,Savings,UBA,Permanent
Bad,2,1.019179094,365,0,1,50,26.9,Savings,Zenith Bank,Permanent
Bad,2,1.002837462,365,0,0,0,24.9,Savings,Diamond Bank,Permanent
Bad,2,1.019058452,365,2,0,0,33.5,Savings,UBA,Permanent
Bad,2,1.009958696,365,2,0,0,28.3,Savings,GT Bank,Permanent
Bad,2,1.004551232,365,0,1,50,25.1,Savings,UBA,Student
Bad,2.121569876,1.018951547,339.6869249,0,0,0,47.1,Savings,GT Bank,Permanent
Bad,2,1.007710552,365,0,0,0,30.6,Savings,First Bank,Permanent
Bad,2.795325991,1.013023681,365,0,0,0,42.9,Savings,GT Bank,Permanent
Bad,2,1.013033566,365,0,1,50,38,Savings,GT Bank,Unknown
Bad,2,1.018888889,365,0,0,0,31.7,Savings,Sterling Bank,Permanent
Bad,2,1.00429518,365,0,0,0,25.7,Savings,GT Bank,Permanent
Bad,2,1.002005574,365,0,0,0,37.2,Savings,Zenith Bank,Permanent
Bad,4.054179752,1.004159975,362.4478042,0,2.811258137,49.27896026,22.6,Savings,GT Bank,Student
Bad,2.253592758,1.010897298,365,0,1.619336179,50,35.2,Savings,UBA,Permanent
Bad,2,1.01915685,365,0,1,50,21.9,Savings,EcoBank,Unknown
Bad,2,1.019684761,365,0,1,50,24.8,Savings,UBA,Unknown
Bad,2.322652818,1.010289101,365,0,0,0,45.7,Savings,Access Bank,Permanent
Bad,2,1.014222185,365,0,0,0,31.9,Savings,GT Bank,Permanent
Bad,2,1.019534135,365,0,0.518339552,12.79873943,31.8,Savings,FCMB,Unknown
Bad,2,1.018888889,365,0,0,0,37.8,Savings,Access Bank,Permanent
Bad,2,1.014735604,365,0,0.600712553,35.26775442,33.9,Savings,Diamond Bank,Permanent
Bad,2,1.003888889,365,0,1,50,24.5,Savings,GT Bank,Student
Bad,2.176519446,2.3388531,365,0.110108964,0,0,43.7,Savings,Stanbic IBTC,Permanent
Bad,2,1.014653039,365,0,1,50,41,Savings,Access Bank,Unknown
Bad,2,2.96564869,365,0,1,50,40.4,Savings,GT Bank,Permanent
Bad,2,1.018031793,365,0,1,50,34.9,Savings,GT Bank,Permanent
Bad,2,1.018780739,365,0,0,0,27.5,Savings,GT Bank,Permanent
Bad,2,1.011757827,365,0,0,0,26.8,Savings,FCMB,Unknown
Bad,5.591334554,1.018209495,365,0,1.313558039,21.44358594,29.4,Other,GT Bank,Permanent
Bad,2.544448435,1.018888889,365,0.037278651,1.056003528,52.86829309,30.1,Savings,FCMB,Permanent
Bad,2.346896748,1.014858729,365,0,0.446877109,28.81964204,30.7,Savings,EcoBank,Permanent
Bad,2,1.407718172,365,0,0,0,30.7,Savings,GT Bank,Permanent
Bad,2,1.018735747,365,2,0,0,28.9,Savings,Sterling Bank,Permanent
Bad,2,1.014434102,365,0,0,0,36.6,Savings,Access Bank,Permanent
Bad,2.801158315,1.018794994,341.5147027,0.869462674,0,0,24.6,Savings,GT Bank,Unknown
Bad,2,1.020682317,365,2,1,50,27.9,Savings,GT Bank,Permanent
Bad,2,1.004635792,365,0,1,50,29.8,Savings,GT Bank,Student
Bad,2,1.012659001,365,0,1,50,32.7,Savings,Fidelity Bank,Unknown
Bad,2,1.018888889,365,0,1,50,34.6,Savings,GT Bank,Permanent
Bad,2.530850561,1.019862433,365,0,0,0,25.5,Savings,First Bank,Unknown
Bad,2,1.019516768,365,0,0,0,25.3,Savings,First Bank,Unknown
Bad,2,1.009825091,365,0,0.778780846,12.60390361,44.6,Savings,Stanbic IBTC,Unknown
Bad,2.523437285,1.012618081,365,0,0,0,26.4,Savings,First Bank,Unknown
Bad,2,1.019102741,365,0,0.773271452,25.42220176,23.8,Savings,FCMB,Unknown
Bad,2,1.017538252,365,0,0.31222797,39.89978846,35.3,Savings,Skye Bank,Permanent
Bad,2,1.010828153,365,0,1,50,28.7,Savings,First Bank,Permanent
Bad,2.476913772,1.00893773,365,0,0,0,25.4,Savings,UBA,Student
Bad,2,1.019198447,365,0,1,50,35.1,Savings,Fidelity Bank,Unknown
Bad,2,1.016777515,365,0,0,0,31.8,Savings,First Bank,Unknown
Bad,2,1.003881467,365,0.098878225,1,50,37.1,Savings,First Bank,Permanent
Bad,5.800458104,1.018221739,365,0,0,0,26.8,Savings,First Bank,Permanent
Bad,2,1.019965499,365,0,0,0,27.8,Savings,GT Bank,Permanent
Bad,2,1.017299188,365,0,1,50,30.2,Savings,First Bank,Permanent
Bad,2,1.003827614,365,0,0.633326696,23.2120447,37.9,Savings,Zenith Bank,Permanent
Bad,2,1.018865304,365,2,0,0,34.3,Savings,GT Bank,Permanent
Bad,2,1.0191118,365,0,1,50,32.9,Savings,Access Bank,Permanent
Bad,2,1.013915734,365,0,0,0,22.9,Savings,GT Bank,Student
Bad,2,1.014143055,365,2,0,0,35,Other,Access Bank,Permanent
Bad,2,1.012035678,365,2,0,0,37.9,Savings,GT Bank,Permanent
Bad,2,1.019252976,365,0.078670745,1,50,28.4,Savings,GT Bank,Permanent
Bad,2,1.011776838,365,0.521792108,0,0,27.6,Savings,Zenith Bank,Unknown
Bad,2,1.014042863,365,0,0,0,32.9,Other,GT Bank,Permanent
Bad,2,1.007937672,365,0.097522268,1,50,22.6,Savings,Access Bank,Unknown
Bad,3.809480411,6.580230102,365,0.549123132,0,0,39.9,Savings,First Bank,Permanent
Bad,2,1.002502249,365,0,0,0,34.7,Savings,Zenith Bank,Permanent
Bad,2,1.017071731,365,0,0,0,31.6,Savings,UBA,Permanent
Bad,2,1.002523196,365,0,1,50,31.3,Savings,First Bank,Permanent
Bad,2,1.019467862,365,0,1,50,27.9,Savings,GT Bank,Permanent
Bad,2,3.319011296,365,0,1,50,41.4,Savings,GT Bank,Permanent
Bad,2,1.018888889,365,0,0,0,42.9,Savings,Keystone Bank,Permanent
Bad,2,1.015741868,365,0,1,50,33,Savings,First Bank,Permanent
Bad,2,1.002630761,365,0,1,50,27.3,Savings,GT Bank,Unknown
Bad,2,1.01553658,365,2,0,0,35,Savings,Access Bank,Permanent
Bad,2,1.019114753,365,0.728120449,0.885501434,6.156147539,27.2,Savings,FCMB,Permanent
Bad,2,1.004343811,365,0.384198148,0,0,25.8,Savings,Skye Bank,Permanent
Bad,2,1.004874528,365,0,0,0,30.1,Savings,UBA,Permanent
Bad,2,1.018888889,365,0,1,50,34.7,Savings,GT Bank,Permanent
Bad,2,1.019240934,365,0,0,0,28.9,Savings,GT Bank,Permanent
Bad,2,1.002871609,365,0,0,0,26.2,Savings,Access Bank,Permanent
Bad,2,1.018888889,365,0,0,0,35.4,Savings,Stanbic IBTC,Unknown
Bad,2,1.020443037,365,0,1,50,28.1,Savings,GT Bank,Permanent
Bad,2,1.002346257,365,0,1,50,34.5,Savings,Access Bank,Permanent
Bad,2,1.002588256,365,0,0,0,31.7,Savings,Access Bank,Permanent
Bad,2,1.00906043,365,0,0,0,36.5,Savings,GT Bank,Permanent
Bad,2,1.002906525,365,0,0,0,25.9,Savings,Diamond Bank,Permanent
Bad,2,1.018172245,365,2,0,0,49.3,Savings,Access Bank,Permanent
Bad,2,1.0195462,365,0,1,50,31.4,Savings,GT Bank,ContractRetiredUnemployed
Bad,2,1.011866723,365,0,1,50,37.3,Savings,GT Bank,Permanent
Bad,2,1.016255101,365,0,0,0,28.8,Savings,GT Bank,Permanent
Bad,2,1.019337495,365,0,1,50,32,Savings,GT Bank,Permanent
Bad,2,1.00384806,365,2,0,0,26.5,Savings,Skye Bank,Permanent
Bad,2,1.019297043,365,0,0.639624704,28.53120975,27.5,Savings,Access Bank,Unknown
Bad,2,1.018749132,365,0,1,50,27.1,Savings,GT Bank,Permanent
Bad,2,1.017501083,344.0603165,2,1,50,30.6,Savings,Access Bank,Permanent
Bad,2,1.017418926,365,0,0,0,38.2,Savings,GT Bank,Self-Employed
Bad,2,1.00647232,365,0,0,0,45,Savings,Zenith Bank,Unknown
Bad,2.188803449,1.00758874,355.2789402,0,1.436203968,45.66970345,24.3,Other,GT Bank,Permanent
Bad,3.042511436,1.01134328,365,0,1.096995974,50,29.3,Savings,UBA,Permanent
Bad,2,1.018888889,365,0,0,0,27.2,Savings,GT Bank,Unknown
Bad,2,1.017870584,365,0,0.819523301,3.557716822,35.5,Savings,Fidelity Bank,Unknown
Bad,2,1.018879051,365,0,1,50,29.9,Savings,First Bank,Permanent
Bad,2,1.019713679,365,0,1,50,31.6,Savings,First Bank,Permanent
Bad,2.790221318,1.003467385,365,0,1,44.75762765,30.6,Savings,UBA,Permanent
Bad,2,1.019722222,365,0,1,50,22.8,Savings,FCMB,Unknown
Bad,2,1.006357704,365,2,0,0,49.3,Savings,Access Bank,Permanent
Bad,2,1.015034005,365,0,0,0,47.4,Savings,First Bank,Permanent
Bad,2,1.016450632,365,2,0,0,37.9,Savings,GT Bank,Permanent
Bad,2,1.510413987,365,0,0,0,31.2,Savings,UBA,Permanent
Bad,2,1.018845303,365,0,0,0,37.5,Savings,Access Bank,Unknown
