row_id,good_bad_flag,pct_ontime,total_ontime,max_active_of_loans,max_approval_duration,bank_name_clients,max_age_at_loan,avg_age_at_loan,employment_status,bank_account_type,total_referrals,avg_num_of_loans,total_num_of_loans,total_approval_duration,mean_approval_duration,max_interest_rate,mean_interest_rate,mean_referrals,max_churn_flag,mean_churn_flag,loannumber,loanamount,totaldue,termdays,longitude,latitude,validation
1794,Bad,50,2,4,1.003055556,Access Bank,46,45.5,Permanent,Savings,0,2.5,10,4.009444444,1.002361111,365,365,0,1,0.5,4,10000,13000,30,3.2353934,6.5901441,Test
1795,Good,100,4,4,1.005,GT Bank,32,31.5,Permanent,Savings,0,2.5,10,4.013055556,1.003263889,365,342.1875,0,1,1,4,20000,22250,15,3.4585124,6.4391929,Training
1796,Good,50,2,4,1.003055556,Zenith Bank,29,28.9,Permanent,Savings,4,2.5,10,4.009166667,1.002291667,365,349.7916667,1,1,0.5,4,10000,13000,30,6.970669,4.8775619,Training
1797,Good,100,4,4,1.538333333,Fidelity Bank,43,43,Permanent,Savings,4,2.5,10,4.543611111,1.135902778,365,342.1875,1,1,1,4,20000,24500,30,3.2258263,6.71504,Training
1798,Good,50,2,4,1.018888889,FCMB,42,41.7,Permanent,Savings,0,2.5,10,4.028055556,1.007013889,365,342.1875,0,1,0.5,4,20000,22250,15,7.0731816,8.9311329,Training
1799,Bad,75,3,4,1.018333333,GT Bank,27,26.8,Permanent,Savings,0,2.5,10,4.023888889,1.005972222,365,342.1875,0,1,0.75,4,20000,24500,30,3.8302686,7.3841659,Training
1800,Good,100,4,4,1.003055556,First Bank,26,25.4,Permanent,Savings,4,2.5,10,4.008333333,1.002083333,365,342.1875,1,1,1,4,20000,24500,30,7.5617945,8.9763774,Validation
1801,Bad,25,1,4,1.003888889,Diamond Bank,39,38.8,Unknown,Savings,4,2.5,10,4.009166667,1.002291667,365,342.1875,1,1,0.25,4,20000,22250,15,3.4881865,6.6044041,Training
1802,Good,50,2,4,1.019722222,Skye Bank,27,27.2,Permanent,Savings,0,2.5,10,4.026388889,1.006597222,365,365,0,1,0.5,4,10000,13000,30,4.5635709,7.4352078,Test
1803,Good,100,4,4,1.632222222,GT Bank,36,35.7,Permanent,Other,0,2.5,10,4.638333333,1.159583333,365,319.375,0,1,1,4,20000,24500,30,6.2699587,4.918464,Training
1804,Bad,50,2,4,1.018333333,Zenith Bank,33,33.2,Permanent,Savings,0,2.5,10,4.026944444,1.006736111,365,342.1875,0,1,0.5,4,20000,24500,30,7.5634876,8.9140031,Training
1805,Good,100,4,4,1.003888889,GT Bank,30,29.4,Permanent,Savings,0,2.5,10,4.008888889,1.002222222,365,342.1875,0,1,1,4,20000,24500,30,5.2295528,7.1868282,Training
1806,Good,75,3,4,1.019444444,GT Bank,33,32.6,Permanent,Savings,0,2.5,10,4.027777778,1.006944444,365,311.7708333,0,1,0.75,4,20000,24500,30,3.3366178,7.1329891,Validation
1807,Good,100,4,4,1.018611111,UBA,25,25.2,Permanent,Savings,0,2.5,10,4.025277778,1.006319444,365,278.8204583,0,1,1,4,30000,38500.2,60,3.3582571,6.6069587,Validation
1808,Bad,25,1,4,1.004166667,First Bank,33,32.6,Permanent,Savings,0,2.5,10,4.009722222,1.002430556,365,365,0,1,0.25,4,10000,11500,15,6.7436543,7.8023329,Test
1809,Bad,25,1,4,1.003888889,First Bank,36,36.1,Permanent,Savings,0,2.5,10,4.01,1.0025,365,365,0,1,0.25,4,10000,13000,30,7.5668741,8.989981,Training
1810,Good,100,4,4,1.003888889,Access Bank,26,26.1,Permanent,Savings,0,2.5,10,4.009444444,1.002361111,365,342.1875,0,1,1,4,20000,22250,15,3.8551,7.37335,Test
1811,Good,100,4,4,1.003888889,GT Bank,46,46.1,Unknown,Savings,0,2.5,10,4.009166667,1.002291667,365,342.1875,0,1,1,4,20000,24500,30,7.036194,6.122153,Validation
1812,Good,100,4,4,1.018888889,Diamond Bank,28,28.3,Permanent,Savings,0,2.5,10,4.026388889,1.006597222,365,342.1875,0,1,1,4,20000,22250,15,7.15346,4.6792666,Validation
1813,Bad,25,1,4,1.02,FCMB,44,43.9,Self-Employed,Other,0,2.5,10,4.028611111,1.007152778,365,365,0,1,0.25,4,10000,13000,30,3.317033,6.6317567,Validation
1814,Bad,50,2,4,1.003888889,GT Bank,39,38.4,Permanent,Savings,4,2.5,10,4.009166667,1.002291667,365,342.1875,1,1,0.5,4,10000,11125,15,3.3129254,7.1195992,Training
1815,Good,75,3,4,1.003055556,GT Bank,27,27.3,Permanent,Savings,4,2.5,10,4.009166667,1.002291667,365,342.1875,1,1,0.75,4,20000,24500,30,3.3728356,6.5073332,Validation
1816,Good,75,3,4,1.004444444,GT Bank,25,24.7,Permanent,Savings,0,2.5,10,4.012222222,1.003055556,365,342.1875,0,1,0.75,4,20000,24500,30,3.3851748,6.5809046,Test
1817,Good,75,3,4,1.005277778,UBA,29,28.5,Unknown,Savings,0,2.5,10,4.010277778,1.002569444,365,342.1875,0,1,0.75,4,20000,24500,30,4.5539801,7.7803754,Training
1818,Good,75,3,4,1.003333333,Zenith Bank,30,29.9,Unknown,Savings,4,2.5,10,4.008611111,1.002152778,365,342.1875,1,1,0.75,4,20000,22250,15,3.320813,6.6526631,Test
1819,Good,100,4,4,1.946388889,UBA,42,41.7,Unknown,Savings,0,2.5,10,4.951666667,1.237916667,365,342.1875,0,1,1,4,20000,24500,30,3.3936944,6.5927124,Validation
1820,Bad,25,1,4,1.019166667,Access Bank,29,28.6,Permanent,Savings,4,2.5,10,4.026388889,1.006597222,365,365,1,1,0.25,4,10000,13000,30,6.3114759,4.9335653,Validation
1821,Good,100,4,4,1.004444444,GT Bank,36,35.7,Unknown,Savings,0,2.5,10,4.010833333,1.002708333,365,326.9791667,0,1,1,4,20000,24500,30,3.9325431,7.4135671,Test
1822,Good,75,3,4,1.003888889,GT Bank,39,38.8,Unknown,Savings,0,2.5,10,4.009722222,1.002430556,365,342.1875,0,1,0.75,4,20000,22250,15,3.3927903,6.5612502,Test
1823,Good,25,1,4,1.005277778,GT Bank,31,31,Permanent,Savings,0,2.5,10,4.010555556,1.002638889,365,365,0,1,0.25,4,10000,11500,15,7.4640085,8.9920905,Test
1824,Bad,75,3,4,1.001944444,Diamond Bank,34,34.1,Permanent,Savings,0,2.5,10,4.007222222,1.001805556,365,342.1875,0,1,0.75,4,15000,18375,30,6.6790383,12.16297,Training
1825,Good,75,3,4,1.003055556,GT Bank,35,34.4,Permanent,Savings,0,2.5,10,4.007777778,1.001944444,365,342.1875,0,1,0.75,4,20000,24500,30,3.1986676,6.493532,Test
1826,Good,50,2,4,1.003055556,Diamond Bank,32,31.6,Permanent,Savings,0,2.5,10,4.008055556,1.002013889,365,342.1875,0,1,0.5,4,20000,24500,30,8.170395,9.51107,Test
1827,Bad,50,2,4,1.018888889,First Bank,28,27.9,ContractRetiredUnemployed,Savings,0,2.5,10,4.024444444,1.006111111,365,342.1875,0,1,0.5,4,20000,22250,15,7.0607577,4.8214775,Test
1828,Good,75,3,4,1.062222222,Stanbic IBTC,27,26.8,Permanent,Savings,0,2.5,10,4.068333333,1.017083333,365,342.1875,0,1,0.75,4,20000,24500,30,7.0362342,4.8473896,Training
1829,Good,75,3,4,1.575277778,UBA,37,37.3,Permanent,Savings,0,2.5,10,4.600555556,1.150138889,365,342.1875,0,1,0.75,4,20000,22250,15,3.391155,6.4901333,Test
1830,Good,75,3,4,1.019166667,First Bank,39,38.7,Permanent,Savings,0,2.5,10,4.024444444,1.006111111,365,342.1875,0,1,0.75,4,20000,24500,30,3.190676,6.4575534,Training
1831,Bad,25,1,4,1.003611111,GT Bank,27,26.9,Permanent,Savings,0,2.5,10,4.009166667,1.002291667,365,365,0,1,0.25,4,10000,13000,30,3.4787141,6.6151351,Test
1832,Bad,25,1,4,1.003611111,First Bank,35,34.9,Permanent,Savings,0,2.5,10,4.009444444,1.002361111,365,365,0,1,0.25,4,10000,13000,30,4.595657,8.4950323,Test
1833,Good,75,3,4,1.001944444,First Bank,31,31.3,Permanent,Savings,4,2.5,10,4.007222222,1.001805556,365,319.375,1,1,0.75,4,20000,24500,30,5.2362929,7.6609081,Test
1834,Bad,0,0,4,1.02,Skye Bank,25,25.3,Permanent,Savings,0,2.5,10,4.025833333,1.006458333,365,365,0,0,0,4,10000,11500,15,3.3581185,6.5259047,Training
1835,Good,100,4,4,1.002777778,GT Bank,32,31.9,Permanent,Savings,0,2.5,10,4.007777778,1.001944444,365,342.1875,0,1,1,4,15000,16687.5,15,3.8231555,7.4036395,Training
1836,Bad,50,2,4,1.004166667,Skye Bank,28,28.1,Permanent,Savings,0,2.5,10,4.010833333,1.002708333,365,342.1875,0,1,0.5,4,20000,24500,30,3.2893317,6.4492814,Validation
1837,Good,25,1,4,1.018055556,First Bank,38,37.9,Permanent,Savings,0,2.5,10,4.026111111,1.006527778,365,365,0,1,0.25,4,10000,11500,15,3.5071366,6.4368689,Test
1838,Good,75,3,4,1.018333333,GT Bank,30,29.9,Permanent,Other,0,2.5,10,4.025,1.00625,365,365,0,1,0.75,4,10000,13000,30,3.8968769,7.4179263,Training
1839,Bad,50,2,4,1.002777778,Access Bank,45,44.1,Permanent,Savings,0,2.5,10,4.01,1.0025,365,319.375,0,1,0.5,4,20000,24500,30,3.3170162,6.621568,Validation
1840,Good,100,4,4,1.002777778,GT Bank,32,32.1,Permanent,Savings,0,2.5,10,4.008611111,1.002152778,365,342.1875,0,1,1,4,20000,24500,30,3.32143,6.5119583,Training
1841,Bad,0,0,4,1.004444444,GT Bank,35,34.5,Permanent,Savings,4,2.5,10,4.009722222,1.002430556,365,365,1,0,0,4,10000,11500,15,6.2832062,4.9202344,Test
1842,Good,50,2,4,1.0025,First Bank,24,22.8,Permanent,Savings,0,2.5,10,4.008333333,1.002083333,365,365,0,1,0.5,4,10000,11500,15,7.914859,8.8458232,Training
1843,Bad,50,2,4,1.006666667,First Bank,49,49.2,Permanent,Savings,0,2.5,10,4.011666667,1.002916667,365,342.1875,0,1,0.5,4,20000,24500,30,3.0805183,6.510745,Training
1844,Good,100,4,4,1.018888889,Stanbic IBTC,22,21.8,Permanent,Savings,0,2.5,10,4.024444444,1.006111111,365,342.1875,0,1,1,4,20000,24500,30,3.3494296,6.5031619,Validation
1845,Good,100,4,4,1.003055556,Zenith Bank,29,29.3,Permanent,Savings,0,2.5,10,4.008611111,1.002152778,365,342.1875,0,1,1,4,20000,24500,30,7.4501583,9.0678883,Training
1846,Good,100,4,4,1.003333333,GT Bank,34,33.4,Permanent,Savings,0,2.5,10,4.009444444,1.002361111,365,342.1875,0,1,1,4,10000,11125,15,7.4442633,9.07106,Training
1847,Bad,0,0,4,1.005,Access Bank,25,24.9,Permanent,Savings,0,2.5,10,4.013333333,1.003333333,365,365,0,0,0,4,10000,11500,15,5.2288351,7.6530907,Validation
1848,Good,50,2,4,1.584722222,GT Bank,33,32.8,Permanent,Savings,0,2.5,10,4.591944444,1.147986111,365,342.1875,0,1,0.5,4,20000,22250,15,3.3656067,6.5076783,Test
1849,Good,100,4,4,1.003055556,First Bank,49,48.4,Permanent,Savings,0,2.5,10,4.008055556,1.002013889,365,342.1875,0,1,1,4,20000,24500,30,3.4738504,6.4478049,Training
1850,Good,50,2,4,1.0025,EcoBank,29,28.4,Permanent,Savings,0,2.5,10,4.008611111,1.002152778,365,365,0,1,0.5,4,10000,13000,30,7.5078362,9.0483723,Training
1851,Good,75,3,4,1.019166667,FCMB,43,43.1,Unknown,Savings,0,2.5,10,4.025833333,1.006458333,365,342.1875,0,1,0.75,4,20000,24500,30,7.1108716,4.8997356,Validation
1852,Bad,50,2,4,1.0025,EcoBank,36,35.9,Unknown,Savings,0,2.5,10,4.0075,1.001875,365,342.1875,0,1,0.5,4,15000,18375,30,5.2247215,7.2378539,Validation
1853,Good,50,2,4,1.019444444,Access Bank,32,32.1,Unknown,Savings,0,2.5,10,4.027777778,1.006944444,365,342.1875,0,1,0.5,4,20000,24500,30,4.5851752,8.4699684,Test
1854,Good,100,4,4,1.018888889,First Bank,37,35.9,Permanent,Savings,0,2.5,10,4.0325,1.008125,365,296.5625,0,1,1,4,10000,10750,15,3.3968287,6.5708974,Test
1855,Good,100,4,4,1.019722222,Diamond Bank,31,30.4,Permanent,Savings,0,2.5,10,4.026111111,1.006527778,365,342.1875,0,1,1,4,20000,24500,30,3.39221,6.5391844,Validation
1856,Good,100,4,4,1.004722222,GT Bank,28,27.7,Permanent,Savings,0,2.5,10,4.011944444,1.002986111,365,342.1875,0,1,1,4,10000,12250,30,7.5989326,9.042188,Test
1857,Good,25,1,4,1.0025,GT Bank,35,34.6,Self-Employed,Savings,0,2.5,10,4.008055556,1.002013889,365,365,0,1,0.25,4,10000,13000,30,3.3563049,6.6371808,Test
1858,Bad,0,0,4,1.004444444,Diamond Bank,25,24.3,Permanent,Savings,0,2.5,10,4.010555556,1.002638889,365,365,0,0,0,4,10000,13000,30,3.6314267,6.4620517,Test
1859,Bad,50,2,4,1.003888889,Zenith Bank,24,22.7,Student,Savings,0,2.5,10,4.009722222,1.002430556,365,342.1875,0,1,0.5,4,20000,22250,15,-2.9799497,56.464013,Training
1860,Good,100,4,4,1.018333333,EcoBank,45,44.5,Permanent,Savings,0,2.5,10,4.023333333,1.005833333,365,296.5625,0,1,1,4,25000,28750,30,3.3627356,6.6155848,Training
1861,Good,25,1,4,1.002222222,EcoBank,39,38.6,Permanent,Other,0,2.5,10,4.007222222,1.001805556,365,296.5625,0,1,0.25,4,30000,34500,30,4.5295382,7.7570248,Test
1862,Good,75,3,4,1.004722222,Fidelity Bank,32,32.2,Permanent,Savings,0,3,9,3.008611111,1.00287037,182.5,182.5,0,1,1,4,30000,34500,30,3.2808408,6.6294756,Test
1863,Good,50,2,4,1.020277778,GT Bank,38,38.1,Self-Employed,Savings,0,2.5,10,4.025555556,1.006388889,365,365,0,1,0.5,4,10000,13000,30,3.3591107,6.4958469,Validation
1864,Bad,25,1,4,1.003888889,First Bank,30,30.3,Permanent,Savings,0,2.5,10,4.009722222,1.002430556,365,365,0,1,0.25,4,10000,11500,15,3.9514123,7.4143335,Training
1865,Good,75,3,4,1.018888889,GT Bank,30,30,Permanent,Savings,0,2.5,10,4.025277778,1.006319444,365,365,0,1,0.75,4,10000,11500,15,3.3097222,6.6614363,Validation
1866,Good,50,2,4,1.029722222,Fidelity Bank,31,30.5,Permanent,Other,0,2.5,10,4.036944444,1.009236111,365,342.1875,0,1,0.5,4,20000,24500,30,6.9180394,6.0190397,Training
1867,Good,50,2,4,1.003333333,GT Bank,24,23.4,Student,Other,0,2.5,10,4.008611111,1.002152778,365,365,0,1,0.5,4,10000,13000,30,8.0821567,6.3294467,Validation
1868,Bad,25,1,4,1.019722222,UBA,36,35.7,Permanent,Savings,0,2.5,10,4.028055556,1.007013889,365,365,0,1,0.25,4,10000,13000,30,6.0813238,7.8180935,Validation
1869,Bad,25,1,4,1.003333333,GT Bank,24,23.4,Permanent,Savings,0,2.5,10,4.008333333,1.002083333,365,365,0,1,0.25,4,10000,13000,30,55.2779067,25.1994057,Validation
1870,Good,60,3,5,1.02,Standard Chartered,38,37.3,Permanent,Other,0,3,15,5.0275,1.0055,365,273.75,0,1,0.6,5,30000,39000,60,3.3952298,6.5921915,Training
1871,Good,100,5,5,1.018333333,Access Bank,31,30.5,Permanent,Savings,0,3,15,5.029722222,1.005944444,365,328.5,0,1,1,5,10000,12250,30,3.3255134,6.4636791,Validation
1872,Good,80,4,5,1.018888889,GT Bank,24,24.3,Permanent,Savings,0,3,15,5.029722222,1.005944444,365,328.5,0,1,0.8,5,20000,24500,30,3.3744114,6.6357817,Training
1873,Good,60,3,5,1.02,UBA,41,40.7,Permanent,Other,0,3,15,5.031944444,1.006388889,365,346.75,0,1,0.6,5,15000,18375,30,3.8664636,7.3297443,Validation
1874,Good,20,1,5,1.018611111,Diamond Bank,30,30.2,Permanent,Savings,0,3,15,5.029166667,1.005833333,365,328.5,0,1,0.2,5,20000,24500,30,7.4345863,10.4829935,Training
1875,Good,100,5,5,1.02,Zenith Bank,33,32.5,Permanent,Savings,5,3,15,5.028888889,1.005777778,365,328.5,1,1,1,5,20000,22250,15,7.3928096,9.1249753,Training
1876,Good,60,3,5,1.008055556,GT Bank,34,33.7,Self-Employed,Other,0,3,15,5.017222222,1.003444444,365,310.25,0,1,0.6,5,10000,12250,30,3.3413629,6.5618182,Training
1877,Good,80,4,5,1.003611111,GT Bank,55,55,Permanent,Other,0,3,15,5.011388889,1.002277778,365,265.2333333,0,1,0.8,5,30000,34500,30,3.3560565,7.1874492,Test
1878,Bad,60,3,5,6.431944444,GT Bank,23,22.8,Permanent,Savings,0,3,15,10.44166667,2.088333333,365,365,0,1,0.6,5,10000,13000,30,3.6540193,6.473818,Training
1879,Good,60,3,5,1.019444444,Fidelity Bank,42,42,Permanent,Savings,0,3,15,5.028055556,1.005611111,365,328.5,0,1,0.6,5,20000,24500,30,3.8729717,7.3131517,Test
1880,Bad,0,0,5,1.019722222,First Bank,36,35.6,Permanent,Savings,0,3,15,5.028055556,1.005611111,365,365,0,0,0,5,10000,11500,15,3.297195,6.5334087,Validation
1881,Good,80,4,5,1.003055556,First Bank,28,28.1,Permanent,Other,0,3,15,5.011388889,1.002277778,365,346.75,0,1,0.8,5,20000,24500,30,3.8844632,7.3994877,Training
1882,Good,80,4,5,1.019722222,GT Bank,31,30.7,Permanent,Other,0,3,15,5.043611111,1.008722222,365,328.5,0,1,0.8,5,20000,24500,30,3.4444526,6.4228731,Validation
1883,Good,80,4,5,1.003055556,Fidelity Bank,32,31.6,Permanent,Savings,0,3,15,5.010277778,1.002055556,365,292,0,1,0.8,5,30000,39000,60,6.785373,6.1538848,Training
1884,Good,80,4,5,1.003333333,Diamond Bank,29,29.3,Unknown,Savings,0,3,15,5.011388889,1.002277778,365,292,0,1,0.8,5,20000,21750,15,3.3484849,6.6348512,Test
1885,Good,100,5,5,1.003888889,First Bank,32,31.9,Permanent,Other,0,3,15,5.013055556,1.002611111,365,346.75,0,1,1,5,20000,22250,15,3.9921402,7.3833221,Training
1886,Bad,80,4,5,1.515,First Bank,42,41.9,Unknown,Savings,0,3,15,5.5225,1.1045,365,328.5,0,1,0.8,5,20000,24500,30,3.4354799,6.8144057,Validation
1887,Bad,80,4,5,1.018888889,Fidelity Bank,27,27.1,Permanent,Savings,0,3,15,5.026944444,1.005388889,365,328.5,0,1,0.8,5,10000,12250,30,5.7565853,5.5448288,Test
1888,Bad,40,2,5,1.019444444,Access Bank,40,39.4,Permanent,Savings,0,3,15,5.033888889,1.006777778,365,365,0,1,0.4,5,10000,13000,30,3.3839717,6.5881982,Test
1889,Good,40,2,5,1.018333333,UBA,29,29,Permanent,Savings,0,3,15,5.035555556,1.007111111,365,328.5,0,1,0.4,5,20000,22250,15,3.3960655,6.556063,Training
1890,Good,40,2,5,1.004166667,GT Bank,33,32.8,Permanent,Savings,0,3,15,5.013333333,1.002666667,365,365,0,1,0.4,5,10000,11500,15,4.5577682,8.4839691,Test
1891,Bad,80,4,5,1.019722222,GT Bank,36,36,Permanent,Savings,0,3,15,5.029722222,1.005944444,365,328.5,0,1,0.8,5,20000,24500,30,3.3607768,6.646284,Validation
1892,Bad,60,3,5,1.018055556,First Bank,37,36.3,Unknown,Savings,0,3,15,5.031388889,1.006277778,365,365,0,1,0.6,5,10000,13000,30,7.7982203,4.9970394,Validation
1893,Good,100,5,5,1.002222222,GT Bank,31,30.7,Permanent,Savings,0,3,15,5.009722222,1.001944444,365,304.1666667,0,1,1,5,20000,24500,30,3.3381046,6.6437685,Training
1894,Good,100,5,5,1.018333333,GT Bank,28,27.9,Permanent,Savings,0,3,15,5.026944444,1.005388889,365,328.5,0,1,1,5,20000,24500,30,7.3974155,9.0410868,Training
1895,Good,80,4,5,1.019722222,Diamond Bank,34,34.3,Permanent,Savings,0,3,15,5.027777778,1.005555556,365,328.5,0,1,0.8,5,20000,24500,30,7.6116831,12.9773078,Training
1896,Good,60,3,5,1.02,FCMB,38,37.6,Unknown,Savings,0,3,15,5.028333333,1.005666667,365,328.5,0,1,0.6,5,20000,24500,30,3.3274019,6.5305477,Test
1897,Good,100,5,5,1.006944444,Stanbic IBTC,35,34.6,Permanent,Savings,0,3,15,5.015833333,1.003166667,365,328.5,0,1,1,5,15000,16687.5,15,3.8796679,7.3351928,Validation
1898,Good,100,5,5,1.003611111,Heritage Bank,35,34.8,Permanent,Savings,0,3,15,5.012777778,1.002555556,365,328.5,0,1,1,5,20000,24500,30,8.3499849,5.0369405,Validation
1899,Bad,60,3,5,1.019722222,First Bank,28,27.6,Permanent,Savings,0,3,15,5.027777778,1.005555556,365,328.5,0,1,0.6,5,20000,24500,30,6.7438794,7.8050241,Training
1900,Bad,40,2,5,1.02,GT Bank,29,28.5,Permanent,Savings,5,3,15,5.027777778,1.005555556,365,328.5,1,1,0.4,5,20000,24500,30,5.2015712,7.2669269,Test
1901,Good,100,5,5,1.006388889,Stanbic IBTC,31,31.3,Permanent,Other,5,3,15,5.013611111,1.002722222,365,328.5,1,1,1,5,20000,24500,30,7.0389223,4.8052131,Validation
1902,Good,60,3,5,1.018888889,GT Bank,27,26.5,Permanent,Savings,0,3,15,5.042777778,1.008555556,365,328.5,0,1,0.6,5,20000,24500,30,3.9216835,7.4363129,Test
1903,Good,100,5,5,1.006944444,Stanbic IBTC,30,29.8,Permanent,Savings,0,3,15,5.015555556,1.003111111,365,322.4166667,0,1,1,5,20000,24500,30,3.439571,6.4345525,Training
1904,Bad,20,1,5,1.009722222,FCMB,26,25.4,Permanent,Savings,0,3,15,5.018611111,1.003722222,365,365,0,1,0.2,5,10000,11500,15,3.3141841,6.5070014,Training
1905,Good,60,3,5,1.021666667,GT Bank,36,36.3,Permanent,Savings,0,3,15,5.03,1.006,365,328.5,0,1,0.6,5,20000,24500,30,7.4703647,9.0305044,Validation
1906,Good,80,4,5,1.0025,GT Bank,35,35.3,Unknown,Savings,0,3,15,5.01,1.002,365,316.3333333,0,1,0.8,5,20000,21750,15,3.2923719,6.5843792,Validation
1907,Good,100,5,5,1.002777778,GT Bank,30,29.7,Permanent,Savings,0,3,15,5.009722222,1.001944444,365,328.5,0,1,1,5,20000,22250,15,3.354724,6.5184152,Test
1908,Good,60,3,5,1.003055556,GT Bank,29,28.9,Permanent,Savings,0,3,15,5.011944444,1.002388889,365,328.5,0,1,0.6,5,20000,24500,30,3.3257981,6.5170413,Training
1909,Bad,80,4,5,1.016944444,First Bank,39,39.3,Permanent,Savings,0,3,15,5.024444444,1.004888889,365,328.5,0,1,0.8,5,20000,22250,15,3.3738527,6.5052941,Training
1910,Good,100,5,5,1.018888889,GT Bank,28,27.9,ContractRetiredUnemployed,Savings,5,3,15,5.026944444,1.005388889,365,273.75,1,1,1,5,30000,34500,30,3.3713782,6.5336065,Test
1911,Good,60,3,5,1.019166667,First Bank,35,34.7,Permanent,Savings,0,3,15,5.043333333,1.008666667,365,365,0,1,0.6,5,10000,13000,30,3.4446285,6.8397571,Test
1912,Good,100,5,5,1.988888889,GT Bank,39,39,Unknown,Savings,0,3,15,5.996944444,1.199388889,365,328.5,0,1,1,5,20000,24500,30,7.388466,9.0936174,Validation
1913,Good,80,4,5,1.7975,GT Bank,39,38.4,Permanent,Savings,0,3,15,5.821388889,1.164277778,365,346.3444444,0,1,0.8,5,10000,13000,30,3.3743151,6.5623823,Training
1914,Bad,20,1,5,1.02,GT Bank,27,26.9,Permanent,Savings,0,3,15,5.028333333,1.005666667,365,365,0,1,0.2,5,10000,11500,15,3.3882952,6.596244,Training
1915,Good,80,4,5,1.005833333,Stanbic IBTC,24,23.5,Permanent,Savings,0,3,15,5.015277778,1.003055556,365,346.75,0,1,0.8,5,10000,13000,30,7.4257986,9.0168481,Training
1916,Good,60,3,5,1.004166667,EcoBank,28,28,Permanent,Savings,0,3,15,5.0125,1.0025,365,328.5,0,1,0.6,5,20000,22250,15,3.2889546,6.4503943,Training
1917,Good,100,5,5,1.019722222,GT Bank,28,27.7,Permanent,Savings,0,3,15,5.027222222,1.005444444,365,328.5,0,1,1,5,20000,22250,15,7.5005417,6.435565,Training
1918,Good,100,5,5,1.02,First Bank,29,28.5,Permanent,Savings,0,3,15,5.0275,1.0055,365,328.5,0,1,1,5,20000,22250,15,3.3464259,7.151954,Test
1919,Good,80,4,5,1.011111111,Access Bank,33,32.8,Permanent,Savings,0,3,15,5.021111111,1.004222222,365,322.4166667,0,1,0.8,5,20000,24500,30,5.214108,7.2541821,Training
1920,Good,80,4,5,1.018611111,GT Bank,23,22.8,Student,Savings,0,3,15,5.045,1.009,365,328.5,0,1,0.8,5,20000,22250,15,3.8911472,7.4267454,Training
1921,Good,40,2,5,1.019166667,GT Bank,33,32.7,Permanent,Other,0,3,15,5.029166667,1.005833333,365,346.75,0,1,0.4,5,20000,24500,30,3.3563675,6.5433413,Validation
1922,Good,80,4,5,1.018611111,Diamond Bank,23,22.3,Student,Other,0,3,15,5.026388889,1.005277778,365,328.5,0,1,0.8,5,10000,12250,30,4.1873985,7.3841842,Training
1923,Bad,40,2,5,1.018611111,Sterling Bank,38,38.2,Permanent,Savings,0,3,15,5.026944444,1.005388889,365,328.5,0,1,0.4,5,20000,24500,30,3.3084534,6.6420083,Test
1924,Good,40,2,5,1.018611111,GT Bank,29,28.4,Permanent,Savings,0,3,15,5.047777778,1.009555556,365,328.5,0,1,0.4,5,20000,24500,30,3.3462517,6.6697833,Training
1925,Good,60,3,5,1.018888889,UBA,30,29.7,Self-Employed,Savings,0,3,15,5.027222222,1.005444444,365,328.5,0,1,0.6,5,20000,24500,30,6.7006085,6.2129067,Validation
1926,Bad,20,1,5,1.018611111,Access Bank,35,34.4,Permanent,Savings,0,3,15,5.028055556,1.005611111,365,326.0666667,0,1,0.2,5,20000,22250,15,3.939942,7.4004668,Training
1927,Good,80,4,5,7.279722222,GT Bank,41,40.5,Permanent,Other,0,3,15,11.30194444,2.260388889,365,328.5,0,1,0.8,5,20000,24500,30,3.2972894,6.6627479,Validation
1928,Good,100,5,5,1.002777778,Wema Bank,24,23.4,Student,Savings,0,3,15,5.011388889,1.002277778,365,273.75,0,1,1,5,30000,34500,30,5.1631291,7.6615534,Training
1929,Good,100,5,5,1.019166667,Zenith Bank,40,39.5,Permanent,Savings,0,3,15,5.035,1.007,365,273.75,0,1,1,5,30000,34500,30,2.9913855,6.418329,Validation
1930,Good,60,3,5,1.018611111,Union Bank,29,29.1,Permanent,Savings,0,3,15,5.0275,1.0055,365,365,0,1,0.6,5,10000,11500,15,3.5228562,6.6692642,Test
1931,Good,80,4,5,1.018611111,Skye Bank,40,39.6,Permanent,Savings,5,3,15,5.027222222,1.005444444,365,346.75,1,1,0.8,5,10000,13000,30,3.2424926,6.5743959,Validation
1932,Good,80,4,5,1.019722222,GT Bank,37,37.3,Unknown,Savings,0,3,15,5.028333333,1.005666667,365,328.5,0,1,0.8,5,20000,24500,30,3.3164923,6.6063629,Training
1933,Good,80,4,5,1.008333333,First Bank,39,39,Unknown,Savings,0,3,15,5.019444444,1.003888889,365,346.75,0,1,0.8,5,10000,13000,30,7.2890603,9.097488,Validation
1934,Good,40,2,5,1.018611111,EcoBank,24,23.9,Unknown,Savings,0,3,15,5.0425,1.0085,365,365,0,1,0.4,5,10000,13000,30,3.3498134,6.6054112,Test
1935,Good,80,4,5,1.004166667,GT Bank,48,48,Unknown,Savings,0,3,15,5.013611111,1.002722222,365,328.5,0,1,0.8,5,20000,24500,30,7.0547176,4.8237067,Training
1936,Good,80,4,5,1.018333333,Diamond Bank,39,39.1,Permanent,Savings,0,3,15,5.026666667,1.005333333,365,328.5,0,1,0.8,5,20000,24500,30,3.3351367,6.6239767,Test
