,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,,,,,,
1754,Good,100,4,4,1.004444444,GT Bank,24,24.3,Permanent,Savings,4,2.5,10,4.010555556,1.002638889,365,342.1875,1,1,10000,12250,30,Training
1755,Good,50,2,4,1.003333333,GT Bank,30,30.3,Permanent,Savings,0,2.5,10,4.01,1.0025,365,365,0,1,10000,13000,30,Validation
1756,Good,50,2,4,1.018611111,Access Bank,23,22.4,Permanent,Savings,0,2.5,10,4.025277778,1.006319444,365,365,0,1,10000,13000,30,Training
1757,Bad,0,0,4,1.003611111,Access Bank,27,27.2,Permanent,Savings,0,2.5,10,4.009444444,1.002361111,365,365,0,0,10000,11500,15,Test
1758,Good,50,2,4,1.019444444,GT Bank,37,36.5,Unknown,Savings,0,2.5,10,4.024722222,1.006180556,365,342.1875,0,1,20000,24500,30,Training
1759,Good,100,4,4,1.0075,GT Bank,28,27.4,Permanent,Savings,0,2.5,10,4.013055556,1.003263889,365,342.1875,0,1,20000,24500,30,Test
1760,Good,100,4,4,1.005555556,GT Bank,32,32,Permanent,Savings,0,2.5,10,4.011666667,1.002916667,365,342.1875,0,1,20000,24500,30,Training
1761,Good,50,2,4,1.003055556,GT Bank,32,31.6,Permanent,Savings,0,2.5,10,4.009166667,1.002291667,365,342.1875,0,1,15000,18375,30,Test
1762,Bad,50,2,4,1.005555556,FCMB,34,33.5,Permanent,Savings,4,2.5,10,4.010277778,1.002569444,365,342.1875,1,1,20000,24500,30,Training
1763,Good,100,4,4,1.003055556,Diamond Bank,21,21.4,Permanent,Savings,0,2.5,10,4.008888889,1.002222222,365,273.75,0,1,20000,21500,30,Training
1764,Good,100,4,4,1.018333333,GT Bank,38,38,Permanent,Savings,0,2.5,10,4.025555556,1.006388889,365,342.1875,0,1,20000,24500,30,Training
1765,Bad,25,1,4,1.018611111,GT Bank,40,39.5,Permanent,Savings,0,2.5,10,4.024444444,1.006111111,365,342.1875,0,1,20000,24500,30,Validation
1766,Good,75,3,4,1.018611111,Access Bank,41,40.8,Unknown,Savings,0,2.5,10,4.024722222,1.006180556,365,342.1875,0,1,15000,18375,30,Training
1767,Good,75,3,4,1.004166667,Sterling Bank,34,34.3,Permanent,Savings,4,2.5,10,4.010555556,1.002638889,365,342.1875,1,1,20000,24500,30,Validation
1768,Good,50,2,4,1.004166667,Stanbic IBTC,34,33.8,Permanent,Savings,4,2.5,10,4.009444444,1.002361111,365,342.1875,1,1,20000,24500,30,Test
1769,Good,100,4,4,1.003055556,GT Bank,32,32.1,Permanent,Savings,4,2.5,10,4.008611111,1.002152778,365,296.5625,1,1,20000,24000,30,Test
1770,Good,100,4,4,1.004444444,GT Bank,30,30.1,Unknown,Savings,0,2.5,10,4.009444444,1.002361111,365,342.1875,0,1,20000,24500,30,Test
1771,Good,100,4,4,1.003333333,Zenith Bank,27,26.7,Unknown,Savings,0,2.5,10,4.008888889,1.002222222,365,311.7708333,0,1,20000,24500,30,Validation
1772,Good,100,4,4,1.004722222,GT Bank,34,34.1,Permanent,Savings,0,2.5,10,4.010833333,1.002708333,365,342.1875,0,1,20000,24500,30,Training
1773,Bad,50,2,4,1.019722222,First Bank,32,31.4,Permanent,Savings,0,2.5,10,4.025555556,1.006388889,365,342.1875,0,1,20000,24500,30,Test
1774,Bad,50,2,4,1.009722222,UBA,37,36.4,Unknown,Savings,0,2.5,10,4.015555556,1.003888889,365,342.1875,0,1,20000,24500,30,Validation
1775,Good,25,1,4,1.003888889,Wema Bank,31,30.6,Permanent,Savings,0,2.5,10,4.011388889,1.002847222,365,365,0,1,10000,13000,30,Validation
1776,Good,50,2,4,1.02,First Bank,43,42.8,Permanent,Other,0,2.5,10,4.027777778,1.006944444,365,365,0,1,10000,11500,15,Validation
1777,Good,50,2,4,1.003333333,GT Bank,29,28.7,ContractRetiredUnemployed,Other,0,2.5,10,4.009166667,1.002291667,365,365,0,1,10000,13000,30,Training
1778,Good,100,4,4,1.018888889,GT Bank,32,31.4,Permanent,Savings,0,2.5,10,4.025,1.00625,365,365,0,1,10000,11500,15,Validation
1779,Bad,50,2,4,1.007222222,GT Bank,33,32.6,Permanent,Savings,0,2.5,10,4.018611111,1.004652778,365,318.8680556,0,1,20000,24500,30,Test
1780,Good,25,1,4,1.020833333,GT Bank,30,29.4,Permanent,Savings,0,2.5,10,4.029722222,1.007430556,365,365,0,1,10000,13000,30,Training
1781,Bad,25,1,4,1.002777778,First Bank,27,27.3,Permanent,Savings,0,2.5,10,4.008888889,1.002222222,365,365,0,1,10000,13000,30,Test
1782,Bad,50,2,4,1.004722222,UBA,34,33.5,Permanent,Savings,0,2.5,10,4.011666667,1.002916667,365,365,0,1,10000,13000,30,Validation
1783,Good,100,4,4,1.004444444,Access Bank,39,39.4,Unknown,Savings,0,2.5,10,4.010833333,1.002708333,365,319.375,0,1,20000,22250,15,Training
1784,Good,100,4,4,1.021944444,Zenith Bank,28,27.6,Permanent,Savings,0,2.5,10,4.045833333,1.011458333,365,342.1875,0,1,20000,24500,30,Test
1785,Good,100,4,4,1.004166667,GT Bank,31,30.9,Permanent,Savings,0,2.5,10,4.009722222,1.002430556,365,342.1875,0,1,20000,24500,30,Test
1786,Good,75,3,4,1.005555556,First Bank,28,28,Permanent,Savings,0,2.5,10,4.011944444,1.002986111,365,342.1875,0,1,20000,24500,30,Validation
1787,Good,50,2,4,25.13333333,GT Bank,34,33.8,Permanent,Savings,0,2.5,10,28.13972222,7.034930556,365,342.1875,0,1,20000,24500,30,Validation
1788,Good,50,2,4,1.006666667,GT Bank,35,34.7,Unknown,Savings,0,2.5,10,4.014444444,1.003611111,365,342.1875,0,1,20000,24500,30,Validation
1789,Good,100,4,4,1.003055556,GT Bank,31,30.7,Permanent,Savings,0,2.5,10,4.008888889,1.002222222,365,342.1875,0,1,20000,24500,30,Training
1790,Bad,25,1,4,1.019444444,GT Bank,33,32.5,Unknown,Savings,0,2.5,10,4.025555556,1.006388889,365,365,0,1,10000,13000,30,Test
1791,Bad,0,0,4,1.018888889,GT Bank,27,26.7,Self-Employed,Savings,0,2.5,10,4.026111111,1.006527778,365,342.1875,0,0,20000,24500,30,Test
1792,Bad,50,2,4,1.019722222,Diamond Bank,39,38.7,Permanent,Savings,0,2.5,10,4.027777778,1.006944444,365,365,0,1,10000,13000,30,Training
1793,Good,50,2,4,1.004722222,UBA,31,30.7,Permanent,Other,0,2.5,10,4.010833333,1.002708333,365,342.1875,0,1,20000,24500,30,Training
1794,Bad,50,2,4,1.003055556,Access Bank,46,45.5,Permanent,Savings,0,2.5,10,4.009444444,1.002361111,365,365,0,1,10000,13000,30,Test
1795,Good,100,4,4,1.005,GT Bank,32,31.5,Permanent,Savings,0,2.5,10,4.013055556,1.003263889,365,342.1875,0,1,20000,22250,15,Training
1796,Good,50,2,4,1.003055556,Zenith Bank,29,28.9,Permanent,Savings,4,2.5,10,4.009166667,1.002291667,365,349.7916667,1,1,10000,13000,30,Training
1797,Good,100,4,4,1.538333333,Fidelity Bank,43,43,Permanent,Savings,4,2.5,10,4.543611111,1.135902778,365,342.1875,1,1,20000,24500,30,Training
1798,Good,50,2,4,1.018888889,FCMB,42,41.7,Permanent,Savings,0,2.5,10,4.028055556,1.007013889,365,342.1875,0,1,20000,22250,15,Training
1799,Bad,75,3,4,1.018333333,GT Bank,27,26.8,Permanent,Savings,0,2.5,10,4.023888889,1.005972222,365,342.1875,0,1,20000,24500,30,Training
1800,Good,100,4,4,1.003055556,First Bank,26,25.4,Permanent,Savings,4,2.5,10,4.008333333,1.002083333,365,342.1875,1,1,20000,24500,30,Validation
1801,Bad,25,1,4,1.003888889,Diamond Bank,39,38.8,Unknown,Savings,4,2.5,10,4.009166667,1.002291667,365,342.1875,1,1,20000,22250,15,Training
1802,Good,50,2,4,1.019722222,Skye Bank,27,27.2,Permanent,Savings,0,2.5,10,4.026388889,1.006597222,365,365,0,1,10000,13000,30,Test
1803,Good,100,4,4,1.632222222,GT Bank,36,35.7,Permanent,Other,0,2.5,10,4.638333333,1.159583333,365,319.375,0,1,20000,24500,30,Training
1804,Bad,50,2,4,1.018333333,Zenith Bank,33,33.2,Permanent,Savings,0,2.5,10,4.026944444,1.006736111,365,342.1875,0,1,20000,24500,30,Training
1805,Good,100,4,4,1.003888889,GT Bank,30,29.4,Permanent,Savings,0,2.5,10,4.008888889,1.002222222,365,342.1875,0,1,20000,24500,30,Training
1806,Good,75,3,4,1.019444444,GT Bank,33,32.6,Permanent,Savings,0,2.5,10,4.027777778,1.006944444,365,311.7708333,0,1,20000,24500,30,Validation
1807,Good,100,4,4,1.018611111,UBA,25,25.2,Permanent,Savings,0,2.5,10,4.025277778,1.006319444,365,278.8204583,0,1,30000,38500.2,60,Validation
1808,Bad,25,1,4,1.004166667,First Bank,33,32.6,Permanent,Savings,0,2.5,10,4.009722222,1.002430556,365,365,0,1,10000,11500,15,Test
1809,Bad,25,1,4,1.003888889,First Bank,36,36.1,Permanent,Savings,0,2.5,10,4.01,1.0025,365,365,0,1,10000,13000,30,Training
1810,Good,100,4,4,1.003888889,Access Bank,26,26.1,Permanent,Savings,0,2.5,10,4.009444444,1.002361111,365,342.1875,0,1,20000,22250,15,Test
1811,Good,100,4,4,1.003888889,GT Bank,46,46.1,Unknown,Savings,0,2.5,10,4.009166667,1.002291667,365,342.1875,0,1,20000,24500,30,Validation
1812,Good,100,4,4,1.018888889,Diamond Bank,28,28.3,Permanent,Savings,0,2.5,10,4.026388889,1.006597222,365,342.1875,0,1,20000,22250,15,Validation
1813,Bad,25,1,4,1.02,FCMB,44,43.9,Self-Employed,Other,0,2.5,10,4.028611111,1.007152778,365,365,0,1,10000,13000,30,Validation
1814,Bad,50,2,4,1.003888889,GT Bank,39,38.4,Permanent,Savings,4,2.5,10,4.009166667,1.002291667,365,342.1875,1,1,10000,11125,15,Training
1815,Good,75,3,4,1.003055556,GT Bank,27,27.3,Permanent,Savings,4,2.5,10,4.009166667,1.002291667,365,342.1875,1,1,20000,24500,30,Validation
1816,Good,75,3,4,1.004444444,GT Bank,25,24.7,Permanent,Savings,0,2.5,10,4.012222222,1.003055556,365,342.1875,0,1,20000,24500,30,Test
1817,Good,75,3,4,1.005277778,UBA,29,28.5,Unknown,Savings,0,2.5,10,4.010277778,1.002569444,365,342.1875,0,1,20000,24500,30,Training
1818,Good,75,3,4,1.003333333,Zenith Bank,30,29.9,Unknown,Savings,4,2.5,10,4.008611111,1.002152778,365,342.1875,1,1,20000,22250,15,Test
1819,Good,100,4,4,1.946388889,UBA,42,41.7,Unknown,Savings,0,2.5,10,4.951666667,1.237916667,365,342.1875,0,1,20000,24500,30,Validation
1820,Bad,25,1,4,1.019166667,Access Bank,29,28.6,Permanent,Savings,4,2.5,10,4.026388889,1.006597222,365,365,1,1,10000,13000,30,Validation
1821,Good,100,4,4,1.004444444,GT Bank,36,35.7,Unknown,Savings,0,2.5,10,4.010833333,1.002708333,365,326.9791667,0,1,20000,24500,30,Test
1822,Good,75,3,4,1.003888889,GT Bank,39,38.8,Unknown,Savings,0,2.5,10,4.009722222,1.002430556,365,342.1875,0,1,20000,22250,15,Test
1823,Good,25,1,4,1.005277778,GT Bank,31,31,Permanent,Savings,0,2.5,10,4.010555556,1.002638889,365,365,0,1,10000,11500,15,Test
1824,Bad,75,3,4,1.001944444,Diamond Bank,34,34.1,Permanent,Savings,0,2.5,10,4.007222222,1.001805556,365,342.1875,0,1,15000,18375,30,Training
1825,Good,75,3,4,1.003055556,GT Bank,35,34.4,Permanent,Savings,0,2.5,10,4.007777778,1.001944444,365,342.1875,0,1,20000,24500,30,Test
1826,Good,50,2,4,1.003055556,Diamond Bank,32,31.6,Permanent,Savings,0,2.5,10,4.008055556,1.002013889,365,342.1875,0,1,20000,24500,30,Test
1827,Bad,50,2,4,1.018888889,First Bank,28,27.9,ContractRetiredUnemployed,Savings,0,2.5,10,4.024444444,1.006111111,365,342.1875,0,1,20000,22250,15,Test
1828,Good,75,3,4,1.062222222,Stanbic IBTC,27,26.8,Permanent,Savings,0,2.5,10,4.068333333,1.017083333,365,342.1875,0,1,20000,24500,30,Training
1829,Good,75,3,4,1.575277778,UBA,37,37.3,Permanent,Savings,0,2.5,10,4.600555556,1.150138889,365,342.1875,0,1,20000,22250,15,Test
1830,Good,75,3,4,1.019166667,First Bank,39,38.7,Permanent,Savings,0,2.5,10,4.024444444,1.006111111,365,342.1875,0,1,20000,24500,30,Training
1831,Bad,25,1,4,1.003611111,GT Bank,27,26.9,Permanent,Savings,0,2.5,10,4.009166667,1.002291667,365,365,0,1,10000,13000,30,Test
1832,Bad,25,1,4,1.003611111,First Bank,35,34.9,Permanent,Savings,0,2.5,10,4.009444444,1.002361111,365,365,0,1,10000,13000,30,Test
1833,Good,75,3,4,1.001944444,First Bank,31,31.3,Permanent,Savings,4,2.5,10,4.007222222,1.001805556,365,319.375,1,1,20000,24500,30,Test
1834,Bad,0,0,4,1.02,Skye Bank,25,25.3,Permanent,Savings,0,2.5,10,4.025833333,1.006458333,365,365,0,0,10000,11500,15,Training
1835,Good,100,4,4,1.002777778,GT Bank,32,31.9,Permanent,Savings,0,2.5,10,4.007777778,1.001944444,365,342.1875,0,1,15000,16687.5,15,Training
1836,Bad,50,2,4,1.004166667,Skye Bank,28,28.1,Permanent,Savings,0,2.5,10,4.010833333,1.002708333,365,342.1875,0,1,20000,24500,30,Validation
1837,Good,25,1,4,1.018055556,First Bank,38,37.9,Permanent,Savings,0,2.5,10,4.026111111,1.006527778,365,365,0,1,10000,11500,15,Test
1838,Good,75,3,4,1.018333333,GT Bank,30,29.9,Permanent,Other,0,2.5,10,4.025,1.00625,365,365,0,1,10000,13000,30,Training
1839,Bad,50,2,4,1.002777778,Access Bank,45,44.1,Permanent,Savings,0,2.5,10,4.01,1.0025,365,319.375,0,1,20000,24500,30,Validation
1840,Good,100,4,4,1.002777778,GT Bank,32,32.1,Permanent,Savings,0,2.5,10,4.008611111,1.002152778,365,342.1875,0,1,20000,24500,30,Training
1841,Bad,0,0,4,1.004444444,GT Bank,35,34.5,Permanent,Savings,4,2.5,10,4.009722222,1.002430556,365,365,1,0,10000,11500,15,Test
1842,Good,50,2,4,1.0025,First Bank,24,22.8,Permanent,Savings,0,2.5,10,4.008333333,1.002083333,365,365,0,1,10000,11500,15,Training
1843,Bad,50,2,4,1.006666667,First Bank,49,49.2,Permanent,Savings,0,2.5,10,4.011666667,1.002916667,365,342.1875,0,1,20000,24500,30,Training
1844,Good,100,4,4,1.018888889,Stanbic IBTC,22,21.8,Permanent,Savings,0,2.5,10,4.024444444,1.006111111,365,342.1875,0,1,20000,24500,30,Validation
1845,Good,100,4,4,1.003055556,Zenith Bank,29,29.3,Permanent,Savings,0,2.5,10,4.008611111,1.002152778,365,342.1875,0,1,20000,24500,30,Training
1846,Good,100,4,4,1.003333333,GT Bank,34,33.4,Permanent,Savings,0,2.5,10,4.009444444,1.002361111,365,342.1875,0,1,10000,11125,15,Training
1847,Bad,0,0,4,1.005,Access Bank,25,24.9,Permanent,Savings,0,2.5,10,4.013333333,1.003333333,365,365,0,0,10000,11500,15,Validation
1848,Good,50,2,4,1.584722222,GT Bank,33,32.8,Permanent,Savings,0,2.5,10,4.591944444,1.147986111,365,342.1875,0,1,20000,22250,15,Test
1849,Good,100,4,4,1.003055556,First Bank,49,48.4,Permanent,Savings,0,2.5,10,4.008055556,1.002013889,365,342.1875,0,1,20000,24500,30,Training
1850,Good,50,2,4,1.0025,EcoBank,29,28.4,Permanent,Savings,0,2.5,10,4.008611111,1.002152778,365,365,0,1,10000,13000,30,Training
1851,Good,75,3,4,1.019166667,FCMB,43,43.1,Unknown,Savings,0,2.5,10,4.025833333,1.006458333,365,342.1875,0,1,20000,24500,30,Validation
1852,Bad,50,2,4,1.0025,EcoBank,36,35.9,Unknown,Savings,0,2.5,10,4.0075,1.001875,365,342.1875,0,1,15000,18375,30,Validation
1853,Good,50,2,4,1.019444444,Access Bank,32,32.1,Unknown,Savings,0,2.5,10,4.027777778,1.006944444,365,342.1875,0,1,20000,24500,30,Test
1854,Good,100,4,4,1.018888889,First Bank,37,35.9,Permanent,Savings,0,2.5,10,4.0325,1.008125,365,296.5625,0,1,10000,10750,15,Test
1855,Good,100,4,4,1.019722222,Diamond Bank,31,30.4,Permanent,Savings,0,2.5,10,4.026111111,1.006527778,365,342.1875,0,1,20000,24500,30,Validation
1856,Good,100,4,4,1.004722222,GT Bank,28,27.7,Permanent,Savings,0,2.5,10,4.011944444,1.002986111,365,342.1875,0,1,10000,12250,30,Test
1857,Good,25,1,4,1.0025,GT Bank,35,34.6,Self-Employed,Savings,0,2.5,10,4.008055556,1.002013889,365,365,0,1,10000,13000,30,Test
1858,Bad,0,0,4,1.004444444,Diamond Bank,25,24.3,Permanent,Savings,0,2.5,10,4.010555556,1.002638889,365,365,0,0,10000,13000,30,Test
1859,Bad,50,2,4,1.003888889,Zenith Bank,24,22.7,Student,Savings,0,2.5,10,4.009722222,1.002430556,365,342.1875,0,1,20000,22250,15,Training
1860,Good,100,4,4,1.018333333,EcoBank,45,44.5,Permanent,Savings,0,2.5,10,4.023333333,1.005833333,365,296.5625,0,1,25000,28750,30,Training
1861,Good,25,1,4,1.002222222,EcoBank,39,38.6,Permanent,Other,0,2.5,10,4.007222222,1.001805556,365,296.5625,0,1,30000,34500,30,Test
1862,Good,75,3,4,1.004722222,Fidelity Bank,32,32.2,Permanent,Savings,0,3,9,3.008611111,1.00287037,182.5,182.5,0,1,30000,34500,30,Test
1863,Good,50,2,4,1.020277778,GT Bank,38,38.1,Self-Employed,Savings,0,2.5,10,4.025555556,1.006388889,365,365,0,1,10000,13000,30,Validation
1864,Bad,25,1,4,1.003888889,First Bank,30,30.3,Permanent,Savings,0,2.5,10,4.009722222,1.002430556,365,365,0,1,10000,11500,15,Training
1865,Good,75,3,4,1.018888889,GT Bank,30,30,Permanent,Savings,0,2.5,10,4.025277778,1.006319444,365,365,0,1,10000,11500,15,Validation
1866,Good,50,2,4,1.029722222,Fidelity Bank,31,30.5,Permanent,Other,0,2.5,10,4.036944444,1.009236111,365,342.1875,0,1,20000,24500,30,Training
1867,Good,50,2,4,1.003333333,GT Bank,24,23.4,Student,Other,0,2.5,10,4.008611111,1.002152778,365,365,0,1,10000,13000,30,Validation
1868,Bad,25,1,4,1.019722222,UBA,36,35.7,Permanent,Savings,0,2.5,10,4.028055556,1.007013889,365,365,0,1,10000,13000,30,Validation
1869,Bad,25,1,4,1.003333333,GT Bank,24,23.4,Permanent,Savings,0,2.5,10,4.008333333,1.002083333,365,365,0,1,10000,13000,30,Validation
1870,Good,60,3,5,1.02,Standard Chartered,38,37.3,Permanent,Other,0,3,15,5.0275,1.0055,365,273.75,0,1,30000,39000,60,Training
1871,Good,100,5,5,1.018333333,Access Bank,31,30.5,Permanent,Savings,0,3,15,5.029722222,1.005944444,365,328.5,0,1,10000,12250,30,Validation
1872,Good,80,4,5,1.018888889,GT Bank,24,24.3,Permanent,Savings,0,3,15,5.029722222,1.005944444,365,328.5,0,1,20000,24500,30,Training
1873,Good,60,3,5,1.02,UBA,41,40.7,Permanent,Other,0,3,15,5.031944444,1.006388889,365,346.75,0,1,15000,18375,30,Validation
1874,Good,20,1,5,1.018611111,Diamond Bank,30,30.2,Permanent,Savings,0,3,15,5.029166667,1.005833333,365,328.5,0,1,20000,24500,30,Training
1875,Good,100,5,5,1.02,Zenith Bank,33,32.5,Permanent,Savings,5,3,15,5.028888889,1.005777778,365,328.5,1,1,20000,22250,15,Training
1876,Good,60,3,5,1.008055556,GT Bank,34,33.7,Self-Employed,Other,0,3,15,5.017222222,1.003444444,365,310.25,0,1,10000,12250,30,Training
1877,Good,80,4,5,1.003611111,GT Bank,55,55,Permanent,Other,0,3,15,5.011388889,1.002277778,365,265.2333333,0,1,30000,34500,30,Test
1878,Bad,60,3,5,6.431944444,GT Bank,23,22.8,Permanent,Savings,0,3,15,10.44166667,2.088333333,365,365,0,1,10000,13000,30,Training
1879,Good,60,3,5,1.019444444,Fidelity Bank,42,42,Permanent,Savings,0,3,15,5.028055556,1.005611111,365,328.5,0,1,20000,24500,30,Test
1880,Bad,0,0,5,1.019722222,First Bank,36,35.6,Permanent,Savings,0,3,15,5.028055556,1.005611111,365,365,0,0,10000,11500,15,Validation
1881,Good,80,4,5,1.003055556,First Bank,28,28.1,Permanent,Other,0,3,15,5.011388889,1.002277778,365,346.75,0,1,20000,24500,30,Training
1882,Good,80,4,5,1.019722222,GT Bank,31,30.7,Permanent,Other,0,3,15,5.043611111,1.008722222,365,328.5,0,1,20000,24500,30,Validation
1883,Good,80,4,5,1.003055556,Fidelity Bank,32,31.6,Permanent,Savings,0,3,15,5.010277778,1.002055556,365,292,0,1,30000,39000,60,Training
1884,Good,80,4,5,1.003333333,Diamond Bank,29,29.3,Unknown,Savings,0,3,15,5.011388889,1.002277778,365,292,0,1,20000,21750,15,Test
1885,Good,100,5,5,1.003888889,First Bank,32,31.9,Permanent,Other,0,3,15,5.013055556,1.002611111,365,346.75,0,1,20000,22250,15,Training
1886,Bad,80,4,5,1.515,First Bank,42,41.9,Unknown,Savings,0,3,15,5.5225,1.1045,365,328.5,0,1,20000,24500,30,Validation
1887,Bad,80,4,5,1.018888889,Fidelity Bank,27,27.1,Permanent,Savings,0,3,15,5.026944444,1.005388889,365,328.5,0,1,10000,12250,30,Test
1888,Bad,40,2,5,1.019444444,Access Bank,40,39.4,Permanent,Savings,0,3,15,5.033888889,1.006777778,365,365,0,1,10000,13000,30,Test
1889,Good,40,2,5,1.018333333,UBA,29,29,Permanent,Savings,0,3,15,5.035555556,1.007111111,365,328.5,0,1,20000,22250,15,Training
1890,Good,40,2,5,1.004166667,GT Bank,33,32.8,Permanent,Savings,0,3,15,5.013333333,1.002666667,365,365,0,1,10000,11500,15,Test
1891,Bad,80,4,5,1.019722222,GT Bank,36,36,Permanent,Savings,0,3,15,5.029722222,1.005944444,365,328.5,0,1,20000,24500,30,Validation
1892,Bad,60,3,5,1.018055556,First Bank,37,36.3,Unknown,Savings,0,3,15,5.031388889,1.006277778,365,365,0,1,10000,13000,30,Validation
1893,Good,100,5,5,1.002222222,GT Bank,31,30.7,Permanent,Savings,0,3,15,5.009722222,1.001944444,365,304.1666667,0,1,20000,24500,30,Training
1894,Good,100,5,5,1.018333333,GT Bank,28,27.9,Permanent,Savings,0,3,15,5.026944444,1.005388889,365,328.5,0,1,20000,24500,30,Training
1895,Good,80,4,5,1.019722222,Diamond Bank,34,34.3,Permanent,Savings,0,3,15,5.027777778,1.005555556,365,328.5,0,1,20000,24500,30,Training
1896,Good,60,3,5,1.02,FCMB,38,37.6,Unknown,Savings,0,3,15,5.028333333,1.005666667,365,328.5,0,1,20000,24500,30,Test
1897,Good,100,5,5,1.006944444,Stanbic IBTC,35,34.6,Permanent,Savings,0,3,15,5.015833333,1.003166667,365,328.5,0,1,15000,16687.5,15,Validation
1898,Good,100,5,5,1.003611111,Heritage Bank,35,34.8,Permanent,Savings,0,3,15,5.012777778,1.002555556,365,328.5,0,1,20000,24500,30,Validation
1899,Bad,60,3,5,1.019722222,First Bank,28,27.6,Permanent,Savings,0,3,15,5.027777778,1.005555556,365,328.5,0,1,20000,24500,30,Training
1900,Bad,40,2,5,1.02,GT Bank,29,28.5,Permanent,Savings,5,3,15,5.027777778,1.005555556,365,328.5,1,1,20000,24500,30,Test
1901,Good,100,5,5,1.006388889,Stanbic IBTC,31,31.3,Permanent,Other,5,3,15,5.013611111,1.002722222,365,328.5,1,1,20000,24500,30,Validation
1902,Good,60,3,5,1.018888889,GT Bank,27,26.5,Permanent,Savings,0,3,15,5.042777778,1.008555556,365,328.5,0,1,20000,24500,30,Test
1903,Good,100,5,5,1.006944444,Stanbic IBTC,30,29.8,Permanent,Savings,0,3,15,5.015555556,1.003111111,365,322.4166667,0,1,20000,24500,30,Training
1904,Bad,20,1,5,1.009722222,FCMB,26,25.4,Permanent,Savings,0,3,15,5.018611111,1.003722222,365,365,0,1,10000,11500,15,Training
1905,Good,60,3,5,1.021666667,GT Bank,36,36.3,Permanent,Savings,0,3,15,5.03,1.006,365,328.5,0,1,20000,24500,30,Validation
1906,Good,80,4,5,1.0025,GT Bank,35,35.3,Unknown,Savings,0,3,15,5.01,1.002,365,316.3333333,0,1,20000,21750,15,Validation
1907,Good,100,5,5,1.002777778,GT Bank,30,29.7,Permanent,Savings,0,3,15,5.009722222,1.001944444,365,328.5,0,1,20000,22250,15,Test
1908,Good,60,3,5,1.003055556,GT Bank,29,28.9,Permanent,Savings,0,3,15,5.011944444,1.002388889,365,328.5,0,1,20000,24500,30,Training
1909,Bad,80,4,5,1.016944444,First Bank,39,39.3,Permanent,Savings,0,3,15,5.024444444,1.004888889,365,328.5,0,1,20000,22250,15,Training
1910,Good,100,5,5,1.018888889,GT Bank,28,27.9,ContractRetiredUnemployed,Savings,5,3,15,5.026944444,1.005388889,365,273.75,1,1,30000,34500,30,Test
1911,Good,60,3,5,1.019166667,First Bank,35,34.7,Permanent,Savings,0,3,15,5.043333333,1.008666667,365,365,0,1,10000,13000,30,Test
1912,Good,100,5,5,1.988888889,GT Bank,39,39,Unknown,Savings,0,3,15,5.996944444,1.199388889,365,328.5,0,1,20000,24500,30,Validation
1913,Good,80,4,5,1.7975,GT Bank,39,38.4,Permanent,Savings,0,3,15,5.821388889,1.164277778,365,346.3444444,0,1,10000,13000,30,Training
1914,Bad,20,1,5,1.02,GT Bank,27,26.9,Permanent,Savings,0,3,15,5.028333333,1.005666667,365,365,0,1,10000,11500,15,Training
1915,Good,80,4,5,1.005833333,Stanbic IBTC,24,23.5,Permanent,Savings,0,3,15,5.015277778,1.003055556,365,346.75,0,1,10000,13000,30,Training
1916,Good,60,3,5,1.004166667,EcoBank,28,28,Permanent,Savings,0,3,15,5.0125,1.0025,365,328.5,0,1,20000,22250,15,Training
1917,Good,100,5,5,1.019722222,GT Bank,28,27.7,Permanent,Savings,0,3,15,5.027222222,1.005444444,365,328.5,0,1,20000,22250,15,Training
1918,Good,100,5,5,1.02,First Bank,29,28.5,Permanent,Savings,0,3,15,5.0275,1.0055,365,328.5,0,1,20000,22250,15,Test
1919,Good,80,4,5,1.011111111,Access Bank,33,32.8,Permanent,Savings,0,3,15,5.021111111,1.004222222,365,322.4166667,0,1,20000,24500,30,Training
1920,Good,80,4,5,1.018611111,GT Bank,23,22.8,Student,Savings,0,3,15,5.045,1.009,365,328.5,0,1,20000,22250,15,Training
1921,Good,40,2,5,1.019166667,GT Bank,33,32.7,Permanent,Other,0,3,15,5.029166667,1.005833333,365,346.75,0,1,20000,24500,30,Validation
1922,Good,80,4,5,1.018611111,Diamond Bank,23,22.3,Student,Other,0,3,15,5.026388889,1.005277778,365,328.5,0,1,10000,12250,30,Training
1923,Bad,40,2,5,1.018611111,Sterling Bank,38,38.2,Permanent,Savings,0,3,15,5.026944444,1.005388889,365,328.5,0,1,20000,24500,30,Test
1924,Good,40,2,5,1.018611111,GT Bank,29,28.4,Permanent,Savings,0,3,15,5.047777778,1.009555556,365,328.5,0,1,20000,24500,30,Training
1925,Good,60,3,5,1.018888889,UBA,30,29.7,Self-Employed,Savings,0,3,15,5.027222222,1.005444444,365,328.5,0,1,20000,24500,30,Validation
1926,Bad,20,1,5,1.018611111,Access Bank,35,34.4,Permanent,Savings,0,3,15,5.028055556,1.005611111,365,326.0666667,0,1,20000,22250,15,Training
1927,Good,80,4,5,7.279722222,GT Bank,41,40.5,Permanent,Other,0,3,15,11.30194444,2.260388889,365,328.5,0,1,20000,24500,30,Validation
1928,Good,100,5,5,1.002777778,Wema Bank,24,23.4,Student,Savings,0,3,15,5.011388889,1.002277778,365,273.75,0,1,30000,34500,30,Training
