,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,,,,,
924,Good,Diamond Bank,60.17 - 60.23,32 - 36,3,15,Low,High,Yes,Savings,Norm,60.23333333,10000,11500,365,33,Savings,Training
934,Good,First Bank,60.17 - 60.23,32 - 36,3,30,Low,High,No,Savings,Norm,60.21666667,10000,13000,365,33,Savings,Test
972,Bad,Sterling Bank,60.17 - 60.23,32 - 36,3,30,Low,High,No,Savings,Norm,60.23333333,10000,13000,365,33,Savings,Test
993,Good,Stanbic IBTC,61.13 - High,32 - 36,3,30,Low,High,Yes,Savings,Norm,61.15,10000,13000,365,33,Savings,Validation
1002,Good,Access Bank,60.17 - 60.23,32 - 36,3,15,Low,High,No,Savings,Norm,60.23333333,10000,11500,365,33,Savings,Training
1011,Good,GT Bank,60.23 - 61.13,32 - 36,1,15,Low,Low,No,Other,Norm,60.26666667,10000,11500,365,33,Other,Test
1020,Good,Stanbic IBTC,60.23 - 61.13,32 - 36,2,30,Med,Low,No,Other,Norm,60.33333333,10000,13000,365,33,Other,Training
1026,Good,Access Bank,Low - 60.17,32 - 36,3,30,Low,High,No,Other,Norm,60.16666667,10000,13000,365,33,Other,Training
1068,Good,Diamond Bank,60.17 - 60.23,32 - 36,4,30,Med,Med,No,Savings,Norm,60.21666667,10000,13000,365,33,Savings,Training
1076,Good,EcoBank,60.17 - 60.23,32 - 36,1,30,Low,Low,No,Other,Norm,60.21666667,10000,13000,365,33,Other,Test
1077,Good,Zenith Bank,60.23 - 61.13,32 - 36,1,30,Low,Low,No,Other,Norm,60.25,10000,13000,365,33,Other,Validation
1098,Good,GT Bank,Low - 60.17,32 - 36,3,15,Low,High,No,Other,Norm,60.16666667,10000,11500,365,33,Other,Training
1108,Good,First Bank,Low - 60.17,32 - 36,2,30,Med,Low,No,Other,Norm,60.1,8000,10400,365,33,Other,Validation
1111,Bad,Stanbic IBTC,Low - 60.17,32 - 36,2,15,Low,Med,No,Savings,Norm,60.13333333,5000,5750,365,33,Savings,Training
1112,Good,GT Bank,60.17 - 60.23,32 - 36,3,15,Low,High,No,Other,Norm,60.21666667,10000,11500,365,33,Other,Validation
1147,Good,GT Bank,60.17 - 60.23,32 - 36,9,30,High,High,No,Savings,Norm,60.2,10000,13000,365,33,Savings,Test
1151,Good,First Bank,60.17 - 60.23,32 - 36,9,15,High,High,No,Savings,Norm,60.23333333,10000,11500,365,33,Savings,Training
1175,Bad,Zenith Bank,Low - 60.17,32 - 36,3,30,Low,High,No,Other,Norm,60.13333333,10000,13000,365,33,Other,Training
1205,Good,GT Bank,Low - 60.17,32 - 36,3,15,Low,High,No,Savings,Norm,60.16666667,10000,11500,365,33,Savings,Training
1208,Bad,Zenith Bank,60.23 - 61.13,32 - 36,3,30,Low,High,Yes,Savings,Norm,60.25,10000,13000,365,33,Savings,Training
1229,Good,EcoBank,Low - 60.17,32 - 36,3,30,Low,High,No,Savings,Norm,60.11666667,10000,13000,365,33,Savings,Validation
1230,Good,GT Bank,60.23 - 61.13,32 - 36,3,30,Low,High,No,Savings,Norm,61.11666667,10000,13000,365,33,Savings,Training
1273,Bad,GT Bank,60.23 - 61.13,32 - 36,3,15,Low,High,No,Savings,Norm,61.13333333,10000,11500,365,33,Savings,Training
1298,Good,Heritage Bank,60.17 - 60.23,32 - 36,3,15,Low,High,Yes,Savings,Norm,60.23333333,10000,11500,365,33,Savings,Validation
1312,Good,Diamond Bank,60.17 - 60.23,32 - 36,3,30,Low,High,No,Savings,Norm,60.18333333,10000,13000,365,33,Savings,Training
1324,Good,EcoBank,61.13 - High,32 - 36,3,30,Low,High,No,Savings,Norm,61.15,10000,13000,365,33,Savings,Validation
1369,Good,UBA,Low - 60.17,32 - 36,3,30,Low,High,No,Savings,Norm,60.16666667,10000,13000,365,33,Savings,Training
1372,Good,GT Bank,Low - 60.17,32 - 36,9,30,High,High,Yes,Savings,Norm,60.13333333,10000,13000,365,33,Savings,Test
1397,Bad,EcoBank,Low - 60.17,32 - 36,9,15,High,High,No,Savings,Norm,60.13333333,10000,11500,365,33,Savings,Validation
1454,Good,Fidelity Bank,60.23 - 61.13,32 - 36,3,30,Low,High,No,Other,Norm,60.5,10000,13000,365,33,Other,Test
1455,Good,Access Bank,60.23 - 61.13,32 - 36,6,15,Med,High,No,Savings,Norm,60.28333333,10000,11500,365,33,Savings,Test
1498,Good,GT Bank,61.13 - High,32 - 36,3,30,Low,High,No,Savings,Norm,61.15,10000,13000,365,33,Savings,Test
1515,Good,GT Bank,60.23 - 61.13,32 - 36,3,15,Low,High,Yes,Savings,Norm,61.13333333,10000,11500,365,33,Savings,Training
1529,Good,UBA,60.23 - 61.13,32 - 36,3,30,Low,High,No,Savings,Norm,61.13333333,10000,13000,365,33,Savings,Training
1530,Bad,GT Bank,60.17 - 60.23,32 - 36,3,15,Low,High,Yes,Savings,Norm,60.23333333,10000,11500,365,33,Savings,Training
1535,Good,GT Bank,60.23 - 61.13,32 - 36,3,15,Low,High,No,Savings,Norm,60.25,10000,11500,365,33,Savings,Training
1537,Good,Diamond Bank,60.23 - 61.13,32 - 36,3,30,Low,High,No,Savings,Norm,61.13333333,10000,13000,365,33,Savings,Test
1578,Good,FCMB,61.13 - High,32 - 36,9,15,High,High,Yes,Savings,Norm,61.15,10000,11500,365,33,Savings,Training
1589,Good,First Bank,60.23 - 61.13,32 - 36,3,15,Low,High,No,Savings,Norm,61.13333333,10000,11500,365,33,Savings,Training
1593,Good,GT Bank,60.23 - 61.13,32 - 36,9,30,High,High,No,Other,Norm,61.13333333,10000,13000,365,33,Other,Test
1625,Bad,Diamond Bank,60.23 - 61.13,32 - 36,3,30,Low,High,No,Savings,Norm,61.1,10000,13000,365,33,Savings,Validation
1649,Good,GT Bank,Low - 60.17,32 - 36,3,30,Low,High,No,Other,Norm,60.11666667,10000,13000,365,33,Other,Test
1651,Good,Zenith Bank,61.13 - High,32 - 36,3,15,Low,High,No,Savings,Norm,61.21666667,10000,11500,365,33,Savings,Training
1656,Good,Access Bank,60.23 - 61.13,32 - 36,3,15,Low,High,Yes,Savings,Norm,60.38333333,10000,11500,365,33,Savings,Test
1660,Bad,GT Bank,60.17 - 60.23,32 - 36,2,15,Low,Med,No,Other,Norm,60.21666667,10000,11500,365,33,Other,Validation
1668,Good,First Bank,60.23 - 61.13,32 - 36,3,30,Low,High,No,Savings,Norm,60.25,10000,13000,365,33,Savings,Validation
1691,Good,GT Bank,60.23 - 61.13,32 - 36,3,15,Low,High,No,Savings,Norm,60.58333333,10000,11500,365,33,Savings,Test
1699,Good,Diamond Bank,61.13 - High,32 - 36,3,30,Low,High,No,Savings,Norm,61.18333333,10000,13000,365,33,Savings,Test
1726,Good,Zenith Bank,60.23 - 61.13,32 - 36,9,15,High,High,No,Savings,Norm,60.25,10000,11500,365,33,Savings,Test
1738,Good,GT Bank,Low - 60.17,32 - 36,6,15,Med,High,No,Other,Norm,60.11666667,10000,11500,365,33,Other,Training
1747,Bad,UBA,60.23 - 61.13,32 - 36,3,15,Low,High,No,Savings,Norm,60.3,10000,11500,365,33,Savings,Validation
1775,Good,GT Bank,60.17 - 60.23,32 - 36,3,15,Low,High,No,Savings,Norm,60.18333333,10000,11500,365,33,Savings,Validation
1780,Good,Diamond Bank,61.13 - High,32 - 36,3,30,Low,High,No,Savings,Norm,1410.15,10000,13000,365,33,Savings,Test
1792,Good,Diamond Bank,60.17 - 60.23,32 - 36,1,15,Low,Low,No,Savings,Norm,60.18333333,10000,11500,365,33,Savings,Test
1796,Good,GT Bank,60.17 - 60.23,32 - 36,6,15,Med,High,No,Other,Norm,60.2,10000,11500,365,33,Other,Validation
1812,Bad,Access Bank,60.23 - 61.13,32 - 36,3,30,Low,High,No,Savings,Norm,60.25,10000,13000,365,33,Savings,Training
1831,Good,Zenith Bank,60.23 - 61.13,32 - 36,3,15,Low,High,No,Savings,Norm,60.26666667,10000,11500,365,33,Savings,Test
1858,Good,Access Bank,60.17 - 60.23,32 - 36,3,15,Low,High,No,Savings,Norm,60.21666667,10000,11500,365,33,Savings,Test
1877,Good,EcoBank,60.17 - 60.23,32 - 36,3,30,Low,High,Yes,Savings,Norm,60.2,10000,13000,365,33,Savings,Validation
1885,Good,Skye Bank,Low - 60.17,32 - 36,9,15,High,High,Yes,Savings,Norm,60.15,10000,11500,365,33,Savings,Test
1895,Good,Access Bank,60.23 - 61.13,32 - 36,9,15,High,High,No,Savings,Norm,61.13333333,10000,11500,365,33,Savings,Test
1921,Good,Diamond Bank,60.23 - 61.13,32 - 36,3,30,Low,High,Yes,Savings,Norm,61.13333333,10000,13000,365,33,Savings,Validation
1926,Bad,GT Bank,60.23 - 61.13,32 - 36,9,30,High,High,No,Savings,Norm,60.35,10000,13000,365,33,Savings,Validation
1927,Bad,Sterling Bank,Low - 60.17,32 - 36,9,30,High,High,No,Savings,Norm,60.15,10000,13000,365,33,Savings,Validation
1945,Bad,GT Bank,60.23 - 61.13,32 - 36,3,30,Low,High,No,Savings,Norm,60.25,10000,13000,365,33,Savings,Validation
1976,Good,GT Bank,60.17 - 60.23,32 - 36,3,15,Low,High,No,Other,Norm,60.18333333,10000,11500,365,33,Other,Training
1981,Good,Diamond Bank,60.17 - 60.23,32 - 36,3,30,Low,High,No,Other,Norm,60.18333333,10000,13000,365,33,Other,Training
2002,Good,Diamond Bank,61.13 - High,32 - 36,3,15,Low,High,No,Other,Norm,61.16666667,10000,11500,365,33,Other,Training
2015,Bad,Fidelity Bank,60.23 - 61.13,32 - 36,9,30,High,High,No,Savings,Norm,60.26666667,10000,13000,365,33,Savings,Test
2023,Good,Access Bank,60.17 - 60.23,32 - 36,3,30,Low,High,No,Savings,Norm,60.18333333,10000,13000,365,33,Savings,Training
2045,Good,Access Bank,61.13 - High,32 - 36,3,30,Low,High,Yes,Savings,Norm,61.15,10000,13000,365,33,Savings,Training
2053,Good,Diamond Bank,60.23 - 61.13,32 - 36,3,30,Low,High,No,Savings,Norm,60.3,10000,13000,365,33,Savings,Training
2075,Bad,Access Bank,61.13 - High,32 - 36,3,30,Low,High,Yes,Savings,Norm,61.16666667,10000,13000,365,33,Savings,Test
2101,Bad,Stanbic IBTC,60.23 - 61.13,32 - 36,3,30,Low,High,Yes,Savings,Norm,61.13333333,10000,13000,365,33,Savings,Validation
2114,Good,Diamond Bank,60.17 - 60.23,32 - 36,3,15,Low,High,No,Savings,Norm,60.18333333,10000,11500,365,33,Savings,Training
2123,Good,GT Bank,Low - 60.17,32 - 36,3,30,Low,High,No,Savings,Norm,60.16666667,10000,13000,365,33,Savings,Training
2142,Good,Access Bank,60.23 - 61.13,32 - 36,9,30,High,High,No,Savings,Norm,60.26666667,10000,13000,365,33,Savings,Validation
2146,Good,Diamond Bank,Low - 60.17,32 - 36,1,30,Low,Low,No,Savings,Norm,60.11666667,10000,13000,365,33,Savings,Training
2173,Good,EcoBank,60.17 - 60.23,32 - 36,3,30,Low,High,Yes,Savings,Norm,60.23333333,10000,13000,365,33,Savings,Training
2218,Good,GT Bank,Low - 60.17,32 - 36,6,15,Med,High,No,Other,Norm,60.13333333,10000,11500,365,33,Other,Test
2262,Good,Wema Bank,60.17 - 60.23,32 - 36,9,15,High,High,No,Savings,Norm,60.2,10000,11500,365,33,Savings,Validation
2292,Good,Access Bank,60.23 - 61.13,32 - 36,3,30,Low,High,Yes,Savings,Norm,61.13333333,10000,13000,365,33,Savings,Test
2295,Good,First Bank,60.23 - 61.13,32 - 36,3,30,Low,High,No,Savings,Norm,61.13333333,10000,13000,365,33,Savings,Training
2300,Good,GT Bank,60.17 - 60.23,32 - 36,3,15,Low,High,No,Savings,Norm,60.2,10000,11500,365,33,Savings,Test
2309,Good,GT Bank,60.23 - 61.13,32 - 36,9,30,High,High,No,Savings,Norm,61.13333333,10000,13000,365,33,Savings,Training
2328,Good,GT Bank,60.23 - 61.13,32 - 36,3,30,Low,High,No,Savings,Norm,60.26666667,10000,13000,365,33,Savings,Training
2348,Bad,Access Bank,Low - 60.17,32 - 36,9,30,High,High,Yes,Savings,Norm,60.13333333,10000,13000,365,33,Savings,Validation
2357,Good,GT Bank,61.13 - High,32 - 36,3,15,Low,High,Yes,Savings,Norm,61.15,10000,11500,365,33,Savings,Test
2375,Good,Zenith Bank,60.23 - 61.13,32 - 36,3,30,Low,High,No,Other,Norm,60.28333333,10000,13000,365,33,Current,Validation
2401,Good,Access Bank,Low - 60.17,32 - 36,3,30,Low,High,No,Savings,Norm,60.1,10000,13000,365,33,Savings,Test
2407,Bad,Access Bank,61.13 - High,32 - 36,9,30,High,High,Yes,Savings,Norm,61.21666667,10000,13000,365,33,Savings,Test
2417,Good,GT Bank,60.17 - 60.23,32 - 36,3,30,Low,High,No,Savings,Norm,60.2,10000,13000,365,33,Savings,Validation
2430,Bad,UBA,60.23 - 61.13,32 - 36,3,15,Low,High,No,Savings,Norm,60.45,10000,11500,365,33,Savings,Training
2448,Good,Access Bank,60.23 - 61.13,32 - 36,3,15,Low,High,No,Savings,Norm,60.25,10000,11500,365,33,Savings,Validation
2456,Good,Zenith Bank,60.23 - 61.13,32 - 36,3,15,Low,High,Yes,Savings,Norm,61.13333333,10000,11500,365,33,Savings,Training
2458,Good,Access Bank,61.13 - High,32 - 36,3,30,Low,High,No,Savings,Norm,61.15,10000,13000,365,33,Savings,Validation
2464,Good,Access Bank,61.13 - High,32 - 36,9,15,High,High,No,Savings,Norm,61.15,10000,11500,365,33,Savings,Validation
2467,Good,Access Bank,60.23 - 61.13,32 - 36,3,15,Low,High,No,Savings,Norm,60.3,10000,11500,365,33,Savings,Training
2470,Good,GT Bank,60.23 - 61.13,32 - 36,3,30,Low,High,No,Savings,Norm,60.31666667,10000,13000,365,33,Savings,Test
2481,Good,EcoBank,60.23 - 61.13,32 - 36,3,30,Low,High,No,Savings,Norm,61.13333333,10000,13000,365,33,Savings,Test
2485,Good,Sterling Bank,61.13 - High,32 - 36,3,15,Low,High,No,Savings,Norm,61.16666667,10000,11500,365,33,Savings,Validation
2492,Good,Zenith Bank,61.13 - High,32 - 36,3,30,Low,High,No,Savings,Norm,61.2,10000,13000,365,33,Savings,Test
2499,Good,GT Bank,Low - 60.17,32 - 36,3,30,Low,High,Yes,Savings,Norm,60.16666667,10000,13000,365,33,Savings,Validation
2501,Bad,First Bank,Low - 60.17,32 - 36,3,30,Low,High,No,Savings,Norm,60.16666667,10000,13000,365,33,Savings,Validation
2513,Good,GT Bank,60.23 - 61.13,32 - 36,3,15,Low,High,No,Savings,Norm,61.13333333,10000,11500,365,33,Savings,Training
2529,Bad,FCMB,61.13 - High,32 - 36,3,30,Low,High,No,Savings,Norm,61.15,10000,13000,365,33,Savings,Training
2534,Good,First Bank,60.17 - 60.23,32 - 36,3,30,Low,High,No,Savings,Norm,60.23333333,10000,13000,365,33,Savings,Training
2542,Good,Heritage Bank,61.13 - High,32 - 36,3,15,Low,High,No,Savings,Norm,61.15,10000,11500,365,33,Savings,Training
2561,Good,Access Bank,61.13 - High,32 - 36,3,30,Low,High,No,Savings,Norm,61.15,10000,13000,365,33,Savings,Training
2580,Good,Zenith Bank,61.13 - High,32 - 36,3,15,Low,High,No,Savings,Norm,61.15,10000,11500,365,33,Savings,Training
2619,Good,First Bank,61.13 - High,32 - 36,3,30,Low,High,No,Savings,Norm,61.16666667,10000,13000,365,33,Savings,Training
2625,Good,UBA,60.17 - 60.23,32 - 36,3,30,Low,High,No,Savings,Norm,60.2,10000,13000,365,33,Savings,Test
2643,Good,GT Bank,Low - 60.17,32 - 36,3,15,Low,High,No,Savings,Norm,60.16666667,10000,11500,365,33,Savings,Validation
2651,Good,Access Bank,60.17 - 60.23,32 - 36,3,30,Low,High,No,Savings,Norm,60.21666667,10000,13000,365,33,Savings,Training
2660,Good,Fidelity Bank,60.17 - 60.23,32 - 36,3,30,Low,High,No,Savings,Norm,60.18333333,10000,13000,365,33,Savings,Test
2663,Good,GT Bank,Low - 60.17,32 - 36,3,30,Low,High,No,Savings,Norm,60.1,10000,13000,365,33,Savings,Validation
2673,Good,GT Bank,60.17 - 60.23,32 - 36,3,30,Low,High,Yes,Savings,Norm,60.21666667,10000,13000,365,33,Savings,Validation
2697,Good,Diamond Bank,60.17 - 60.23,32 - 36,3,30,Low,High,Yes,Savings,Norm,60.2,10000,13000,365,33,Savings,Validation
2700,Good,Zenith Bank,60.17 - 60.23,32 - 36,9,30,High,High,No,Savings,Norm,60.2,10000,13000,365,33,Savings,Training
2711,Good,EcoBank,61.13 - High,32 - 36,3,15,Low,High,Yes,Savings,Norm,61.15,10000,11500,365,33,Savings,Test
2731,Good,UBA,60.17 - 60.23,32 - 36,3,15,Low,High,No,Savings,Norm,60.23333333,10000,11500,365,33,Savings,Training
2747,Bad,First Bank,60.17 - 60.23,32 - 36,3,30,Low,High,No,Other,Norm,60.2,10000,13000,365,33,Current,Training
2800,Good,UBA,60.17 - 60.23,32 - 36,3,15,Low,High,No,Savings,Norm,60.18333333,10000,11500,365,33,Savings,Validation
2807,Good,GT Bank,60.23 - 61.13,32 - 36,3,30,Low,High,No,Savings,Norm,60.31666667,10000,13000,365,33,Savings,Training
2813,Bad,FCMB,60.23 - 61.13,32 - 36,3,15,Low,High,Yes,Savings,Norm,60.33333333,10000,11500,365,33,Savings,Validation
2871,Good,Skye Bank,60.23 - 61.13,32 - 36,3,30,Low,High,Yes,Savings,Norm,60.63333333,10000,13000,365,33,Savings,Training
2879,Bad,First Bank,60.23 - 61.13,32 - 36,3,30,Low,High,No,Savings,Norm,60.36666667,10000,13000,365,33,Savings,Test
2881,Good,GT Bank,60.23 - 61.13,32 - 36,3,30,Low,High,No,Savings,Norm,60.38333333,10000,13000,365,33,Savings,Training
2889,Good,Stanbic IBTC,Low - 60.17,32 - 36,3,15,Low,High,No,Savings,Norm,60.16666667,10000,11500,365,33,Savings,Training
2891,Good,Stanbic IBTC,60.17 - 60.23,32 - 36,3,30,Low,High,No,Savings,Norm,60.2,10000,13000,365,33,Savings,Validation
2901,Good,GT Bank,60.17 - 60.23,32 - 36,3,30,Low,High,No,Other,Norm,60.23333333,10000,13000,365,33,Current,Test
2926,Good,EcoBank,60.23 - 61.13,32 - 36,6,30,Med,High,No,Savings,Norm,60.33333333,10000,13000,365,33,Savings,Training
2959,Good,Sterling Bank,Low - 60.17,32 - 36,3,30,Low,High,No,Savings,Norm,60.16666667,10000,13000,365,33,Savings,Training
2981,Good,Stanbic IBTC,60.23 - 61.13,32 - 36,9,15,High,High,No,Savings,Norm,60.28333333,10000,11500,365,33,Savings,Test
3012,Bad,Zenith Bank,60.17 - 60.23,32 - 36,3,30,Low,High,No,Savings,Norm,60.2,10000,13000,365,33,Savings,Validation
3079,Good,Stanbic IBTC,Low - 60.17,32 - 36,6,30,Med,High,No,Savings,Norm,60.15,10000,13000,365,33,Savings,Training
3140,Bad,UBA,60.17 - 60.23,32 - 36,3,30,Low,High,No,Savings,Norm,60.18333333,10000,13000,365,33,Savings,Test
3148,Good,GT Bank,60.23 - 61.13,32 - 36,3,30,Low,High,Yes,Savings,Norm,61.13333333,10000,13000,365,33,Savings,Training
3167,Good,First Bank,60.23 - 61.13,32 - 36,3,30,Low,High,Yes,Savings,Norm,61.11666667,10000,13000,365,33,Savings,Validation
3176,Good,UBA,61.13 - High,32 - 36,3,15,Low,High,Yes,Savings,Norm,61.25,10000,11500,365,33,Savings,Training
3209,Good,Zenith Bank,60.17 - 60.23,32 - 36,9,15,High,High,Yes,Savings,Norm,60.21666667,10000,11500,365,33,Savings,Validation
3211,Good,GT Bank,60.17 - 60.23,32 - 36,3,30,Low,High,Yes,Savings,Norm,60.23333333,10000,13000,365,33,Savings,Training
3244,Good,GT Bank,61.13 - High,32 - 36,1,30,Low,Low,No,Other,Norm,763.8,10000,13000,365,33,Other,Validation
3247,Good,EcoBank,Low - 60.17,32 - 36,3,15,Low,High,No,Other,Norm,60.11666667,5000,5750,365,33,Other,Test
3315,Good,Access Bank,60.17 - 60.23,32 - 36,1,30,Low,Low,No,Other,Norm,60.18333333,10000,13000,365,33,Other,Test
3320,Good,GT Bank,Low - 60.17,32 - 36,6,30,Med,High,No,Other,Norm,60.16666667,10000,13000,365,33,Other,Test
3324,Good,Access Bank,60.17 - 60.23,32 - 36,1,30,Low,Low,No,Other,Norm,60.18333333,10000,13000,365,33,Other,Validation
3344,Good,FCMB,60.23 - 61.13,32 - 36,3,30,Low,High,No,Savings,Norm,60.26666667,10000,13000,365,33,Savings,Test
3389,Bad,Zenith Bank,60.23 - 61.13,32 - 36,3,30,Low,High,Yes,Savings,Norm,60.28333333,10000,13000,365,33,Savings,Test
3413,Good,Zenith Bank,61.13 - High,32 - 36,3,15,Low,High,No,Savings,Norm,61.26666667,10000,11500,365,33,Savings,Validation
3414,Good,Access Bank,60.17 - 60.23,32 - 36,9,15,High,High,No,Savings,Norm,60.23333333,10000,11500,365,33,Savings,Training
3461,Bad,GT Bank,61.13 - High,32 - 36,3,15,Low,High,Yes,Savings,Norm,136.8333333,10000,11500,365,33,Savings,Training
3475,Bad,Zenith Bank,60.23 - 61.13,32 - 36,3,30,Low,High,No,Savings,Norm,60.28333333,10000,13000,365,33,Savings,Test
3482,Good,First Bank,60.23 - 61.13,32 - 36,3,30,Low,High,No,Savings,Norm,60.28333333,10000,13000,365,33,Savings,Test
3487,Bad,Fidelity Bank,Low - 60.17,32 - 36,3,30,Low,High,No,Savings,Norm,60.15,10000,13000,365,33,Savings,Training
3490,Bad,GT Bank,61.13 - High,32 - 36,9,30,High,High,No,Savings,Norm,61.15,10000,13000,365,33,Savings,Test
3492,Good,GT Bank,60.17 - 60.23,32 - 36,9,15,High,High,No,Savings,Norm,60.18333333,10000,11500,365,33,Savings,Validation
3508,Bad,First Bank,60.23 - 61.13,32 - 36,3,30,Low,High,No,Savings,Norm,60.25,10000,13000,365,33,Savings,Test
3513,Good,Zenith Bank,61.13 - High,32 - 36,3,30,Low,High,No,Savings,Norm,61.15,10000,13000,365,33,Savings,Training
3520,Good,Zenith Bank,61.13 - High,32 - 36,3,15,Low,High,No,Savings,Norm,61.15,10000,11500,365,33,Savings,Training
3522,Good,GT Bank,Low - 60.17,32 - 36,3,15,Low,High,No,Savings,Norm,60.16666667,10000,11500,365,33,Savings,Training
3543,Good,Standard Chartered,61.13 - High,32 - 36,3,30,Low,High,Yes,Savings,Norm,83.71666667,10000,13000,365,33,Savings,Training
3546,Good,First Bank,60.23 - 61.13,32 - 36,3,30,Low,High,No,Savings,Norm,61.13333333,10000,13000,365,33,Savings,Training
3549,Good,GT Bank,60.23 - 61.13,32 - 36,9,30,High,High,No,Savings,Norm,61.13333333,10000,13000,365,33,Savings,Test
3550,Bad,Diamond Bank,60.23 - 61.13,32 - 36,9,30,High,High,No,Savings,Norm,60.25,10000,13000,365,33,Savings,Training
3553,Good,EcoBank,61.13 - High,32 - 36,3,30,Low,High,No,Savings,Norm,61.16666667,10000,13000,365,33,Savings,Test
3595,Good,GT Bank,60.23 - 61.13,32 - 36,3,30,Low,High,No,Savings,Norm,60.26666667,10000,13000,365,33,Savings,Validation
3602,Bad,Access Bank,60.17 - 60.23,32 - 36,3,30,Low,High,No,Savings,Norm,60.18333333,10000,13000,365,33,Savings,Training
3631,Good,GT Bank,60.23 - 61.13,32 - 36,9,15,High,High,No,Savings,Norm,60.25,10000,11500,365,33,Savings,Test
3637,Bad,EcoBank,Low - 60.17,32 - 36,3,15,Low,High,No,Savings,Norm,60.11666667,10000,11500,365,33,Savings,Training
3651,Good,GT Bank,60.17 - 60.23,32 - 36,3,15,Low,High,No,Savings,Norm,60.23333333,10000,11500,365,33,Savings,Validation
3654,Good,Skye Bank,60.23 - 61.13,32 - 36,3,30,Low,High,No,Savings,Norm,61.13333333,10000,13000,365,33,Savings,Training
3666,Good,UBA,Low - 60.17,32 - 36,3,30,Low,High,No,Other,Norm,60.15,10000,13000,365,33,Other,Test
3668,Good,First Bank,Low - 60.17,32 - 36,3,15,Low,High,No,Other,Norm,60.16666667,10000,11500,365,33,Other,Validation
3684,Good,GT Bank,Low - 60.17,32 - 36,3,15,Low,High,No,Other,Norm,60.1,5000,5750,365,33,Other,Training
3722,Good,First Bank,61.13 - High,32 - 36,3,15,Low,High,No,Other,Norm,61.2,10000,11500,365,33,Other,Training
3729,Good,GT Bank,Low - 60.17,32 - 36,3,15,Low,High,No,Other,Norm,60.16666667,10000,11500,365,33,Other,Validation
3775,Good,Keystone Bank,Low - 60.17,32 - 36,1,15,Low,Low,No,Other,Norm,60.15,10000,11500,365,33,Other,Validation
3812,Good,Sterling Bank,Low - 60.17,32 - 36,9,15,High,High,No,Savings,Norm,60.11666667,10000,11500,365,33,Savings,Validation
3819,Good,UBA,60.17 - 60.23,32 - 36,3,15,Low,High,No,Other,Norm,60.18333333,10000,11500,365,33,Other,Training
3826,Good,First Bank,60.23 - 61.13,32 - 36,3,15,Low,High,No,Savings,Norm,61.13333333,10000,11500,365,33,Savings,Test
3832,Good,GT Bank,60.17 - 60.23,32 - 36,3,15,Low,High,No,Savings,Norm,60.2,10000,11500,365,33,Savings,Validation
3857,Good,GT Bank,61.13 - High,32 - 36,3,15,Low,High,No,Savings,Norm,95.08333333,10000,11500,365,33,Savings,Training
3860,Good,GT Bank,60.23 - 61.13,32 - 36,3,30,Low,High,No,Savings,Norm,60.35,10000,13000,365,33,Savings,Validation
3862,Good,GT Bank,Low - 60.17,32 - 36,3,15,Low,High,Yes,Savings,Norm,60.15,10000,11500,365,33,Savings,Validation
3871,Good,Fidelity Bank,61.13 - High,32 - 36,3,15,Low,High,No,Savings,Norm,61.15,10000,11500,365,33,Savings,Training
3877,Good,GT Bank,60.23 - 61.13,32 - 36,3,30,Low,High,No,Savings,Norm,61.13333333,10000,13000,365,33,Savings,Test
3903,Bad,First Bank,60.17 - 60.23,32 - 36,9,15,High,High,No,Savings,Norm,60.2,10000,11500,365,33,Savings,Training
3926,Bad,Access Bank,60.23 - 61.13,32 - 36,1,30,Low,Low,No,Savings,Norm,61.13333333,10000,13000,365,33,Savings,Training
3937,Good,GT Bank,60.23 - 61.13,32 - 36,3,30,Low,High,No,Other,Norm,60.28333333,10000,13000,365,33,Other,Validation
3945,Good,Access Bank,60.23 - 61.13,32 - 36,3,30,Low,High,No,Savings,Norm,60.41666667,10000,13000,365,33,Savings,Training
3956,Good,Access Bank,60.23 - 61.13,32 - 36,9,15,High,High,No,Savings,Norm,61.13333333,10000,11500,365,33,Savings,Validation
3960,Good,First Bank,Low - 60.17,32 - 36,3,15,Low,High,No,Savings,Norm,60.13333333,10000,11500,365,33,Savings,Training
3962,Good,Access Bank,61.13 - High,32 - 36,3,30,Low,High,Yes,Savings,Norm,61.15,10000,13000,365,33,Savings,Training
3992,Good,GT Bank,61.13 - High,32 - 36,2,15,Low,Med,No,Other,Norm,61.15,10000,11500,365,33,Other,Validation
4003,Good,Access Bank,Low - 60.17,32 - 36,1,30,Low,Low,No,Other,Norm,60.1,10000,13000,365,33,Other,Test
4023,Good,Access Bank,Low - 60.17,32 - 36,3,15,Low,High,No,Other,Norm,60.1,10000,11500,365,33,Other,Validation
4028,Bad,UBA,61.13 - High,32 - 36,1,15,Low,Low,No,Other,Norm,1996.366667,10000,11500,365,33,Other,Validation
4032,Bad,Access Bank,Low - 60.17,32 - 36,1,30,Low,Low,No,Savings,Norm,60.1,10000,13000,365,33,Savings,Test
4049,Bad,Diamond Bank,Low - 60.17,32 - 36,3,15,Low,High,No,Savings,Norm,60.11666667,10000,11500,365,33,Savings,Test
4055,Good,GT Bank,Low - 60.17,32 - 36,3,15,Low,High,No,Other,Norm,60.13333333,10000,11500,365,33,Other,Test
