customerid,systemloanid,loannumber,approveddate,creationdate,DurApproval,loanamount,totaldue,termdays,termdays 2,Interestrate,referral,good_bad_flag of perf-trainperf,birthdate,AgeAtTimeofLoan,bank_account_type,bank_account_type_recode,longitude_gps,latitude_gps,bank_name_clients,employment_status_clients,employment_status_clients_Risk,employment_status_clients_Risk 2,level_of_education_clients,level_of_education_clients_Risk,level_of_education_clients 2,DemoCreditRating,Validation,AgeAtTimeofLoan Groups 2_25thPctile,DurApproval Groups,loanamount Groups
8a858f4f552ae10101552bbe69264046,301831853,1,09:20.0,09:06.0,60.23333333,10000,11500,15,Short,365,No,Good,00:00.0,34,Other,Other,3.094886,6.4998413,GT Bank,Permanent,Low,1,,High,3,3,Validation,32 - 36,60.17 - 60.23,Norm
8a858f4f5511dca201551b73634170b6,301627994,1,46:50.0,46:41.0,60.15,10000,11500,15,Short,365,No,Good,00:00.0,25,Other,Other,3.3330007,6.5733791,First Bank,Permanent,Low,1,,High,3,3,Test,Low - 28,Low - 60.17,Norm
8a858f4f5511dca201551d3b601d7be8,301631137,1,22:34.0,22:26.0,60.13333333,10000,11500,15,Short,365,No,Good,00:00.0,33,Other,Other,4.7369693,7.6125835,GT Bank,Self-Employed,Med,2,,High,3,6,Test,32 - 36,Low - 60.17,Norm
8a858f4f5511dca2015516c435bf3d6a,301627751,1,00:46.0,00:39.0,60.11666667,10000,13000,30,Norm,365,No,Bad,00:00.0,32,Other,Other,3.2697293,6.5425829,Diamond Bank,Permanent,Low,1,Graduate,Low,1,1,Test,32 - 36,Low - 60.17,Norm
8a858f4f5511dca2015524e4a49e4727,301628921,1,00:37.0,00:07.0,1800.5,10000,13000,30,Norm,365,No,Good,00:00.0,32,Savings,Savings,3.3628026,6.455106,Standard Chartered,Permanent,Low,1,,High,3,3,Training,28 - 32,61.13 - High,Norm
8a858f4f5511dca201552520822d5721,301628636,1,59:38.0,52:20.0,2227.3,10000,13000,30,Norm,365,No,Good,00:00.0,35,Other,Other,5.1890928,7.6196805,GT Bank,Permanent,Low,1,,High,3,3,Test,32 - 36,61.13 - High,Norm
8a858f5a57519e48015757dbf8635809,301798488,1,47:26.0,47:05.0,60.35,10000,11500,15,Short,365,No,Good,00:00.0,34,Savings,Savings,3.33414,6.5896961,GT Bank,Permanent,Low,1,,High,3,3,Validation,32 - 36,60.23 - 61.13,Norm
8a858f5a57519e480157608691d3558d,301759458,1,58:45.0,36:23.0,82.36666667,10000,11500,15,Short,365,No,Good,00:00.0,23,Savings,Savings,5.6985624,5.8797845,Diamond Bank,Self-Employed,Med,2,,High,3,6,Training,Low - 28,61.13 - High,Norm
8a858f5b5a4d538e015a501ba52552ea,301821612,1,46:47.0,46:34.0,60.21666667,10000,13000,30,Norm,365,No,Good,00:00.0,28,Savings,Savings,3.4328024,6.79345,UBA,Permanent,Low,1,,High,3,3,Validation,28 - 32,60.17 - 60.23,Norm
8a858f5b5bee1b11015beeff2cfe4d3a,301898260,1,09:07.0,08:53.0,60.23333333,10000,13000,30,Norm,365,No,Good,00:00.0,35,Savings,Savings,7.6373503,9.001209,GT Bank,Permanent,Low,1,,High,3,3,Training,32 - 36,60.17 - 60.23,Norm
8a858f5b5bee1b11015bf192ffb44553,301898975,1,46:30.0,46:17.0,60.21666667,10000,13000,30,Norm,365,No,Good,00:00.0,48,Savings,Savings,3.5164571,6.6688399,Zenith Bank,Permanent,Low,1,,High,3,3,Validation,36 - High,60.17 - 60.23,Norm
8a858f5c5ad7d927015adb8b97f96be0,301845320,1,50:33.0,50:21.0,60.2,10000,11500,15,Short,365,No,Good,00:00.0,40,Savings,Savings,7.0296055,5.0150279,First Bank,Unknown,High,3,,High,3,9,Validation,36 - High,60.17 - 60.23,Norm
8a858f5c5ad7d927015adc131c314be0,301840334,1,08:32.0,08:18.0,60.23333333,10000,13000,30,Norm,365,No,Good,00:00.0,42,Savings,Savings,7.4920715,5.5306505,First Bank,Unknown,High,3,,High,3,9,Training,36 - High,60.17 - 60.23,Norm
8a858f5d5d56884c015d5a21e575563a,301985345,1,39:52.0,38:42.0,61.16666667,10000,11500,15,Short,365,Yes,Good,00:00.0,24,Savings,Savings,3.3088351,6.5273402,Access Bank,Permanent,Low,1,,High,3,3,Training,Low - 28,61.13 - High,Norm
8a858f5d5929e0fd015930a90a110ef4,301874347,1,54:26.0,54:02.0,60.4,10000,11500,15,Short,365,No,Good,00:00.0,43,Savings,Savings,4.5430554,7.5000881,Access Bank,Permanent,Low,1,,High,3,3,Training,36 - High,60.23 - 61.13,Norm
8a858f5d5929e0fd015955a1888c516f,301791564,1,18:41.0,18:16.0,60.41666667,10000,11500,15,Short,365,No,Good,00:00.0,34,Savings,Savings,8.7766018,9.9400241,Zenith Bank,Permanent,Low,1,,High,3,3,Validation,32 - 36,60.23 - 61.13,Norm
8a858f5d5963fbb701596945e671298c,301793772,1,12:43.0,12:30.0,60.21666667,10000,11500,15,Short,365,No,Good,00:00.0,29,Savings,Savings,3.3179602,6.5129674,Zenith Bank,Permanent,Low,1,,High,3,3,Test,28 - 32,60.17 - 60.23,Norm
8a858f5d5963fbb701597473936c208a,301816206,1,27:19.0,27:12.0,60.11666667,10000,13000,30,Norm,365,No,Good,00:00.0,32,Savings,Savings,4.8394273,7.0673175,GT Bank,Permanent,Low,1,,High,3,3,Test,28 - 32,Low - 60.17,Norm
8a858f5e5bedf32a015bee35cb9622df,301898019,1,03:01.0,02:51.0,60.16666667,10000,11500,15,Short,365,No,Good,00:00.0,30,Current,Other,3.4058373,8.6451658,First Bank,Permanent,Low,1,,High,3,3,Training,28 - 32,Low - 60.17,Norm
8a858f5e5bedf32a015bef9e533d6df6,301899646,1,34:11.0,33:58.0,60.21666667,10000,13000,30,Norm,365,No,Good,00:00.0,27,Savings,Savings,3.3261429,6.5169079,Fidelity Bank,Permanent,Low,1,,High,3,3,Test,Low - 28,60.17 - 60.23,Norm
8a858f5e5bedf32a015bf2003648194a,301899180,1,25:39.0,25:23.0,60.26666667,10000,13000,30,Norm,365,No,Good,00:00.0,30,Savings,Savings,3.3639265,6.5969222,Access Bank,Unknown,High,3,,High,3,9,Validation,28 - 32,60.23 - 61.13,Norm
8a858f5e5cb23c77015cb25bd0a3073c,301941494,1,55:12.0,54:03.0,61.15,10000,13000,30,Norm,365,Yes,Good,00:00.0,31,Savings,Savings,3.2909299,7.4289296,Skye Bank,Permanent,Low,1,,High,3,3,Training,28 - 32,61.13 - High,Norm
8a858f5e5cb23c77015cb617d25a6080,301942319,1,02:47.0,01:36.0,61.18333333,10000,13000,30,Norm,365,No,Good,00:00.0,32,Savings,Savings,7.4808561,9.078668,FCMB,Permanent,Low,1,,High,3,3,Training,32 - 36,61.13 - High,Norm
8a858f5e5cb23c77015cbe8aa980248c,301943285,1,09:53.0,08:43.0,61.16666667,10000,13000,30,Norm,365,No,Good,00:00.0,36,Savings,Savings,4.6086967,8.496225,UBA,Unknown,High,3,,High,3,9,Validation,32 - 36,61.13 - High,Norm
8a858f5e5cb23c77015cbff5e90f24da,301943509,1,57:32.0,56:25.0,61.11666667,10000,13000,30,Norm,365,No,Good,00:00.0,30,Savings,Savings,3.359195,6.5112718,Diamond Bank,Permanent,Low,1,,High,3,3,Test,28 - 32,60.23 - 61.13,Norm
8a858f5e5cf45779015cf47ed8db1872,301956556,1,53:50.0,52:42.0,61.13333333,10000,13000,30,Norm,365,Yes,Good,00:00.0,26,Savings,Savings,7.3739783,8.9866,GT Bank,Permanent,Low,1,,High,3,3,Training,Low - 28,60.23 - 61.13,Norm
8a858f5e5cf45779015cf48983d61ef2,301956562,1,57:29.0,56:21.0,61.13333333,10000,11500,15,Short,365,Yes,Good,00:00.0,29,Savings,Savings,3.4375895,6.4333297,Zenith Bank,Permanent,Low,1,,High,3,3,Validation,28 - 32,60.23 - 61.13,Norm
8a858f5e5992fa95015993bf8b2f5694,301799742,1,07:15.0,06:58.0,60.28333333,10000,13000,30,Norm,365,No,Good,00:00.0,34,Savings,Savings,6.21956,6.2547365,EcoBank,Unknown,High,3,,High,3,9,Validation,32 - 36,60.23 - 61.13,Norm
8a858f5e5992fa95015994d38cc67941,301794225,1,59:20.0,57:44.0,61.6,10000,13000,30,Norm,365,No,Good,00:00.0,29,Savings,Savings,3.3244867,6.6273946,GT Bank,Permanent,Low,1,,High,3,3,Test,28 - 32,61.13 - High,Norm
8a858f5e599783c001599c3cf3c00419,301798944,1,08:55.0,08:45.0,60.16666667,10000,13000,30,Norm,365,No,Good,00:00.0,34,Savings,Savings,7.5919033,9.0213933,FCMB,Permanent,Low,1,,High,3,3,Test,32 - 36,Low - 60.17,Norm
8a858f5e599783c0015997c56ef70ffa,301792780,1,49:47.0,49:27.0,60.33333333,10000,11500,15,Short,365,No,Good,00:00.0,41,Savings,Savings,3.30555,6.5103567,GT Bank,Unknown,High,3,,High,3,9,Training,36 - High,60.23 - 61.13,Norm
8a858f5e5566567d01556f39a8da6f7a,301635554,1,16:32.0,16:23.0,60.15,10000,11500,15,Short,365,No,Bad,00:00.0,24,Savings,Savings,12.42122,9.240795,EcoBank,Permanent,Low,1,,High,3,3,Validation,Low - 28,Low - 60.17,Norm
8a858f5e5566567d0155690345430c02,301753782,1,17:39.0,17:25.0,60.23333333,10000,13000,30,Norm,365,No,Good,00:00.0,30,Other,Other,3.2798974,6.4749497,Keystone Bank,Self-Employed,Med,2,Graduate,Low,1,2,Training,28 - 32,60.17 - 60.23,Norm
8a858f5e5566567d01557540adc15a20,301636360,1,22:50.0,22:19.0,60.51666667,5000,6500,30,Norm,365,No,Good,00:00.0,23,Other,Other,3.3009742,6.5086026,Diamond Bank,Permanent,Low,1,,High,3,3,Test,Low - 28,60.23 - 61.13,Norm
8a858f5e5566567d0155777b44e00cfa,301636472,1,40:29.0,40:22.0,60.11666667,5000,5750,15,Short,365,No,Good,00:00.0,27,Other,Other,3.3514638,6.507018,Zenith Bank,Permanent,Low,1,,High,3,3,Training,Low - 28,Low - 60.17,Norm
8a858f5f5a3d03ab015a3ebc0fd0071d,301838967,1,44:52.0,43:43.0,61.15,10000,13000,30,Norm,365,No,Good,00:00.0,42,Savings,Savings,3.4812399,6.5754657,GT Bank,Permanent,Low,1,,High,3,3,Test,36 - High,61.13 - High,Norm
8a858f5f5b39bb0c015b3a2c2e0666e5,301855344,1,55:43.0,55:29.0,60.23333333,10000,11500,15,Short,365,No,Bad,00:00.0,37,Savings,Savings,3.9587247,7.3719873,GT Bank,Permanent,Low,1,,High,3,3,Validation,36 - High,60.17 - 60.23,Norm
8a858f5f5b39bb0c015b3a38ded96c67,301925907,1,46:41.0,46:26.0,60.25,10000,11500,15,Short,365,No,Good,00:00.0,27,Savings,Savings,3.5931542,6.470968,GT Bank,Permanent,Low,1,,High,3,3,Test,Low - 28,60.23 - 61.13,Norm
8a858f5f5b39bb0c015b3aa87eb81282,301858005,1,11:12.0,10:02.0,61.16666667,10000,11500,15,Short,365,No,Good,00:00.0,37,Savings,Savings,3.24167,6.676395,GT Bank,Permanent,Low,1,,High,3,3,Validation,36 - High,61.13 - High,Norm
8a858f5f5b39bb0c015b3b91b59c43d4,301855616,1,20:01.0,19:50.0,60.18333333,10000,11500,15,Short,365,No,Good,00:00.0,29,Savings,Savings,3.2198749,6.542564,GT Bank,Permanent,Low,1,,High,3,3,Validation,28 - 32,60.17 - 60.23,Norm
8a858f5f5b39bb0c015b3b298dd1358b,301873429,1,00:45.0,58:50.0,61.91666667,10000,13000,30,Norm,365,No,Bad,00:00.0,35,Savings,Savings,3.3248839,6.4882979,GT Bank,Permanent,Low,1,,High,3,3,Validation,32 - 36,61.13 - High,Norm
8a858f5f5b39bb0c015b3cb38312659c,301855712,1,13:32.0,13:19.0,60.21666667,10000,13000,30,Norm,365,No,Good,00:00.0,34,Savings,Savings,7.5814258,8.9826828,GT Bank,Permanent,Low,1,,High,3,3,Training,32 - 36,60.17 - 60.23,Norm
8a858f5f55f82ae30155f91ba4250aea,301654358,1,48:05.0,47:51.0,60.23333333,10000,13000,30,Norm,365,No,Good,00:00.0,41,Other,Other,8.5394608,11.9796196,First Bank,Permanent,Low,1,,High,3,3,Validation,36 - High,60.17 - 60.23,Norm
8a858f5f55f9698c0156004d35076ede,301655300,1,23:24.0,23:10.0,60.23333333,10000,13000,30,Norm,365,No,Bad,00:00.0,22,Savings,Savings,5.2307533,11.4464958,First Bank,Student,High,3,Graduate,Low,1,3,Validation,Low - 28,60.17 - 60.23,Norm
8a858f5f55f9698c0156076313646281,301656287,1,21:56.0,21:45.0,60.18333333,10000,11500,15,Short,365,No,Good,00:00.0,31,Other,Other,3.3761866,6.525929,FCMB,Permanent,Low,1,Graduate,Low,1,1,Training,28 - 32,60.17 - 60.23,Norm
8a858f6a5a8a6734015a8aa2bb8020da,301849473,1,30:40.0,30:24.0,60.26666667,10000,13000,30,Norm,365,No,Good,00:00.0,36,Current,Other,3.4266937,6.4334393,UBA,Permanent,Low,1,,High,3,3,Validation,32 - 36,60.23 - 61.13,Norm
8a858f6a5b1fa846015b1ff2a147401d,301851622,1,19:11.0,18:59.0,60.2,10000,11500,15,Short,365,No,Good,00:00.0,33,Savings,Savings,7.4102541,9.1122137,Wema Bank,Unknown,High,3,,High,3,9,Validation,32 - 36,60.17 - 60.23,Norm
8a858f6a5d1e09b3015d28d2bea41914,301971233,1,41:14.0,40:06.0,61.13333333,10000,11500,15,Short,365,No,Good,00:00.0,26,Savings,Savings,3.8294268,7.384173,GT Bank,Permanent,Low,1,,High,3,3,Test,Low - 28,60.23 - 61.13,Norm
8a858f6a5d1e09b3015d2748857c7088,301970494,1,15:48.0,15:35.0,60.21666667,10000,11500,15,Short,365,No,Good,00:00.0,27,Savings,Savings,4.518445,8.4602317,GT Bank,Permanent,Low,1,,High,3,3,Test,Low - 28,60.17 - 60.23,Norm
8a858f6a5d1e09b3015d227616690c90,301969442,1,23:12.0,23:00.0,60.2,10000,11500,15,Short,365,No,Good,00:00.0,32,Savings,Savings,5.6027069,6.3616491,UBA,Unknown,High,3,,High,3,9,Training,32 - 36,60.17 - 60.23,Norm
8a858f6b570f2de901570f6e5a85207e,301711361,1,27:36.0,27:22.0,60.23333333,10000,11500,15,Short,365,No,Good,00:00.0,35,Other,Other,3.3289756,7.1544322,GT Bank,Self-Employed,Med,2,,High,3,6,Training,32 - 36,60.17 - 60.23,Norm
8a858f6b570f2de901571b4734224a15,301712790,1,46:31.0,46:21.0,60.16666667,10000,11500,15,Short,365,No,Bad,00:00.0,31,Other,Other,3.2663781,6.5212905,Access Bank,Permanent,Low,1,,High,3,3,Training,28 - 32,Low - 60.17,Norm
8a858f6b570f2de901572f04bf9744c4,301758994,1,59:13.0,59:01.0,60.2,10000,11500,15,Short,365,No,Good,00:00.0,40,Other,Other,3.84088,7.3546959,GT Bank,Self-Employed,Med,2,,High,3,6,Training,36 - High,60.17 - 60.23,Norm
8a858f6b570f2de9015721e9fbb40ecf,301831326,1,51:49.0,51:36.0,60.21666667,10000,13000,30,Norm,365,No,Bad,00:00.0,51,Savings,Savings,3.2601517,6.5914979,Stanbic IBTC,Permanent,Low,1,,High,3,3,Training,36 - High,60.17 - 60.23,Norm
8a858f6b570f2de901572863d8bd0a9c,301749024,1,14:05.0,13:51.0,60.23333333,10000,11500,15,Short,365,No,Good,00:00.0,31,Other,Other,7.3559533,8.9890323,GT Bank,Permanent,Low,1,Graduate,Low,1,1,Validation,28 - 32,60.17 - 60.23,Norm
8a858f6c5a37e2a3015a3914d98f0578,301817269,1,07:47.0,07:32.0,60.25,10000,11500,15,Short,365,No,Bad,00:00.0,38,Savings,Savings,6.9324867,6.0378505,Skye Bank,Permanent,Low,1,,High,3,3,Training,36 - High,60.23 - 61.13,Norm
8a858f6c5bf84cd0015bf8b8239327b2,301901953,1,38:30.0,38:19.0,60.18333333,10000,13000,30,Norm,365,No,Good,00:00.0,35,Savings,Savings,3.3242545,6.5109293,Diamond Bank,Permanent,Low,1,,High,3,3,Validation,32 - 36,60.17 - 60.23,Norm
8a858f6c5bf84cd0015bf87db8561411,301957986,1,25:52.0,24:44.0,61.13333333,10000,13000,30,Norm,365,No,Good,00:00.0,27,Savings,Savings,3.3501381,6.5983164,Access Bank,Permanent,Low,1,,High,3,3,Validation,Low - 28,60.23 - 61.13,Norm
8a858f6c5bf84cd0015bf896d7471c28,301917279,1,29:05.0,27:57.0,61.13333333,10000,11500,15,Short,365,No,Good,00:00.0,31,Savings,Savings,3.3902009,7.1739574,GT Bank,Permanent,Low,1,,High,3,3,Test,28 - 32,60.23 - 61.13,Norm
8a858f6c570f2d6601571e8ee2d02bde,301751677,1,35:42.0,35:26.0,60.26666667,10000,13000,30,Norm,365,No,Good,00:00.0,28,Savings,Savings,3.269134,6.5480072,UBA,Permanent,Low,1,,High,3,3,Validation,Low - 28,60.23 - 61.13,Norm
8a858f6c570f2d6601572a4acffc221f,301797181,1,45:53.0,45:35.0,60.3,10000,13000,30,Norm,365,No,Good,00:00.0,26,Other,Other,3.2911796,6.6543793,GT Bank,Permanent,Low,1,,High,3,3,Validation,Low - 28,60.23 - 61.13,Norm
8a858f6c570f2d66015712e38a287de4,301711776,1,03:59.0,03:47.0,60.2,10000,13000,30,Norm,365,No,Good,00:00.0,46,Savings,Savings,3.8263967,7.4037644,UBA,Permanent,Low,1,,High,3,3,Validation,36 - High,60.17 - 60.23,Norm
8a858f6c570f2d660157205f16c91710,301713645,1,01:59.0,01:49.0,60.16666667,10000,13000,30,Norm,365,No,Good,00:00.0,34,Savings,Savings,4.8376434,7.0780884,First Bank,Self-Employed,Med,2,Graduate,Low,1,2,Test,32 - 36,Low - 60.17,Norm
8a858f6c570f2d660157231c6d3e7037,301713557,1,34:34.0,34:23.0,60.18333333,10000,13000,30,Norm,365,No,Bad,00:00.0,36,Savings,Savings,3.5794774,6.507113,GT Bank,Unemployed,High,3,Graduate,Low,1,3,Training,36 - High,60.17 - 60.23,Norm
8a858f6c570f2d660157238b0c4a1bdd,301713653,1,07:18.0,07:09.0,60.15,10000,11500,15,Short,365,No,Good,00:00.0,26,Other,Other,7.0408905,5.7946838,Zenith Bank,Self-Employed,Med,2,Graduate,Low,1,2,Test,Low - 28,Low - 60.17,Norm
8a858f6c570f2d66015715196add220a,301711725,1,17:19.0,17:08.0,60.18333333,10000,13000,30,Norm,365,No,Good,00:00.0,30,Other,Other,5.2147603,7.2635807,First Bank,Self-Employed,Med,2,,High,3,6,Validation,28 - 32,60.17 - 60.23,Norm
8a858f6d5a7fef7d015a81cbcf5133e6,301827778,1,42:43.0,42:19.0,60.4,10000,13000,30,Norm,365,No,Good,00:00.0,39,Savings,Savings,3.8797852,7.3481839,Access Bank,Unknown,High,3,,High,3,9,Training,36 - High,60.23 - 61.13,Norm
8a858f6d5bfcd8a2015bfcf70b4213bc,301903478,1,36:28.0,36:13.0,60.25,10000,11500,15,Short,365,Yes,Good,00:00.0,40,Savings,Savings,7.4995203,9.0323444,First Bank,Permanent,Low,1,,High,3,3,Training,36 - High,60.23 - 61.13,Norm
8a858f6d59d116420159d25fddf45982,301801285,1,56:50.0,56:39.0,60.18333333,10000,11500,15,Short,365,No,Good,00:00.0,37,Savings,Savings,3.2890172,6.6127517,GT Bank,Unknown,High,3,,High,3,9,Training,36 - High,60.17 - 60.23,Norm
8a858f6e5a951fc2015a9b293e631f3d,301831571,1,11:12.0,10:59.0,60.21666667,10000,13000,30,Norm,365,No,Good,00:00.0,31,Savings,Savings,3.3716345,6.6164624,GT Bank,Permanent,Low,1,,High,3,3,Validation,28 - 32,60.17 - 60.23,Norm
8a858f6e5a951fc2015a9e1a76993ed7,301831764,1,58:55.0,58:42.0,60.21666667,10000,13000,30,Norm,365,No,Good,00:00.0,25,Savings,Savings,4.7142583,8.1467367,UBA,Permanent,Low,1,,High,3,3,Test,Low - 28,60.17 - 60.23,Norm
8a858f6e5a951fc2015a9e8c2e4f4436,301831930,1,28:26.0,28:14.0,60.2,10000,13000,30,Norm,365,No,Good,00:00.0,42,Savings,Savings,3.2932916,6.6048079,Access Bank,Permanent,Low,1,,High,3,3,Validation,36 - High,60.17 - 60.23,Norm
8a858f6e5aa3c922015aa3d9cba10a74,301832518,1,03:29.0,03:16.0,60.21666667,10000,11500,15,Short,365,No,Good,00:00.0,32,Current,Other,3.4326509,6.4537758,Zenith Bank,Permanent,Low,1,,High,3,3,Validation,32 - 36,60.17 - 60.23,Norm
8a858f6e5cb16eb9015cb7b42010582a,301951249,1,54:37.0,53:30.0,61.11666667,10000,11500,15,Short,365,No,Good,00:00.0,34,Savings,Savings,3.7297046,6.4725285,GT Bank,Permanent,Low,1,,High,3,3,Training,32 - 36,60.23 - 61.13,Norm
8a858f6e5cb16eb9015cb17cd36f0711,301941217,1,29:54.0,28:47.0,61.11666667,10000,13000,30,Norm,365,Yes,Good,00:00.0,36,Savings,Savings,3.3106822,6.6539918,First Bank,Permanent,Low,1,,High,3,3,Validation,32 - 36,60.23 - 61.13,Norm
8a858f6e5cb16eb9015cb56eb47d0a02,301943100,1,09:17.0,08:08.0,61.15,10000,13000,30,Norm,365,No,Good,00:00.0,34,Savings,Savings,3.852421,7.3314344,GT Bank,Permanent,Low,1,,High,3,3,Validation,32 - 36,61.13 - High,Norm
8a858f6e5cb16eb9015cb59f4eb9116f,301960769,1,23:25.0,22:17.0,61.13333333,10000,13000,30,Norm,365,Yes,Good,00:00.0,33,Savings,Savings,8.3509228,4.9486016,Access Bank,Permanent,Low,1,,High,3,3,Test,32 - 36,60.23 - 61.13,Norm
8a858f6e5cb16eb9015cb264c7675236,301941674,1,01:46.0,43:18.0,138.4666667,10000,11500,15,Short,365,No,Bad,00:00.0,30,Savings,Savings,7.101534,4.8740955,First Bank,Permanent,Low,1,,High,3,3,Test,28 - 32,61.13 - High,Norm
8a858f6e5cb16eb9015cba9514502da3,301956263,1,38:15.0,37:07.0,61.13333333,10000,11500,15,Short,365,Yes,Good,00:00.0,31,Savings,Savings,7.4808491,9.0684754,Diamond Bank,Permanent,Low,1,,High,3,3,Training,28 - 32,60.23 - 61.13,Norm
8a858f6e5cb16eb9015cbb1fb520374d,301942740,1,34:37.0,33:29.0,61.13333333,10000,13000,30,Norm,365,No,Good,00:00.0,33,Savings,Savings,3.5930051,6.4966842,First Bank,Permanent,Low,1,,High,3,3,Training,32 - 36,60.23 - 61.13,Norm
8a858f6e5cb16eb9015cbfa6891845b2,301943410,1,49:21.0,48:09.0,61.2,10000,11500,15,Short,365,No,Bad,00:00.0,31,Savings,Savings,4.4939799,7.7152792,Access Bank,Permanent,Low,1,,High,3,3,Training,28 - 32,61.13 - High,Norm
8a858f6e5cb16eb9015cc423ee197af6,301944371,1,40:03.0,38:54.0,61.15,10000,13000,30,Norm,365,No,Bad,00:00.0,26,Savings,Savings,8.8557459,9.8642863,Access Bank,Permanent,Low,1,,High,3,3,Validation,Low - 28,61.13 - High,Norm
8a858f6e5cb16eb9015cc459b4c20f43,301945098,1,42:38.0,41:30.0,61.13333333,10000,13000,30,Norm,365,No,Good,00:00.0,32,Savings,Savings,4.5393972,7.7659285,EcoBank,Unknown,High,3,,High,3,9,Training,28 - 32,60.23 - 61.13,Norm
8a858f6f5b3f095b015b3fb8a8e7099f,301868560,1,01:37.0,01:24.0,60.21666667,10000,11500,15,Short,365,No,Good,00:00.0,26,Savings,Savings,3.3799934,6.4979165,GT Bank,Permanent,Low,1,,High,3,3,Test,Low - 28,60.17 - 60.23,Norm
8a858f6f5b3f095b015b40f2cd163744,301863460,1,04:14.0,04:02.0,60.2,10000,11500,15,Short,365,No,Good,00:00.0,33,Savings,Savings,5.2199796,7.6138139,GT Bank,Permanent,Low,1,,High,3,3,Test,32 - 36,60.17 - 60.23,Norm
8a858f6f5b3f095b015b42c2106b08a5,301864775,1,49:12.0,49:02.0,60.16666667,10000,11500,15,Short,365,No,Good,00:00.0,30,Savings,Savings,3.3423431,6.5256743,GT Bank,Unknown,High,3,,High,3,9,Training,28 - 32,Low - 60.17,Norm
8a858f6f5b3f095b015b420385286ad0,301857406,1,00:34.0,00:21.0,60.21666667,10000,13000,30,Norm,365,No,Bad,00:00.0,41,Savings,Savings,3.3926013,6.5971746,GT Bank,Unknown,High,3,,High,3,9,Training,36 - High,60.17 - 60.23,Norm
8a858f6f5b3f095b015b4083532532a0,301937144,1,26:06.0,24:58.0,61.13333333,10000,13000,30,Norm,365,No,Good,00:00.0,26,Savings,Savings,3.516056,6.6697184,Access Bank,Permanent,Low,1,,High,3,3,Validation,Low - 28,60.23 - 61.13,Norm
8a858f6f5b199197015b199ea5000d84,301979051,1,02:47.0,02:36.0,60.18333333,10000,11500,15,Short,365,No,Good,00:00.0,45,Savings,Savings,6.32924,4.9342958,Zenith Bank,Permanent,Low,1,,High,3,3,Test,36 - High,60.17 - 60.23,Norm
8a858f6f5b199197015b1997f42f0571,301874809,1,14:35.0,14:22.0,60.21666667,10000,11500,15,Short,365,No,Bad,00:00.0,25,Savings,Savings,7.0416106,4.8254512,First Bank,Permanent,Low,1,,High,3,3,Training,Low - 28,60.17 - 60.23,Norm
8a858f6f5ba5f9b8015ba6fedda73439,301882135,1,00:45.0,19:55.0,100.8333333,10000,11500,15,Short,365,No,Good,00:00.0,28,Savings,Savings,7.116927,4.8871099,Diamond Bank,Unknown,High,3,,High,3,9,Test,28 - 32,61.13 - High,Norm
8a858f6f57b9193a0157d194bbf90ec9,301747866,1,12:46.0,12:38.0,60.13333333,10000,11500,15,Short,365,No,Good,00:00.0,26,Other,Other,6.9688192,4.847097,Heritage Bank,Self-Employed,Med,2,Graduate,Low,1,2,Validation,Low - 28,Low - 60.17,Norm
8a858f7a5ca22d3c015ca5b137de2cfa,301945174,1,19:45.0,18:36.0,61.15,10000,13000,30,Norm,365,No,Good,00:00.0,39,Savings,Savings,3.3548421,6.6157003,GT Bank,Permanent,Low,1,,High,3,3,Test,36 - High,61.13 - High,Norm
8a858f7a5ca22d3c015ca24d01461879,301937606,1,49:26.0,48:18.0,61.13333333,10000,13000,30,Norm,365,No,Good,00:00.0,33,Savings,Savings,3.2906601,6.5762048,GT Bank,Unemployed,High,3,,High,3,9,Training,32 - 36,60.23 - 61.13,Norm
8a858f7a5ca22d3c015ca282b1ac2e08,301965258,1,33:38.0,33:30.0,60.13333333,10000,11500,15,Short,365,No,Good,00:00.0,45,Savings,Savings,3.5084002,6.7139955,Diamond Bank,Unknown,High,3,,High,3,9,Validation,36 - High,Low - 60.17,Norm
8a858f7a5ca22d3c015ca694cd961f85,301938515,1,57:20.0,56:12.0,61.13333333,10000,11500,15,Short,365,Yes,Good,00:00.0,38,Savings,Savings,5.2490205,7.6512934,First Bank,Permanent,Low,1,,High,3,3,Validation,36 - High,60.23 - 61.13,Norm
8a858f7a5ca22d3c015ca365189858f2,301937860,1,22:56.0,21:47.0,61.15,10000,13000,30,Norm,365,No,Good,00:00.0,26,Savings,Savings,3.2877592,6.6561113,GT Bank,Permanent,Low,1,,High,3,3,Validation,Low - 28,61.13 - High,Norm
8a858f7a58c218eb0158c8e76932370e,301769109,1,17:21.0,17:10.0,60.18333333,10000,13000,30,Norm,365,No,Good,00:00.0,27,Savings,Savings,3.1914976,6.6626789,Diamond Bank,Permanent,Low,1,,High,3,3,Training,Low - 28,60.17 - 60.23,Norm
8a858f7a58c218eb0158c43474d013a5,301769122,1,59:07.0,58:56.0,60.18333333,10000,11500,15,Short,365,No,Good,00:00.0,37,Savings,Savings,6.3217764,4.9315309,Access Bank,Permanent,Low,1,,High,3,3,Validation,36 - High,60.17 - 60.23,Norm
