Source,good_bad_flag of perf-trainperf,termdays,referral,bank_account_type_recode,bank_name_clients,employment_status_clients_Risk,DemoCreditRating,AgeAtTimeofLoan Groups 2_25thPctile,DurApproval Groups,loanamount Groups,___Class___,___Validation___,No Weighting,Weighting,Undersampling,Oversampling,Tomek,SMOTE plus Tomek,Naive No Weighting,Naive Weighting,Naive Under Sampling,Naive Over Sampling,Naive SMOTE,Naive Tomek,Naive SMOTE plus Tomek,Neural No Weighting,Neural Weighting,Neural Under Sampling,Neural Over Sampling,Neural SMOTE,Neural Tomek,Neural SMOTE plus Tomek,BootstrapForest No Weighting,BootstrapForest Weighting,BootstrapForest Under Sampling,BootstrapForest Over Sampling,BootstrapForest SMOTE,BootstrapForest Tomek,BootstrapForest SMOTE plus Tomek,BoostedTree No Weighting,BoostedTree Weighting,BoostedTree Under Sampling,BoostedTree Over Sampling,BoostedTree SMOTE,BoostedTree Tomek,BoostedTree SMOTE plus Tomek,SVM No Weighting,SVM Weighting,SVM Under Sampling,SVM Over Sampling,SVM SMOTE,SVM Tomek,SVM SMOTE plus Tomek,GenReg No Weighting,GenReg Weighting,GenReg Under Sampling,GenReg Over Sampling,GenReg SMOTE,GenReg Tomek,GenReg SMOTE plus Tomek,Prob(good_bad_flag of perf-trainperf==Bad),Prob(good_bad_flag of perf-trainperf==Good),Most Likely good_bad_flag of perf-trainperf
Training Set for Newloandemo_4344,Good,15,Yes,Savings,Sterling Bank,Low,3,28 - 32,60.23 - 61.13,Norm,0,Training,1,1,0,1,0,0,0.30071439,0.60575452,0.74091393,0.54947103,0.69148544,0.40123574,0.71459715,0.252288918,0.689128282,0.606986585,0.561655252,0.66730913,0.356327303,0.623892369,,,0.662452871,,,0.357755107,,0.15362592,0.467053768,0.430252679,0.459022493,0.476243527,0.196791114,0.499125018,0.16585197,0.5751253,0.44346005,0.51840393,0.45515342,0.34539797,0.56533047,0.212494024,0.500648644,0.594793667,0.492593557,0.638460164,0.344836708,0.731910915,0.667226572,0.332773428,Bad
Training Set for Newloandemo_4344,Good,30,No,Savings,Zenith Bank,High,9,36 - High,60.23 - 61.13,Norm,0,Validation,1,1,1,1,1,1,0.42068615,0.72239672,0.66878332,0.73614487,0.75353597,0.44245026,0.74618798,0.232549442,0.556481939,0.532597677,0.577277792,0.518689026,0.327835555,0.635554888,,,0.379564902,,,0.130691244,,0.245842727,0.538555216,0.521685501,0.566367089,0.591048988,0.262273628,0.596128253,0.09368625,0.45161756,0.54675647,0.52926016,0.65518613,0.16446521,0.65602633,0.215625338,0.505152594,0.508422959,0.509186287,0.535587208,0.226448487,0.536810431,0.42072123,0.579278771,Good
Training Set for Newloandemo_4344,Good,15,No,Savings,GT Bank,Low,3,28 - 32,60.23 - 61.13,Norm,0,Training,1,1,1,1,1,1,0.16362651,0.41287828,0.42704126,0.38786543,0.51059087,0.16801396,0.51100999,0.157252446,0.415154956,0.434896696,0.389498636,0.490098734,0.182664481,0.491909821,,,0.494703522,,,0.22366919,,0.203884208,0.469683096,0.513112949,0.466037565,0.550020013,0.218297172,0.543491448,0.16581279,0.24230478,0.35170596,0.22609406,0.5091094,0.16545968,0.50016732,0.20028609,0.472254668,0.504499219,0.477543157,0.55194808,0.199383751,0.562541879,0.547674764,0.452325236,Bad
Training Set for Newloandemo_4344,Bad,30,No,Savings,Diamond Bank,Low,3,32 - 36,Low - 60.17,Norm,1,Validation,1,3.586726998,1,4,1,1,0.11328157,0.31451577,0.29209971,0.32546356,0.40721676,0.11564199,0.40566483,0.13567475,0.340936017,0.339411275,0.368411463,0.597184752,0.130666348,0.568744448,,,0.202246102,,,0.064351405,,0.21672975,0.50290442,0.453343496,0.517412958,0.560547303,0.222330091,0.559698219,0.13236768,0.27418566,0.23750617,0.27639013,0.73710412,0.1294306,0.74436318,0.210977039,0.494687319,0.494707157,0.499777306,0.714374299,0.221183466,0.738722682,0.714660429,0.285339571,Bad
Training Set for Newloandemo_4344,Bad,15,No,Savings,GT Bank,High,9,28 - 32,60.17 - 60.23,Norm,1,Validation,1,3.586726998,1,5,1,1,0.39752306,0.70276047,0.59646611,0.73736255,0.74325737,0.41641623,0.73891743,0.320252005,0.730507579,0.51546863,0.584456291,0.711265751,0.310696384,0.706493854,,,0.630378941,,,0.358854838,,0.336027587,0.575026905,0.537366845,0.655403355,0.732894071,0.373838468,0.744839474,0.17002348,0.78095295,0.68488656,0.79683348,0.73719152,0.2774477,0.74441831,0.261255948,0.552987922,0.523707321,0.565670871,0.656649434,0.279598944,0.644561885,0.763864131,0.236135869,Bad
Training Set for Newloandemo_4344,Good,15,No,Savings,GT Bank,Low,3,28 - 32,Low - 60.17,Norm,0,Validation,1,1,0,1,1,1,0.14436213,0.37747129,0.40790777,0.37069731,0.46132294,0.14902591,0.45612587,0.148151709,0.409618412,0.452170194,0.395096066,0.447438531,0.182645525,0.538725834,,,0.370319445,,,0.059741574,,0.198432624,0.469683096,0.513112949,0.466037565,0.538841692,0.218297172,0.517380303,0.12836731,0.24229308,0.37480274,0.22579521,0.33106205,0.12218706,0.27637987,0.20028609,0.472254668,0.504499219,0.477543157,0.471781247,0.199383751,0.449138914,0.159542404,0.840457596,Good
Training Set for Newloandemo_4344,Good,15,Yes,Savings,First Bank,Low,3,36 - High,Low - 60.17,Norm,0,Validation,1,1,0,1,1,1,0.18743538,0.45249658,0.55844664,0.43690921,0.50927826,0.19743015,0.51186926,0.195904577,0.400173928,0.578220841,0.284243803,0.517951564,0.179654156,0.368895145,,,0.342752151,,,0.047069838,,0.0291112,0.294375917,0.086496368,0.24681545,0.000586261,0.030718721,0.000843148,0.12677357,0.17727382,0.33793745,0.14958375,0.1418062,0.10845964,0.10861064,0.212494024,0.500648644,0.508422959,0.492593557,0.405740908,0.221626281,0.368632057,0.158247373,0.841752627,Good
Training Set for Newloandemo_4344,Good,30,Yes,Savings,First Bank,Low,3,36 - High,Low - 60.17,Norm,0,Validation,1,1,0,1,1,1,0.21829623,0.5003056,0.60716691,0.50146629,0.56517257,0.22839482,0.56934647,0.246074981,0.464821056,0.618035631,0.457421627,0.509575398,0.201773646,0.447448473,,,0.458833417,,,0.090448738,,0.201725546,0.560418415,0.485599821,0.370402633,0.058860751,0.19662544,0.155544213,0.15752242,0.26732881,0.5436949,0.22598555,0.22298466,0.13595659,0.19323918,0.218200225,0.508665192,0.508422959,0.509879976,0.448056317,0.230416963,0.423829924,0.229511411,0.770488589,Good
Training Set for Newloandemo_4344,Good,30,No,Savings,GT Bank,Low,3,32 - 36,60.17 - 60.23,Norm,0,Training,1,1,0,1,1,1,0.18378439,0.44735797,0.47529621,0.48963264,0.56019939,0.18700701,0.56430785,0.171271235,0.426125889,0.499743705,0.47397233,0.542329848,0.197682807,0.448864009,,,0.470052391,,,0.16564769,,0.213551564,0.484789026,0.467778058,0.515996148,0.545475412,0.214472189,0.562378555,0.16386769,0.24384614,0.40824725,0.35624518,0.53960921,0.16370079,0.52703845,0.202433756,0.473567465,0.490783587,0.498354999,0.527801107,0.205147144,0.501939138,0.475239886,0.524760114,Good
Training Set for Newloandemo_4344,Good,15,No,Savings,Diamond Bank,Low,3,28 - 32,60.17 - 60.23,Norm,0,Training,1,1,0,1,1,1,0.13865882,0.36629339,0.3111328,0.37096245,0.46937446,0.14178201,0.47416934,0.142900485,0.398908005,0.329291852,0.260951007,0.428902422,0.160706888,0.485196145,,,0.293144185,,,0.025122865,,0.202970012,0.298285569,0.344183905,0.464625991,0.539743325,0.212516206,0.525275455,0.12363343,0.29204948,0.32374587,0.28206612,0.37748986,0.14010313,0.34866321,0.154480992,0.349070272,0.508422959,0.340561298,0.375192106,0.152045857,0.379700668,0.355490606,0.644509394,Good
Training Set for Newloandemo_4344,Good,15,No,Savings,First Bank,High,9,28 - 32,Low - 60.17,Norm,0,Training,1,1,0,1,1,1,0.3977537,0.70291197,0.60066766,0.70495782,0.70642663,0.42397007,0.69869811,0.269945303,0.626113517,0.538136805,0.549671444,0.74177961,0.362187851,0.627803805,,,0.584867069,,,0.346450159,,0.142626169,0.368120665,0.553153773,0.403733819,0.359706162,0.101545859,0.449520337,0.3360578,0.80336409,0.65996671,0.81888278,0.7006211,0.57445952,0.68154286,0.300697701,0.576889857,0.598927319,0.596372872,0.589579301,0.336110928,0.577636815,0.484879753,0.515120247,Good
Training Set for Newloandemo_4344,Good,15,No,Savings,GT Bank,Low,3,32 - 36,60.17 - 60.23,Norm,0,Validation,1,1,0,1,1,1,0.15682372,0.4005528,0.42569087,0.42529935,0.50422657,0.16048644,0.50674076,0.150487313,0.397356141,0.458076161,0.412446996,0.459212625,0.181525157,0.323850373,,,0.42608204,,,0.058680052,,0.180295661,0.452978807,0.445086415,0.464625991,0.150581682,0.185139347,0.234505158,0.16597363,0.2825054,0.39141631,0.3326167,0.24872686,0.16570425,0.22544964,0.197035952,0.465579911,0.490783587,0.48107579,0.417060685,0.197073657,0.401769402,0.12637003,0.87362997,Good
Training Set for Newloandemo_4344,Good,15,No,Savings,UBA,Low,3,Low - 28,60.17 - 60.23,Norm,0,Training,1,1,0,1,1,1,0.26968032,0.57019338,0.50218341,0.5723405,0.65749428,0.29097772,0.67488096,0.231421324,0.567256374,0.53909586,0.584422648,0.604913826,0.314018322,0.6904256,,,0.36785756,,,0.14438,,0.052835038,0.3262316,0.371037079,0.301924809,0.69086624,0.028450212,0.708946425,0.16311191,0.55550161,0.50234106,0.60746036,0.57258626,0.16556852,0.67443744,0.239271924,0.540721945,0.403797626,0.575070816,0.64548236,0.252487356,0.705326786,0.460083606,0.539916394,Good
Training Set for Newloandemo_4344,Good,30,No,Savings,Skye Bank,Low,3,32 - 36,60.23 - 61.13,Norm,0,Training,1,1,1,1,1,1,0.21027013,0.48864106,0.41262697,0.36211807,0.48188056,0.22401995,0.46803108,0.174111987,0.615843078,0.425392821,0.437316202,0.519234271,0.236122871,0.45702789,,,0.339600727,,,0.086778791,,0.21672975,0.50290442,0.480330222,0.511553067,0.1848874,0.222330091,0.332630883,0.16627202,0.40419642,0.34625757,0.22568626,0.36721632,0.16520357,0.29191888,0.229146467,0.377784776,0.310863063,0.387913492,0.18727702,0.215082571,0.172337397,0.163473772,0.836526229,Good
Training Set for Newloandemo_4344,Good,15,No,Savings,UBA,Low,3,28 - 32,60.17 - 60.23,Norm,0,Training,1,1,1,1,0,1,0.20075274,0.47432074,0.41023372,0.45452695,0.53903454,0.21421593,0.54964389,0.180843068,0.516739294,0.430565643,0.546285603,0.541340586,0.235273265,0.432424774,,,0.319744848,,,0.139245078,,0.202970012,0.476394824,0.31933408,0.464625991,0.539743325,0.212516206,0.541065323,0.1638577,0.35564621,0.32080555,0.30026788,0.43696412,0.150769,0.49056491,0.216274057,0.507926167,0.403797626,0.503665819,0.660367173,0.225592822,0.683061832,0.564949926,0.435050074,Bad
Training Set for Newloandemo_4344,Good,30,Yes,Savings,UBA,High,9,Low - 28,60.23 - 61.13,Norm,0,Training,1,1,0,1,1,1,0.55039299,0.8139839,0.71330184,0.81674025,0.83527352,0.58871878,0.84313916,0.356606522,0.605459552,0.618574572,0.685325908,0.7569636,0.387198269,0.601908626,,,0.687004036,,,0.316062629,,0.27543488,0.574573114,0.774169036,0.324983694,0.102889177,0.293980838,0.117252832,0.14681882,0.71368953,0.80606553,0.67397219,0.53425854,0.16509942,0.50024868,0.31630976,0.613985746,0.629294524,0.609567342,0.663142631,0.330017564,0.650216904,0.599635841,0.400364159,Bad
Training Set for Newloandemo_4344,Good,30,No,Savings,GT Bank,Low,3,Low - 28,61.13 - High,Norm,0,Validation,1,1,0,1,1,1,0.22055826,0.50410655,0.56747555,0.55537591,0.63972642,0.22862076,0.64265784,0.205317637,0.477519505,0.568598797,0.64984211,0.552926678,0.219110819,0.444156652,,,0.3295656,,,0.16429287,,0.225604812,0.509867374,0.499660481,0.532653692,0.484771585,0.230961024,0.44975548,0.16596317,0.25525464,0.40846293,0.30430779,0.64403891,0.16438793,0.63596104,0.223076168,0.510743723,0.504499219,0.508674028,0.571707608,0.232916005,0.55508664,0.330365961,0.669634039,Good
Training Set for Newloandemo_4344,Bad,30,No,Savings,GT Bank,High,9,Low - 28,Low - 60.17,Norm,1,Validation,1,3.586726998,1,4,1,1,0.47522065,0.76455102,0.68589585,0.80556887,0.81135146,0.50083777,0.80947532,0.333433286,0.68715597,0.641349213,0.753403408,0.70573427,0.392344911,0.741434542,,,0.732171399,,,0.51340239,,0.369839203,0.705347344,0.635520989,0.75674195,0.78435615,0.389425716,0.775163737,0.70231053,0.7808947,0.78339916,0.81010433,0.73733393,0.88131946,0.74451938,0.392115876,0.678989407,0.579708522,0.6706859,0.805844045,0.418500913,0.802804338,0.774508921,0.225491079,Bad
Training Set for Newloandemo_4344,Bad,30,No,Savings,Diamond Bank,Low,3,28 - 32,61.13 - High,Norm,1,Validation,1,3.586726998,1,2,1,1,0.12405142,0.33697161,0.33082988,0.35561019,0.44668832,0.12600875,0.44319206,0.146289294,0.313853574,0.321091047,0.391954988,0.365385262,0.133307919,0.48749073,,,0.291489359,,,0.056266004,,0.219472731,0.50290442,0.48666739,0.517412958,0.342286933,0.20114849,0.443548051,0.10733389,0.24225944,0.28429211,0.20052393,0.35820939,0.09717656,0.31983739,0.155966343,0.349742443,0.508422959,0.346166608,0.311502679,0.153595077,0.293562492,0.328200093,0.671799907,Good
Training Set for Newloandemo_4344,Good,30,No,Other,UBA,Low,3,32 - 36,Low - 60.17,Norm,0,Training,1,1,0,1,1,1,0.097558,0.27923004,0.25073888,0.25063532,0.30339284,0.10410751,0.30338082,0.13467802,0.316629683,0.298118363,0.393626508,0.280667222,0.115150977,0.42840122,,,0.391670576,,,0.125447711,,0.169792728,0.419617673,0.390608483,0.420918315,0.346338083,0.177771834,0.31608612,0.16595286,0.32332734,0.3101511,0.33454921,0.13924521,0.16512292,0.12313201,0.159677679,0.410247236,0.481918525,0.395657265,0.329629924,0.168226298,0.2845798,0.26337242,0.73662758,Good
Training Set for Newloandemo_4344,Good,30,No,Other,UBA,Low,2,36 - High,Low - 60.17,Norm,0,Training,1,1,0,1,1,1,0.11583636,0.31946695,0.30685628,0.2906338,0.34846795,0.12324319,0.34841629,0.134495305,0.376552012,0.351964803,0.40070193,0.217928219,0.133814215,0.173968466,,,0.472832558,,,0.17069029,,0.175063843,0.092831739,0.365974303,0.435558368,0.320809367,0.182192901,0.214837039,0.16420503,0.33396304,0.36666712,0.27293014,0.12942726,0.15792596,0.12305812,0.165512962,0.423840421,0.495627545,0.405360797,0.413326028,0.175747928,0.414037903,0.226538409,0.773461591,Good
Training Set for Newloandemo_4344,Good,15,No,Other,GT Bank,Med,2,36 - High,Low - 60.17,Norm,0,Validation,1,1,0,1,1,1,0.06338696,0.19439797,0.24510502,0.18333787,0.25215608,0.06887389,0.23889276,0.154959084,0.39312213,0.381349121,0.400383657,0.486216549,0.127714635,0.221627427,,,0.447552792,,,0.159883012,,0.136869922,0.41081727,0.385614859,0.429942302,0.019236715,0.158960451,0.000810343,0.1592997,0.2677465,0.25864252,0.28837968,0.14780651,0.15622253,0.13461899,0.150277038,0.402124663,0.421937433,0.376672301,0.419721096,0.15645212,0.422887645,0.207648451,0.792351549,Good
Training Set for Newloandemo_4344,Good,15,No,Other,First Bank,Med,6,28 - 32,Low - 60.17,Norm,0,Training,1,1,1,1,1,1,0.09470383,0.27172691,0.27320583,0.23630605,0.30635754,0.10619469,0.29334695,0.219442179,0.392095136,0.371628365,0.378960677,0.298172925,0.119109652,0.451610289,,,0.312725167,,,0.121592603,,0.136869922,0.39295169,0.297321309,0.241386664,0.255461494,0.158960451,0.301600472,0.09564193,0.25158189,0.26248752,0.23402644,0.13926125,0.1018484,0.09445437,0.163429844,0.420412375,0.428907423,0.398158351,0.285078094,0.170728053,0.22528693,0.120160002,0.879839998,Good
Training Set for Newloandemo_4344,Good,30,No,Other,GT Bank,Low,3,32 - 36,Low - 60.17,Norm,0,Training,1,1,1,1,1,1,0.08606227,0.25240433,0.28450068,0.25014503,0.30623951,0.08772616,0.29945933,0.135357698,0.278284605,0.330452161,0.282497689,0.345321995,0.118094041,0.400663416,,,0.374173095,,,0.186792716,,0.169792728,0.407563698,0.390608483,0.420918315,0.346338083,0.177771834,0.31608612,0.16352201,0.24222954,0.23539632,0.22571507,0.1805354,0.15903951,0.17740459,0.149926401,0.383047404,0.411716231,0.383770706,0.344944415,0.148714329,0.317377439,0.316715524,0.683284476,Good
Training Set for Newloandemo_4344,Good,15,No,Other,Zenith Bank,Med,6,32 - 36,Low - 60.17,Norm,0,Training,1,1,0,1,1,1,0.06292952,0.19309486,0.22169115,0.17339269,0.22713305,0.07042757,0.21134822,0.230482759,0.393908516,0.334518368,0.403933119,0.168938892,0.059309522,0.215407624,,,0.237408915,,,0.092612941,,0.074801958,0.232925045,0.266211608,0.125517647,0.160004687,0.143842077,0.00438738,0.04319092,0.1502233,0.19992159,0.15447535,0.09457001,0.11317241,0.06235491,0.157654128,0.406851497,0.415523497,0.388514583,0.281248603,0.164067068,0.236648779,0.082560803,0.917439197,Good
Training Set for Newloandemo_4344,Bad,30,No,Savings,Diamond Bank,Med,2,36 - High,Low - 60.17,Norm,1,Validation,1,3.586726998,1,1,1,1,0.10003522,0.28432001,0.29166812,0.29624358,0.39656334,0.10796257,0.38719875,0.208450267,0.56174669,0.430006758,0.566028695,0.526936911,0.170199576,0.326627127,,,0.365858207,,,0.114194334,,0.223066484,0.504856268,0.485590919,0.517412958,0.130879854,0.231213276,0.327491926,0.24686238,0.3075074,0.40974116,0.24692536,0.55180882,0.23795238,0.52223486,0.215625338,0.505152594,0.508422959,0.502389428,0.565509651,0.226448487,0.587548351,0.504676406,0.495323594,Bad
Training Set for Newloandemo_4344,Good,15,No,Other,Access Bank,Low,1,Low - 28,60.23 - 61.13,Norm,0,Training,1,1,0,1,0,1,0.18017805,0.44032922,0.44574592,0.39145179,0.4975153,0.18926601,0.50424574,0.141189506,0.401934169,0.463908741,0.207537962,0.589708446,0.165382527,0.490364275,,,0.391250106,,,0.125044974,,0.137932034,0.010756564,0.064472293,0.149084266,0.013233972,0.049169831,0.040178936,0.04398116,0.22701525,0.31113858,0.15129166,0.24573129,0.03922847,0.2656349,0.096184792,0.268970417,0.399145003,0.240769447,0.251818516,0.097448445,0.248022769,0.147578812,0.852421188,Good
Training Set for Newloandemo_4344,Bad,30,No,Savings,Heritage Bank,Low,3,Low - 28,Low - 60.17,Norm,1,Training,1,3.586726998,1,2,1,1,0.1685733,0.41695089,0.55741413,0.29457199,0.30876778,0.16970651,0.35315555,0.151923088,0.714924772,0.58995462,0.764104259,0.400459393,0.2300779,0.444601804,,,0.748113791,,,0.501851994,,0.39120359,0.539267303,0.540304841,0.536925977,0.613582953,0.291362012,0.683389989,0.74492747,0.72178501,0.66446204,0.57825607,0.64048548,0.74064955,0.64524981,0.471378911,0.539087962,0.508422959,0.52115744,0.849719678,0.505889921,0.874389171,0.890454747,0.109545253,Bad
Training Set for Newloandemo_4344,Bad,30,No,Other,Fidelity Bank,Med,2,Low - 28,Low - 60.17,Norm,1,Training,1,3.586726998,1,4,1,1,0.16482231,0.41285889,0.54163256,0.38052711,0.42767908,0.18473235,0.42691287,0.219287215,0.626092072,0.636365637,0.636936622,0.687873855,0.302666373,0.63013401,,,0.617289866,,,0.572059364,,0.187824567,0.478587414,0.512456868,0.435558368,0.630284816,0.220541864,0.837404377,0.87597417,0.65765532,0.47525987,0.59963672,0.695837,0.88915499,0.7218401,0.345923886,0.534273991,0.44648726,0.500548389,0.764639249,0.40055742,0.792486093,0.726424706,0.273575295,Bad
Training Set for Newloandemo_4344,Good,15,No,Other,GT Bank,Med,6,32 - 36,Low - 60.17,Norm,0,Validation,1,1,0,1,1,1,0.06411671,0.19633587,0.21638785,0.18663584,0.24782999,0.07043333,0.23323371,0.1866371,0.38424953,0.326743008,0.371248681,0.296010262,0.117163368,0.307730855,,,0.453682259,,,0.24955549,,0.074801958,0.370733132,0.266211608,0.39302336,0.348782264,0.143842077,0.005551353,0.11510069,0.24876659,0.24596356,0.20262839,0.20358661,0.14701505,0.14330356,0.169761648,0.421599082,0.421059992,0.405686404,0.302189396,0.177447768,0.258666983,0.36269547,0.63730453,Good
Training Set for Newloandemo_4344,Good,15,No,Other,Diamond Bank,High,3,Low - 28,Low - 60.17,Norm,0,Training,1,1,0,1,1,1,0.13076885,0.34997436,0.26501336,0.34462777,0.41424687,0.13830235,0.41369107,0.139190751,0.338775674,0.310660691,0.355295603,0.346489151,0.199224739,0.526685894,,,0.308315404,,,0.111372829,,0.194933807,0.472996894,0.235084907,0.306789667,0.288211561,0.128604133,0.346828777,0.16481515,0.35149186,0.23476813,0.35780985,0.49328585,0.16419201,0.51319636,0.176963452,0.3834271,0.241394371,0.397006439,0.244480282,0.162124167,0.231305083,0.157361645,0.842638355,Good
Training Set for Newloandemo_4344,Good,15,No,Savings,Zenith Bank,Low,3,Low - 28,60.17 - 60.23,Norm,0,Validation,1,1,0,1,1,1,0.23971612,0.53106601,0.55284385,0.54959721,0.63442092,0.25349618,0.64222731,0.230331362,0.577176641,0.55338126,0.577272011,0.760141788,0.278097176,0.629405714,,,0.526554362,,,0.334699021,,0.097378956,0.360058868,0.605799357,0.540872908,0.69086624,0.028450212,0.517555135,0.35092508,0.75609713,0.7117832,0.82687114,0.78954915,0.3155171,0.81502316,0.239271924,0.540721945,0.508422959,0.575070816,0.672488295,0.25541287,0.694444253,0.429511261,0.570488739,Good
Training Set for Newloandemo_4344,Bad,30,No,Savings,GT Bank,High,9,28 - 32,60.23 - 61.13,Norm,1,Training,1,3.586726998,1,3,1,1,0.41665593,0.71921333,0.6196249,0.73508955,0.76142578,0.43457398,0.75685021,0.345959259,0.591482518,0.521380891,0.624552797,0.657837654,0.29653776,0.582496033,,,0.341572898,,,0.16046464,,0.21048985,0.514902248,0.33970889,0.494930026,0.522081911,0.237406608,0.547937407,0.16545226,0.58950968,0.52407508,0.47876823,0.59202832,0.14897052,0.63822745,0.256947479,0.545780867,0.523707321,0.55475906,0.593809916,0.271951986,0.601538777,0.540500343,0.459499657,Bad
Training Set for Newloandemo_4344,Bad,30,No,Savings,Access Bank,Med,6,28 - 32,60.23 - 61.13,Norm,1,Validation,1,3.586726998,1,6,1,1,0.22415221,0.50834554,0.5251174,0.48136096,0.59962401,0.24405547,0.59313502,0.356582278,0.619193146,0.582463539,0.651616851,0.635060447,0.210131494,0.684120725,,,0.560567175,,,0.247690592,,0.223066484,0.50290442,0.437001346,0.329208909,0.666596132,0.231213276,0.601550515,0.34333125,0.57813266,0.54675434,0.51070814,0.66588072,0.3544606,0.68531019,0.364187144,0.644947965,0.547990559,0.630079482,0.688618869,0.385802042,0.670465143,0.577096853,0.422903147,Bad
Training Set for Newloandemo_4344,Good,15,No,Other,Diamond Bank,Low,3,36 - High,Low - 60.17,Norm,0,Validation,1,1,0,1,1,0,0.06526946,0.20002445,0.19240617,0.18403039,0.24768707,0.06656866,0.24188368,0.133709237,0.192954359,0.236226855,0.183826297,0.342957739,0.081160606,0.383351356,,,0.238905355,,,0.068040951,,0.143529526,0.252543014,0.272761636,0.202277687,0.181394044,0.152092721,0.244415584,0.06906323,0.15510524,0.21149675,0.11468419,0.10516225,0.0605585,0.09091278,0.160901026,0.416028767,0.428907423,0.388806859,0.323352181,0.166836497,0.27588897,0.123822091,0.876177909,Good
Training Set for Newloandemo_4344,Good,30,No,Savings,Diamond Bank,High,9,36 - High,61.13 - High,Norm,0,Validation,1,1,0,1,1,1,0.30698327,0.61313293,0.51515139,0.67217137,0.67926966,0.32014122,0.6684309,0.241611,0.485184127,0.41071946,0.483897256,0.392702019,0.197844817,0.595009935,,,0.332471387,,,0.174558496,,0.280310998,0.538555216,0.582872319,0.638719022,0.500869105,0.279248774,0.385978296,0.05983118,0.44700045,0.47579038,0.50112632,0.42744399,0.05975549,0.3908375,0.181941014,0.411493703,0.291729273,0.432004691,0.223022139,0.177452317,0.182133362,0.376141569,0.623858431,Good
Training Set for Newloandemo_4344,Good,15,No,Other,GT Bank,Low,3,Low - 28,60.23 - 61.13,Norm,0,Training,1,1,0,1,0,1,0.13493379,0.35866378,0.36273873,0.33300252,0.45096778,0.14068468,0.45590967,0.144349943,0.391389095,0.386183936,0.347019621,0.407480196,0.194259285,0.616400524,,,0.522941371,,,0.311662205,,0.150188523,0.435633629,0.402795687,0.362306594,0.498826325,0.189066023,0.496977169,0.16534952,0.35147621,0.31790962,0.23634807,0.56752111,0.17999882,0.59035517,0.164766402,0.418050839,0.425066711,0.381587341,0.54032253,0.168797211,0.564794414,0.625428235,0.374571765,Bad
Training Set for Newloandemo_4344,Good,15,No,Savings,GT Bank,Low,3,28 - 32,61.13 - High,Norm,0,Training,1,1,0,1,1,1,0.13718076,0.36335498,0.42537833,0.37496672,0.46342076,0.14061279,0.45613963,0.157656012,0.394381892,0.419156405,0.371536227,0.379464886,0.143996073,0.422479952,,,0.36470691,,,0.11240272,,0.195136062,0.469683096,0.397816535,0.46194456,0.201427847,0.212773218,0.259112089,0.16595409,0.24192651,0.23759355,0.22579352,0.13933102,0.16424718,0.12315938,0.20028609,0.472254668,0.504499219,0.477543157,0.425965167,0.199383751,0.384013199,0.136020814,0.863979186,Good
Training Set for Newloandemo_4344,Good,15,No,Savings,GT Bank,Low,3,28 - 32,Low - 60.17,Norm,0,Training,1,1,0,1,1,1,0.14436213,0.37747129,0.40790777,0.37069731,0.46132294,0.14902591,0.45612587,0.148151709,0.409618412,0.452170194,0.395096066,0.447438531,0.182645525,0.538725834,,,0.370319445,,,0.059741574,,0.198432624,0.469683096,0.513112949,0.466037565,0.538841692,0.218297172,0.517380303,0.12836731,0.24229308,0.37480274,0.22579521,0.33106205,0.12218706,0.27637987,0.20028609,0.472254668,0.504499219,0.477543157,0.471781247,0.199383751,0.449138914,0.159542404,0.840457596,Good
Training Set for Newloandemo_4344,Bad,30,No,Other,GT Bank,Med,6,Low - 28,60.17 - 60.23,Norm,1,Validation,1,3.586726998,1,7,1,1,0.15683333,0.39906911,0.39565277,0.4308534,0.52209272,0.17262653,0.52070614,0.222155064,0.3964046,0.491773358,0.404321738,0.606561702,0.257648708,0.648217312,,,0.270126201,,,0.114453212,,0.103609413,0.080451006,0.345340155,0.239975409,0.666110303,0.168016294,0.709795804,0.13481752,0.23413209,0.24581142,0.21896925,0.69148154,0.12263068,0.69346383,0.199220225,0.475110121,0.434489681,0.497696958,0.664185952,0.214220039,0.676943391,0.721136317,0.278863683,Bad
Training Set for Newloandemo_4344,Good,30,No,Savings,GT Bank,Low,1,28 - 32,60.23 - 61.13,Norm,0,Training,1,1,1,1,1,1,0.19416894,0.46398912,0.47359505,0.45511791,0.56227422,0.1982357,0.56458421,0.155907984,0.440230332,0.476081039,0.41513659,0.556213659,0.207636707,0.650392442,,,0.326740339,,,0.111024927,,0.223066484,0.502797642,0.48666739,0.418402002,0.302786967,0.231213276,0.464506029,0.10423479,0.2378383,0.27004642,0.2257941,0.71087523,0.09865204,0.70414818,0.190815153,0.463269411,0.498090759,0.474552547,0.560219699,0.191644724,0.585908023,0.3332975,0.6667025,Good
Training Set for Newloandemo_4344,Good,30,No,Other,First Bank,Med,6,36 - High,Low - 60.17,Norm,0,Training,1,1,0,1,1,1,0.11610402,0.3191721,0.35568741,0.30612864,0.37267942,0.12863304,0.35941323,0.221005175,0.387097356,0.459569749,0.39355192,0.425350339,0.148342604,0.440116034,,,0.389502982,,,0.091087292,,0.175063843,0.443360252,0.425076538,0.236686388,0.11282987,0.182192901,0.458420555,0.09077614,0.24198726,0.32192819,0.26514622,0.17576325,0.1657022,0.2021192,0.163429844,0.420412375,0.428907423,0.398158351,0.346349096,0.170728053,0.30525686,0.104830672,0.895169328,Good
